gene,category,rationale,single_gene_panel_note,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio_326_over_323,gene_id,full_name,location,cell_type,cellchat_pathway
MPO,,,,no,0.063,0.073,717,852,0.22,ENSG00000005381,Myeloperoxidase (MPO),Lysosome,bone marrow cell;granulocyte monocyte progenitor cell;granulocyte;neutrophil;immature neutrophil;promonocyte;promyelocyte;common dendritic progenitor;macrophage dendritic cell progenitor;basophil mast progenitor cell;myelocyte;hematopoietic precursor cell;hematopoietic multipotent progenitor cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-T cell;early T lineage precursor;myeloid lineage restricted progenitor cell;granulocytopoietic cell;common myeloid progenitor;common lymphoid progenitor,
NQO1,,,,no,0.903,1.089,10338,12730,0.271,ENSG00000181019,NAD(P)H dehydrogenase [quinone] 1,Cytoplasm,multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;corneal epithelial cell;paneth cell of epithelium of small intestine;conjunctival epithelial cell,
OXSR1,,,,no,5.337,5.314,61128,62096,-0.006,ENSG00000172939,Serine/threonine-protein kinase OSR1,Cytoplasm,,
PFKP,,,,no,4.257,4.483,48752,52378,0.075,ENSG00000067057,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P)",Cytoplasm,corneal endothelial cell,
PGD,,,,no,7.846,7.913,89863,92465,0.012,ENSG00000142657,"6-phosphogluconate dehydrogenase, decarboxylating",Cytoplasm,hematopoietic cell;blood cell;granulocyte;eosinophil,
PRNP,,,,no,10.654,8.002,122021,93501,-0.413,ENSG00000171867,Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230),Cell membrane,pancreatic D cell,ADGRG
PTPA,,,,no,7.595,8.41,86984,98271,0.147,ENSG00000119383,Serine/threonine-protein phosphatase 2A activator,Cytoplasm,,
RRM1,,,,no,5.861,6.411,67123,74915,0.13,ENSG00000167325,Ribonucleoside-diphosphate reductase large subunit,Cytoplasm,large pre-B-II cell;fraction A pre-pro B cell,
RRM2,,,,no,0.617,0.402,7069,4694,-0.62,ENSG00000171848,Ribonucleoside-diphosphate reductase subunit M2,Cytoplasm,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;precursor B cell;pro-B cell;fraction A pre-pro B cell",
SBNO2,,,,no,1.517,1.7,17376,19869,0.165,ENSG00000064932,Protein strawberry notch homolog 2,,,
SCAF4,,,,no,6.55,7.138,75022,83401,0.124,ENSG00000156304,"SR-related and CTD-associated factor 4 (CTD-binding SR-like protein RA4) (Splicing factor, arginine/serine-rich 15)",Nucleus,,
SOD1,,,,no,19.873,17.571,227600,205312,-0.178,ENSG00000142168,Superoxide dismutase [Cu-Zn],Cytoplasm,,
TXNRD1,,,,no,5.585,5.658,63960,66111,0.019,ENSG00000198431,"Thioredoxin reductase 1, cytoplasmic (TR)",Cytoplasm,epithelial cell of lacrimal sac;myoepithelial cell;myoepithelial cell of mammary gland;basal cell of prostate epithelium;conjunctival epithelial cell;preadipocyte;brown preadipocyte;brown fat cell,
