gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041323,detection_pct_0041326,det_max,n_cells_0041323,n_cells_0041326,log2_detection_ratio,pathway_source,pathway_term,was_uncategorized
CD33,,,no,ENSG00000105383,Myeloid cell surface antigen CD33 (Sialic acid-binding Ig-like lectin 3) (Siglec-3) (gp67) (CD antigen CD33),Peroxisome,eosinophil;dendritic cell;conventional dendritic cell;macrophage dendritic cell progenitor;common myeloid progenitor,,0.267,0.52,0.52,3056,6072,0.962,curated,hematopoietic_lineage_KEGG,False
CD34,,,no,ENSG00000174059,Hematopoietic progenitor cell antigen CD34 (CD antigen CD34),Membrane,"hematopoietic stem cell;CD34-positive, CD38-negative hematopoietic stem cell;interstitial cell of Cajal;blood vessel endothelial cell;endothelial tip cell;vein endothelial cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;endothelial cell of artery;capillary endothelial cell;gut endothelial cell;endothelial cell of uterus;hematopoietic multipotent progenitor cell;early T lineage precursor;common lymphoid progenitor;keratocyte;adventitial cell",CD34;SELL,3.511,4.827,4.827,40207,56397,0.459,curated,hematopoietic_lineage_KEGG,False
CD36,,,no,ENSG00000135218,Platelet glycoprotein 4 (Fatty acid translocase) (FAT) (Glycoprotein IIIb) (GPIIIB) (Leukocyte differentiation antigen CD36) (PAS IV) (PAS-4) (Platelet collagen receptor) (Platelet glycoprotein IV) (GPIV) (Thrombospondin receptor) (CD antigen CD36),Cell membrane,"vein endothelial cell;capillary endothelial cell;dermis microvascular lymphatic vessel endothelial cell;Hofbauer cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;muscle precursor cell;cardiac muscle myoblast;dendritic cell, human;erythroid lineage cell;erythroblast;fat cell;white fat cell;adipocyte of breast",THBS,2.321,2.918,2.918,26582,34098,0.33,curated,hematopoietic_lineage_KEGG,False
CD38,,,no,ENSG00000004468,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Cell surface,"plasmablast;IgG plasmablast;IgA plasmablast;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mucosal invariant T cell;mature T cell;immature T cell;thymocyte;precursor B cell;small pre-B-II cell;large pre-B-II cell;pre-B-I cell;late pro-B cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;erythroid progenitor cell, mammalian;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell",PECAM2,0.382,0.421,0.421,4378,4921,0.14,curated,hematopoietic_lineage_KEGG,False
CD3E,,,no,ENSG00000198851,T-cell surface glycoprotein CD3 epsilon chain (T-cell surface antigen T3/Leu-4 epsilon chain) (CD antigen CD3e),Cell membrane,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 2 cell;T-helper 22 cell;T follicular helper cell;naive thymus-derived CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;mature T cell;regulatory T cell;naive T cell;exhausted T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;double negative T regulatory cell",,0.444,0.799,0.799,5082,9337,0.849,curated,hematopoietic_lineage_KEGG,False
CD3G,,,no,ENSG00000160654,T-cell surface glycoprotein CD3 gamma chain (T-cell receptor T3 gamma chain) (CD antigen CD3g),Cell membrane,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;T-helper 2 cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta cytotoxic T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;mature T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;DN3 thymocyte;double negative T regulatory cell;DN1 thymic pro-T cell",,0.145,0.148,0.148,1664,1724,0.022,curated,hematopoietic_lineage_KEGG,False
CD4,,,no,ENSG00000010610,T-cell surface glycoprotein CD4 (T-cell surface antigen T4/Leu-3) (CD antigen CD4),Cell membrane,"macrophage;colon macrophage;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;lymphocyte;T cell;T-helper 1 cell;T follicular helper cell;effector memory CD4-positive, alpha-beta T cell;regulatory T cell;cytotoxic T cell",IL16;MHC-II,2.249,3.322,3.322,25757,38821,0.563,curated,hematopoietic_lineage_KEGG,False
CD44,,,no,ENSG00000026508,CD44 antigen (CDw44) (Epican) (Extracellular matrix receptor III) (ECMR-III) (GP90 lymphocyte homing/adhesion receptor) (HUTCH-I) (Heparan sulfate proteoglycan) (Hermes antigen) (Hyaluronate receptor) (Phagocytic glycoprotein 1) (PGP-1) (Phagocytic glycoprotein I) (PGP-I) (CD antigen CD44),Cell membrane,intestinal crypt stem cell of large intestine;pancreatic ductal cell;pancreatic acinar cell;elicited macrophage;alternatively activated macrophage;hematopoietic cell;granulocyte;leukocyte;myeloid leukocyte;mast cell;B cell;myeloid cell;early T lineage precursor;fibroblast of breast,MIF;SPP1;GALECTIN;COLLAGEN;FN1;LAMININ;SELE,47.499,46.665,47.499,544000,545266,-0.026,curated,hematopoietic_lineage_KEGG,False
CD5,,,no,ENSG00000110448,T-cell surface glycoprotein CD5 (Lymphocyte antigen T1/Leu-1) (CD antigen CD5),Cell membrane,"mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 22 cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;memory T cell;regulatory T cell;DN4 thymocyte;double negative T regulatory cell",,0.15,0.165,0.165,1718,1930,0.139,curated,hematopoietic_lineage_KEGG,False
CD55,,,no,ENSG00000196352,Complement decay-accelerating factor (CD antigen CD55),Cell membrane,epithelial cell of lacrimal sac;type I pneumocyte;respiratory goblet cell;tracheal goblet cell;paneth cell of epithelium of small intestine;urothelial cell;bladder urothelial cell;conjunctival epithelial cell;neutrophil;serous cell of epithelium of trachea;bladder cell,ADGRE,3.817,3.838,3.838,43717,44851,0.008,curated,hematopoietic_lineage_KEGG,False
CD59,,,no,ENSG00000085063,CD59 glycoprotein (1F5 antigen) (20 kDa homologous restriction factor) (HRF-20) (HRF20) (MAC-inhibitory protein) (MAC-IP) (MEM43 antigen) (Membrane attack complex inhibition factor) (MACIF) (Membrane inhibitor of reactive lysis) (MIRL) (Protectin) (CD antigen CD59),Cell membrane,pancreatic ductal cell;blood vessel endothelial cell;vein endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell of vascular tree;epithelial cell of urethra;fibroblast of breast;serous cell of epithelium of trachea,,16.947,12.598,16.947,194095,147205,-0.428,curated,hematopoietic_lineage_KEGG,False
CD7,,,no,ENSG00000173762,T-cell antigen CD7 (GP40) (T-cell leukemia antigen) (T-cell surface antigen Leu-9) (TP41) (CD antigen CD7),Membrane,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;exhausted T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;innate lymphoid cell;natural killer cell;immature natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;lymphoid lineage restricted progenitor cell;pro-T cell;early T lineage precursor",,0.109,0.249,0.249,1250,2912,1.191,curated,hematopoietic_lineage_KEGG,False
CD8A,,,no,ENSG00000153563,T-cell surface glycoprotein CD8 alpha chain (T-lymphocyte differentiation antigen T8/Leu-2) (CD antigen CD8a),Secreted,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-positive, alpha-beta thymocyte;immature NK T cell;mature alpha-beta T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;mucosal invariant T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;memory T cell;naive T cell;cytotoxic T cell;exhausted T cell;intraepithelial lymphocyte;immature T cell;thymocyte;DN1 thymic pro-T cell",CEACAM;LCK;MHC-I,0.553,0.847,0.847,6338,9902,0.615,curated,hematopoietic_lineage_KEGG,False
CD8B,,,no,ENSG00000172116,T-cell surface glycoprotein CD8 beta chain (CD antigen CD8b),Secreted,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-positive, alpha-beta thymocyte;mature alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD8-positive, alpha-beta T cell;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;mucosal invariant T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;memory T cell;naive T cell;cytotoxic T cell;exhausted T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;double negative T regulatory cell",MHC-I,0.164,0.14,0.164,1879,1641,-0.224,curated,hematopoietic_lineage_KEGG,False
CR1,,,no,ENSG00000203710,Complement receptor type 1 (C3b/C4b receptor) (CD antigen CD35),Membrane,kidney glomerular epithelial cell;podocyte;follicular dendritic cell;blood cell;granulocyte;neutrophil;follicular B cell;immature innate lymphoid cell,,0.296,0.395,0.395,3395,4610,0.412,curated,hematopoietic_lineage_KEGG,False
CR2,,,no,ENSG00000117322,Complement receptor type 2 (Cr2) (Complement C3d receptor) (Epstein-Barr virus receptor) (EBV receptor) (CD antigen CD21),Cell membrane,follicular dendritic cell;mature B cell;memory B cell;follicular B cell;B cell,COMPLEMENT;CD23,0.059,0.05,0.059,679,586,-0.241,curated,hematopoietic_lineage_KEGG,False
CSF1,,,no,ENSG00000184371,Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) (Proteoglycan macrophage colony-stimulating factor) (PG-M-CSF),Cell membrane,blood cell;granulocyte;mast cell,CSF,4.256,5.1,5.1,48740,59597,0.261,curated,hematopoietic_lineage_KEGG,False
CSF1R,,,no,ENSG00000182578,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R),Cell membrane,"phagocyte;macrophage;elicited macrophage;alternatively activated macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;colon macrophage;Hofbauer cell;osteoclast;professional antigen presenting cell;myeloid leukocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;myeloid cell;macrophage dendritic cell progenitor",CSF,2.021,3.73,3.73,23146,43585,0.884,curated,hematopoietic_lineage_KEGG,False
CSF2,,,no,ENSG00000164400,Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF) (Molgramostin) (Sargramostim),Secreted,"endothelial cell of umbilical vein;T-helper 1 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;type I NK T cell;group 3 innate lymphoid cell",IL4,0.024,,0.024,272,0,,curated,hematopoietic_lineage_KEGG,False
CSF2RA,,,no,ENSG00000198223,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha (GM-CSF-R-alpha) (GMCSFR-alpha) (GMR-alpha) (CDw116) (CD antigen CD116),Cell membrane,"elicited macrophage;inflammatory macrophage;microglial cell;colon macrophage;mononuclear phagocyte;placental villous trophoblast;syncytiotrophoblast cell;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell, human",IL4,0.526,0.921,0.921,6027,10756,0.807,curated,hematopoietic_lineage_KEGG,False
CSF3,,,no,ENSG00000108342,Granulocyte colony-stimulating factor (G-CSF) (Pluripoietin) (Filgrastim) (Lenograstim),Secreted,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;endothelial cell;endothelial cell of vascular tree;myometrial cell;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate,CSF3,0.04,0.011,0.04,459,124,-1.917,curated,hematopoietic_lineage_KEGG,False
CSF3R,,,no,ENSG00000119535,Granulocyte colony-stimulating factor receptor (G-CSF receptor) (G-CSF-R) (CD antigen CD114),Secreted,"classical monocyte;CD14-positive, CD16-negative classical monocyte;bone marrow cell;granulocyte monocyte progenitor cell;placental villous trophoblast;syncytiotrophoblast cell;blood cell;granulocyte;neutrophil;myeloid leukocyte;monocyte;CD14-positive monocyte;myeloid cell;promyelocyte",CSF3,0.727,1.573,1.573,8327,18385,1.114,curated,hematopoietic_lineage_KEGG,False
DNTT,,,no,ENSG00000107447,DNA nucleotidylexotransferase,Nucleus,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;late pro-B cell;hematopoietic precursor cell;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell;pro-T cell;early T lineage precursor",,0.066,0.009,0.066,757,110,-2.812,curated,hematopoietic_lineage_KEGG,False
EPO,,,no,ENSG00000130427,Erythropoietin (Epoetin),Secreted,,EPO,0.639,0.882,0.882,7319,10308,0.465,curated,hematopoietic_lineage_KEGG,True
EPOR,,,no,ENSG00000187266,Erythropoietin receptor (EPO-R),Cell membrane,erythrocyte;erythroid lineage cell;erythroblast;primitive red blood cell,EPO,3.196,4.757,4.757,36608,55587,0.574,curated,hematopoietic_lineage_KEGG,True
FCER2,,,no,ENSG00000104921,Low affinity immunoglobulin epsilon Fc receptor (BLAST-2) (C-type lectin domain family 4 member J) (Fc-epsilon-RII) (Immunoglobulin E-binding factor) (Lymphocyte IgE receptor) (CD antigen CD23),Cell membrane,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;mononuclear cell;lymphocyte;B cell;immature B cell;transitional stage B cell;IgM plasma cell,,0.081,0.072,0.081,931,836,-0.184,curated,hematopoietic_lineage_KEGG,False
FCGR1A,,,no,ENSG00000150337,High affinity immunoglobulin gamma Fc receptor I (IgG Fc receptor I) (Fc-gamma RI) (FcRI) (Fc-gamma RIA) (FcgammaRIa) (CD antigen CD64),Cell membrane,phagocyte;macrophage;microglial cell;Hofbauer cell;classical monocyte;immature neutrophil;professional antigen presenting cell;myeloid leukocyte;mast cell;mucosal type mast cell;myeloid cell,,0.216,0.41,0.41,2479,4796,0.923,curated,hematopoietic_lineage_KEGG,False
FLT3,,,no,ENSG00000122025,Receptor-type tyrosine-protein kinase FLT3,Membrane,"hematopoietic stem cell;CD34-positive, CD38-negative hematopoietic stem cell;dendritic cell;plasmacytoid dendritic cell, human;CD141-positive myeloid dendritic cell;conventional dendritic cell;hematopoietic multipotent progenitor cell;subcutaneous fat cell",FLT3,0.744,0.665,0.744,8525,7770,-0.163,curated,hematopoietic_lineage_KEGG,False
FLT3LG,,,no,ENSG00000090554,Fms-related tyrosine kinase 3 ligand (Flt3 ligand) (Flt3L) (SL cytokine),Secreted,"leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 1 cell;T-helper 22 cell;T follicular helper cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell;central memory CD8-positive, alpha-beta T cell;mucosal invariant T cell;mature T cell;memory T cell;regulatory T cell;naive T cell;exhausted T cell;group 2 innate lymphoid cell",,0.83,1.186,1.186,9506,13855,0.515,curated,hematopoietic_lineage_KEGG,False
GP1BA,,,no,ENSG00000185245,Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (Antigen CD42b-alpha) (CD antigen CD42b),Membrane,platelet;megakaryocyte-erythroid progenitor cell;megakaryocyte,GP1BA,0.053,0.024,0.053,602,285,-1.108,curated,hematopoietic_lineage_KEGG,True
GP5,,,no,ENSG00000178732,Platelet glycoprotein V (GPV) (Glycoprotein 5) (CD antigen CD42d),Membrane,,,0.032,,0.032,370,0,,curated,hematopoietic_lineage_KEGG,True
GYPA,,,no,ENSG00000170180,Glycophorin-A (MN sialoglycoprotein) (PAS-2) (Sialoglycoprotein alpha) (CD antigen CD235a),Cell membrane,blood cell;erythrocyte;enucleate erythrocyte;erythroid lineage cell;reticulocyte;enucleated reticulocyte;erythroblast;primitive red blood cell,,0.055,0.009,0.055,627,109,-2.553,curated,hematopoietic_lineage_KEGG,True
IL11,,,no,ENSG00000095752,Interleukin-11 (IL-11) (Adipogenesis inhibitory factor) (AGIF) (Oprelvekin),Secreted,fibroblast of connective tissue of glandular part of prostate,IL6,0.2,0.054,0.2,2285,630,-1.888,curated,hematopoietic_lineage_KEGG,False
IL11RA,,,no,ENSG00000137070,Interleukin-11 receptor subunit alpha (IL-11 receptor subunit alpha) (IL-11R subunit alpha) (IL-11R-alpha) (IL-11RA),Secreted,Sertoli cell;interstitial cell of Cajal;mesothelial cell;granulosa cell;skin fibroblast;chondrocyte;mesenchymal cell;inflammatory cell,IL6,1.584,2.174,2.174,18137,25407,0.457,curated,hematopoietic_lineage_KEGG,False
IL1A,,,no,ENSG00000115008,Interleukin-1 alpha (IL-1 alpha) (Hematopoietin-1),Nucleus,,IL1,0.063,0.024,0.063,726,276,-1.424,curated,hematopoietic_lineage_KEGG,False
