gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041323,detection_pct_0041326,det_max,n_cells_0041323,n_cells_0041326,log2_detection_ratio,pathway_source,pathway_term,was_uncategorized
ARHGEF7,,,no,ENSG00000102606,Rho guanine nucleotide exchange factor 7 (Beta-Pix) (COOL-1) (PAK-interacting exchange factor beta) (p85),Cell junction,smooth muscle myoblast;renal interstitial pericyte,,2.982,3.78,3.78,34157,44169,0.342,curated,synapse_neurotransmission,False
ARNTL,,,no,ENSG00000133794,,,,,2.412,3.3,3.3,27620,38561,0.453,curated,synapse_neurotransmission,True
ARRB1,,,no,ENSG00000137486,Beta-arrestin-1 (Arrestin beta-1) (Non-visual arrestin-2),Cytoplasm;Nucleus;Cell membrane;Membrane,,,6.23,6.741,6.741,71356,78769,0.114,curated,synapse_neurotransmission,True
ARRB2,,,no,ENSG00000141480,Beta-arrestin-2 (Arrestin beta-2) (Non-visual arrestin-3),Cytoplasm;Nucleus;Cell membrane;Membrane,"phagocyte;classical monocyte;CD14-positive, CD16-negative classical monocyte;granulocyte;neutrophil;dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;myeloid cell",,9.204,10.614,10.614,105415,124023,0.206,curated,synapse_neurotransmission,False
ATF2,,,no,ENSG00000115966,Cyclic AMP-dependent transcription factor ATF-2 (cAMP-dependent transcription factor ATF-2) (Activating transcription factor 2) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (HB16) (cAMP response element-binding protein CRE-BP1),Nucleus;Cytoplasm;Mitochondrion outer membrane,,,7.302,6.753,7.302,83635,78904,-0.113,curated,synapse_neurotransmission,True
ATF4,,,no,ENSG00000128272,Cyclic AMP-dependent transcription factor ATF-4 (cAMP-dependent transcription factor ATF-4) (Activating transcription factor 4) (Cyclic AMP-responsive element-binding protein 2) (CREB-2) (cAMP-responsive element-binding protein 2) (Tax-responsive enhancer element-binding protein 67) (TaxREB67),Nucleus,pancreatic PP cell;pancreatic acinar cell;PP cell,,51.875,47.634,51.875,594118,556593,-0.123,curated,synapse_neurotransmission,False
ATP6V1B1,,,no,ENSG00000116039,"V-type proton ATPase subunit B, kidney isoform (V-ATPase subunit B 1) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 1)",Apical cell membrane,kidney collecting duct intercalated cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;pulmonary ionocyte;ionocyte,,0.42,0.459,0.459,4806,5363,0.129,curated,synapse_neurotransmission,True
ATP6V1H,,,no,ENSG00000047249,V-type proton ATPase subunit H (V-ATPase subunit H) (Nef-binding protein 1) (NBP1) (Protein VMA13 homolog) (V-ATPase 50/57 kDa subunits) (Vacuolar proton pump subunit H) (Vacuolar proton pump subunit SFD),Cytoplasmic vesicle,renal beta-intercalated cell;renal alpha-intercalated cell;osteoclast,,3.994,4.168,4.168,45738,48703,0.062,curated,synapse_neurotransmission,True
BCHE,,,no,ENSG00000114200,Cholinesterase,Secreted,glioblast;Schwann cell precursor;neural crest cell;interstitial cell of Cajal;tracheobronchial smooth muscle cell;neuron,,0.193,0.124,0.193,2212,1451,-0.637,curated,synapse_neurotransmission,False
BCL2,,,no,ENSG00000171791,Apoptosis regulator Bcl-2,Mitochondrion outer membrane,parietal epithelial cell;kidney loop of Henle thin descending limb epithelial cell;melanocyte;Schwann cell;fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,,1.295,1.556,1.556,14831,18181,0.265,curated,synapse_neurotransmission,False
BRAF,,,no,ENSG00000157764,Serine/threonine-protein kinase B-raf,Nucleus,,,9.828,9.385,9.828,112563,109665,-0.067,curated,synapse_neurotransmission,True
CACNA1B,,,no,ENSG00000148408,"Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)",Membrane,neural cell;neuron;interneuron;ganglion interneuron;inhibitory interneuron;amacrine cell;GABAergic neuron;glutamatergic neuron,,0.152,0.123,0.152,1741,1440,-0.303,curated,synapse_neurotransmission,False
CACNA1C,,,no,ENSG00000151067,"Voltage-dependent L-type calcium channel subunit alpha-1C (Calcium channel, L type, alpha-1 polypeptide, isoform 1, cardiac muscle) (Voltage-gated calcium channel subunit alpha Cav1.2)",Cell membrane,pigmented epithelial cell;pigmented ciliary epithelial cell;muscle cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;smooth muscle cell of sphincter of pupil;muscle precursor cell;smooth muscle myoblast;cardiac muscle myoblast;retina horizontal cell;alveolar type 2 fibroblast cell;fibroblast of cardiac tissue;kidney interstitial fibroblast;renal interstitial pericyte;kidney interstitial cell,,1.333,1.217,1.333,15270,14215,-0.132,curated,synapse_neurotransmission,False
CACNA1D,,,no,ENSG00000157388,"Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)",Membrane,non-pigmented ciliary epithelial cell;corneal epithelial cell;kidney distal convoluted tubule epithelial cell;retinal pigment epithelial cell;amacrine cell;alveolar type 2 fibroblast cell,,1.15,0.96,1.15,13170,11215,-0.261,curated,synapse_neurotransmission,False
CACNA2D1,,,no,ENSG00000153956,Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1),Membrane,pancreatic D cell;stellate neuron;neuronal brush cell,,0.737,0.636,0.737,8446,7435,-0.213,curated,synapse_neurotransmission,False
CACNG3,,,no,ENSG00000006116,Voltage-dependent calcium channel gamma-3 subunit (Neuronal voltage-gated calcium channel gamma-3 subunit) (Transmembrane AMPAR regulatory protein gamma-3) (TARP gamma-3),Membrane,retina horizontal cell;glycinergic neuron,,0.051,0.013,0.051,587,156,-1.941,curated,synapse_neurotransmission,False
CACNG4,,,no,ENSG00000075461,Voltage-dependent calcium channel gamma-4 subunit (Neuronal voltage-gated calcium channel gamma-4 subunit) (Transmembrane AMPAR regulatory protein gamma-4) (TARP gamma-4),Cell membrane,,,0.317,0.314,0.317,3634,3665,-0.017,curated,synapse_neurotransmission,True
CALM3,,,no,ENSG00000160014,Calmodulin-3,Cytoplasm,pancreatic A cell;Hofbauer cell;platelet;T-helper 17 cell;large pre-B-II cell;myeloid cell;megakaryocyte-erythroid progenitor cell;megakaryocyte,,16.504,14.013,16.504,189023,163741,-0.236,curated,synapse_neurotransmission,False
CALML3,,,no,ENSG00000178363,Calmodulin-like protein 3 (CaM-like protein) (CLP) (Calmodulin-related protein NB-1),,stem cell;basal cell;respiratory basal cell;basal cell of epithelium of trachea;epithelial cell of stratum germinativum of esophagus;epithelial cell;keratinocyte;stratified epithelial cell;pulmonary ionocyte;epithelial cell of thymus;cortical thymic epithelial cell;medullary thymic epithelial cell;epidermal cell;ionocyte;conjunctival epithelial cell,,0.033,,0.033,378,0,,curated,synapse_neurotransmission,False
CAMK1,,,no,ENSG00000134072,Calcium/calmodulin-dependent protein kinase type 1,Cytoplasm,,,2.662,2.799,2.799,30483,32702,0.072,curated,synapse_neurotransmission,True
CAMK2A,,,no,ENSG00000070808,Calcium/calmodulin-dependent protein kinase type II subunit alpha (CaM kinase II subunit alpha) (CaMK-II subunit alpha),Synapse,,,0.038,0.012,0.038,431,141,-1.641,curated,synapse_neurotransmission,True
CAMK2B,,,no,ENSG00000058404,Calcium/calmodulin-dependent protein kinase type II subunit beta (CaM kinase II subunit beta) (CaMK-II subunit beta),Cytoplasm,bipolar neuron;retinal bipolar neuron;ON-bipolar cell;rod bipolar cell;OFF-bipolar cell,,0.397,0.229,0.397,4543,2680,-0.79,curated,synapse_neurotransmission,False
CAMK2D,,,no,ENSG00000145349,Calcium/calmodulin-dependent protein kinase type II subunit delta (CaM kinase II subunit delta) (CaMK-II subunit delta),Cell membrane,cardiac muscle cell;regular ventricular cardiac myocyte;muscle precursor cell;cardiac muscle myoblast;preadipocyte;brown preadipocyte,,3.496,4.151,4.151,40034,48503,0.248,curated,synapse_neurotransmission,True
CAMK2G,,,no,ENSG00000148660,Calcium/calmodulin-dependent protein kinase type II subunit gamma (CaM kinase II subunit gamma) (CaMK-II subunit gamma),Sarcoplasmic reticulum membrane,astrocyte,,2.392,3.066,3.066,27398,35823,0.358,curated,synapse_neurotransmission,True
CASK,,,no,ENSG00000147044,Peripheral plasma membrane protein CASK (hCASK),Nucleus,,,5.086,4.438,5.086,58249,51853,-0.197,curated,synapse_neurotransmission,True
CASP3,,,no,ENSG00000164305,Caspase-3 (CASP-3),Cytoplasm,"erythroid progenitor cell;erythroid progenitor cell, mammalian",,4.989,4.109,4.989,57135,48018,-0.28,curated,synapse_neurotransmission,False
CHRM1,,,no,ENSG00000168539,Muscarinic acetylcholine receptor M1,Cell membrane,,Ach,0.057,0.018,0.057,648,216,-1.614,curated,synapse_neurotransmission,True
CHRM2,,,no,ENSG00000181072,Muscarinic acetylcholine receptor M2,Cell membrane,muscle cell;cardiac muscle cell;regular atrial cardiac myocyte;regular ventricular cardiac myocyte;muscle precursor cell;cardiac muscle myoblast;visceromotor neuron,Ach,0.027,0.017,0.027,309,200,-0.657,curated,synapse_neurotransmission,False
CHRM3,,,no,ENSG00000133019,Muscarinic acetylcholine receptor M3,Cell membrane,kidney capillary endothelial cell;epithelial cell of sweat gland;smooth muscle cell of sphincter of pupil;ciliary muscle cell;stellate neuron;visceromotor neuron,Ach,2.547,2.524,2.547,29172,29490,-0.013,curated,synapse_neurotransmission,False
CHRM4,,,no,ENSG00000180720,Muscarinic acetylcholine receptor M4,Cell membrane,,Ach,0.108,0.16,0.16,1238,1864,0.561,curated,synapse_neurotransmission,True
CHRM5,,,no,ENSG00000184984,Muscarinic acetylcholine receptor M5,Cell membrane,ganglion interneuron;medium spiny neuron,Ach,0.028,0.009,0.028,323,102,-1.692,curated,synapse_neurotransmission,False
CHRNA2,,,no,ENSG00000120903,Neuronal acetylcholine receptor subunit alpha-2,Postsynaptic cell membrane,,SLURP,0.032,,0.032,365,0,,curated,synapse_neurotransmission,True
CHRNA3,,,no,ENSG00000080644,Neuronal acetylcholine receptor subunit alpha-3,Postsynaptic cell membrane,neuroendocrine cell;chromaffin cell;immature alpha-beta T cell;enteric neuron;visceromotor neuron;peripheral nervous system neuron;sympathetic neuron,SLURP,0.036,0.023,0.036,415,270,-0.649,curated,synapse_neurotransmission,False
CHRNA4,,,no,ENSG00000101204,Neuronal acetylcholine receptor subunit alpha-4,Postsynaptic cell membrane,,SLURP,0.014,,0.014,165,0,,curated,synapse_neurotransmission,True
CHRNA5,,,no,ENSG00000169684,Neuronal acetylcholine receptor subunit alpha-5,Postsynaptic cell membrane,,SLURP,0.57,0.424,0.57,6529,4955,-0.427,curated,synapse_neurotransmission,True
CHRNA6,,,no,ENSG00000147434,Neuronal acetylcholine receptor subunit alpha-6,Postsynaptic cell membrane,,SLURP,0.086,0.047,0.086,986,551,-0.868,curated,synapse_neurotransmission,True
CHRNA7,,,no,ENSG00000175344,Neuronal acetylcholine receptor subunit alpha-7,Postsynaptic cell membrane,neuroendocrine cell;chromaffin cell;cortical cell of adrenal gland,SLURP;Ach,0.913,0.485,0.913,10454,5664,-0.913,curated,synapse_neurotransmission,True
CHRNB2,,,no,ENSG00000160716,Neuronal acetylcholine receptor subunit beta-2,Postsynaptic cell membrane,,SLURP,0.196,0.122,0.196,2249,1420,-0.692,curated,synapse_neurotransmission,True
CHRNB3,,,no,ENSG00000147432,Neuronal acetylcholine receptor subunit beta-3,Postsynaptic cell membrane,,SLURP,0.081,0.15,0.15,924,1751,0.893,curated,synapse_neurotransmission,True
CHRNB4,,,no,ENSG00000117971,Neuronal acetylcholine receptor subunit beta-4,Postsynaptic cell membrane,,SLURP,0.031,0.015,0.031,353,174,-1.049,curated,synapse_neurotransmission,True
CLOCK,,,no,ENSG00000134852,Circadian locomoter output cycles protein kaput (hCLOCK),Nucleus,,,6.105,4.508,6.105,69919,52673,-0.438,curated,synapse_neurotransmission,True
CLTC,,,no,ENSG00000141367,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17),Cytoplasmic vesicle membrane,,,30.22,26.781,30.22,346103,312930,-0.174,curated,synapse_neurotransmission,True
COMT,,,no,ENSG00000093010,Catechol O-methyltransferase,Cell membrane,placental villous trophoblast,,13.034,15.221,15.221,149280,177852,0.224,curated,synapse_neurotransmission,True
CPLX3,,,no,ENSG00000213578,Complexin-3 (Complexin III) (CPX III),Synapse,ON-bipolar cell;OFF-bipolar cell;glycinergic neuron,,0.032,,0.032,370,0,,curated,synapse_neurotransmission,False
CREB1,,,no,ENSG00000118260,Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1),Nucleus,,,7.977,8.081,8.081,91362,94424,0.019,curated,synapse_neurotransmission,True
CREB3,,,no,ENSG00000107175,Cyclic AMP-responsive element-binding protein 3 (CREB-3) (cAMP-responsive element-binding protein 3) (Leucine zipper protein) (Luman) (Transcription factor LZIP-alpha),Nucleus,,,9.603,10.001,10.001,109987,116861,0.059,curated,synapse_neurotransmission,True
CREB5,,,no,ENSG00000146592,Cyclic AMP-responsive element-binding protein 5 (CREB-5) (cAMP-responsive element-binding protein 5) (cAMP-response element-binding protein A) (CRE-BPa),Nucleus,endosteal cell;fibroblast of mammary gland,,0.927,0.876,0.927,10613,10231,-0.082,curated,synapse_neurotransmission,False
CYP2C19,,,no,ENSG00000165841,Cytochrome P450 2C19,Endoplasmic reticulum membrane,,,0.051,0.018,0.051,587,208,-1.526,curated,synapse_neurotransmission,True
CYP2C8,,,no,ENSG00000138115,Cytochrome P450 2C8,Endoplasmic reticulum membrane,cholangiocyte;intrahepatic cholangiocyte;hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;hepatic stellate cell,,0.193,0.296,0.296,2214,3457,0.614,curated,synapse_neurotransmission,False
CYP2C9,,,no,ENSG00000138109,Cytochrome P450 2C9,Endoplasmic reticulum membrane,cholangiocyte;hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;endothelial cell of pericentral hepatic sinusoid;hepatic stellate cell,,0.083,0.021,0.083,955,247,-1.98,curated,synapse_neurotransmission,False
CYP2D6,,,no,ENSG00000100197,Cytochrome P450 2D6,Endoplasmic reticulum membrane,enterocyte of epithelium of large intestine;colon epithelial cell,,0.471,0.565,0.565,5399,6607,0.262,curated,synapse_neurotransmission,False
CYP2J2,,,no,ENSG00000134716,Cytochrome P450 2J2,Endoplasmic reticulum membrane,,,0.29,0.265,0.29,3324,3096,-0.131,curated,synapse_neurotransmission,True
DDC,,,no,ENSG00000132437,Aromatic-L-amino-acid decarboxylase (AADC),,neuroendocrine cell;type EC enteroendocrine cell;lung neuroendocrine cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of small intestine;enteroendocrine cell of colon;neuronal receptor cell;photoreceptor cell;eye photoreceptor cell;retinal rod cell,,1.471,0.684,1.471,16849,7995,-1.104,curated,synapse_neurotransmission,False
DLG1,,,no,ENSG00000075711,Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97) (hDlg),Membrane,corneal endothelial cell;oligodendrocyte,,5.434,5.558,5.558,62239,64949,0.033,curated,synapse_neurotransmission,False
DLG4,,,no,ENSG00000132535,Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90),Cell membrane,,,2.153,2.174,2.174,24660,25400,0.014,curated,synapse_neurotransmission,True
DNM1,,,no,ENSG00000106976,Dynamin-1,Cytoplasm,retinal ganglion cell,,3.258,3.298,3.298,37319,38532,0.017,curated,synapse_neurotransmission,True
DNM2,,,no,ENSG00000079805,Dynamin-2,Cytoplasm;Cytoplasm,corneal endothelial cell;taste receptor cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;papillary tips cell,,19.611,23.759,23.759,224608,277621,0.277,curated,synapse_neurotransmission,False
DRD1,,,no,ENSG00000184845,D(1A) dopamine receptor (Dopamine D1 receptor),Cell membrane,medium spiny neuron,Dopamine;SerotoninDopamin,0.056,0.047,0.056,637,549,-0.243,curated,synapse_neurotransmission,False
DRD2,,,no,ENSG00000149295,D(2) dopamine receptor (Dopamine D2 receptor),Cell membrane,medium spiny neuron,Dopamine;SerotoninDopamin,0.043,0.028,0.043,491,332,-0.593,curated,synapse_neurotransmission,False
DRD3,,,no,ENSG00000151577,D(3) dopamine receptor (Dopamine D3 receptor),Cell membrane,medium spiny neuron,Dopamine;SerotoninDopamin,0.033,,0.033,382,0,,curated,synapse_neurotransmission,False
DRD5,,,no,ENSG00000169676,D(1B) dopamine receptor (D(5) dopamine receptor) (D1beta dopamine receptor) (Dopamine D5 receptor),Cell membrane,,Dopamine;SerotoninDopamin,0.105,0.019,0.105,1199,224,-2.449,curated,synapse_neurotransmission,True
FYN,,,no,ENSG00000010810,Tyrosine-protein kinase Fyn,Cytoplasm,alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;immature natural killer cell;DN1 thymic pro-T cell;brown preadipocyte;fibro/adipogenic progenitor cell,,2.617,3.046,3.046,29968,35596,0.219,curated,synapse_neurotransmission,False
GABBR1,,,no,ENSG00000204681,Gamma-aminobutyric acid type B receptor subunit 1 (GABA-B receptor 1) (GABA-B-R1) (GABA-BR1) (GABABR1) (Gb1),Cell membrane,,GABA-B,2.63,4.209,4.209,30119,49186,0.679,curated,synapse_neurotransmission,True
GABBR2,,,no,ENSG00000136928,Gamma-aminobutyric acid type B receptor subunit 2 (GABA-B receptor 2) (GABA-B-R2) (GABA-BR2) (GABABR2) (Gb2) (G-protein coupled receptor 51) (HG20),Cell membrane,ganglion interneuron;inhibitory interneuron;Purkinje cell;GABAergic neuron;glutamatergic neuron,GABA-B,0.064,0.011,0.064,737,134,-2.488,curated,synapse_neurotransmission,False
GABRA1,,,no,ENSG00000022355,Gamma-aminobutyric acid receptor subunit alpha-1 (GABA(A) receptor subunit alpha-1),Postsynaptic cell membrane,ON-bipolar cell;OFF-bipolar cell;glycinergic neuron,,0.029,,0.029,329,0,,curated,synapse_neurotransmission,False
GABRA2,,,no,ENSG00000151834,Gamma-aminobutyric acid receptor subunit alpha-2 (GABA(A) receptor subunit alpha-2),Postsynaptic cell membrane,Bergmann glial cell,,0.127,0.058,0.127,1451,676,-1.131,curated,synapse_neurotransmission,False
GABRA3,,,no,ENSG00000011677,Gamma-aminobutyric acid receptor subunit alpha-3 (GABA(A) receptor subunit alpha-3),Postsynaptic cell membrane,,,0.031,,0.031,350,0,,curated,synapse_neurotransmission,True
GABRA4,,,no,ENSG00000109158,Gamma-aminobutyric acid receptor subunit alpha-4 (GABA(A) receptor subunit alpha-4),Postsynaptic cell membrane,brush cell,,0.068,0.045,0.068,780,526,-0.597,curated,synapse_neurotransmission,True
GABRA5,,,no,ENSG00000186297,Gamma-aminobutyric acid receptor subunit alpha-5 (GABA(A) receptor subunit alpha-5),Postsynaptic cell membrane,medullary thymic epithelial cell,,0.035,0.034,0.035,396,393,-0.04,curated,synapse_neurotransmission,False
GABRA6,,,no,ENSG00000145863,Gamma-aminobutyric acid receptor subunit alpha-6 (GABA(A) receptor subunit alpha-6),Postsynaptic cell membrane,,,0.038,,0.038,440,0,,curated,synapse_neurotransmission,True
GABRB2,,,no,ENSG00000145864,Gamma-aminobutyric acid receptor subunit beta-2 (GABA(A) receptor subunit beta-2),Postsynaptic cell membrane,pulmonary ionocyte;ionocyte;neural cell;neuron;inhibitory interneuron;granule cell;cerebellar granule cell;Purkinje cell;GABAergic neuron,,0.083,0.026,0.083,950,307,-1.659,curated,synapse_neurotransmission,False
GABRB3,,,no,ENSG00000166206,Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3),Postsynaptic cell membrane,neural cell;neuron;interneuron;bipolar neuron;retinal bipolar neuron;amacrine cell;glutamatergic neuron,,1.421,1.407,1.421,16270,16443,-0.014,curated,synapse_neurotransmission,False
GABRD,,,no,ENSG00000187730,Gamma-aminobutyric acid receptor subunit delta (GABA(A) receptor subunit delta),Postsynaptic cell membrane,,,0.054,0.02,0.054,616,237,-1.407,curated,synapse_neurotransmission,True
GABRG1,,,no,ENSG00000163285,Gamma-aminobutyric acid receptor subunit gamma-1 (GABA(A) receptor subunit gamma-1),Postsynaptic cell membrane,ovarian surface epithelial cell;medium spiny neuron,,0.085,0.024,0.085,974,278,-1.838,curated,synapse_neurotransmission,False
GABRG2,,,no,ENSG00000113327,Gamma-aminobutyric acid receptor subunit gamma-2 (GABA(A) receptor subunit gamma-2),Postsynaptic cell membrane,OFF-bipolar cell,,0.105,0.071,0.105,1201,829,-0.564,curated,synapse_neurotransmission,True
GABRG3,,,no,ENSG00000182256,Gamma-aminobutyric acid receptor subunit gamma-3 (GABA(A) receptor subunit gamma-3),Postsynaptic cell membrane,Bergmann glial cell;radial glial cell;Mueller cell;inhibitory interneuron;GABAergic neuron;kidney interstitial fibroblast;kidney interstitial cell,,0.032,,0.032,363,0,,curated,synapse_neurotransmission,False
GABRP,,,no,ENSG00000094755,Gamma-aminobutyric acid receptor subunit pi (GABA(A) receptor subunit pi),Postsynaptic cell membrane,respiratory basal cell;basal cell of epithelium of trachea;epithelial cell of stratum germinativum of esophagus;lung goblet cell;glandular epithelial cell;goblet cell;respiratory goblet cell;tracheal goblet cell;brush cell;intestinal tuft cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell,,0.092,0.057,0.092,1058,663,-0.703,curated,synapse_neurotransmission,False
GABRQ,,,no,ENSG00000268089,Gamma-aminobutyric acid receptor subunit theta (GABA(A) receptor subunit theta),Postsynaptic cell membrane,glutamatergic neuron,,0.027,,0.027,307,0,,curated,synapse_neurotransmission,False
GABRR3,,,no,ENSG00000183185,Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABA(C) receptor),Postsynaptic cell membrane,,,0.055,,0.055,626,0,,curated,synapse_neurotransmission,True
GAD1,,,no,ENSG00000128683,Glutamate decarboxylase 1,,neuron;interneuron;cortical interneuron;cerebral cortex GABAergic interneuron;inhibitory interneuron,,0.087,0.093,0.093,995,1092,0.105,curated,synapse_neurotransmission,False
