gene,category,rationale,single_gene_panel_note
ASPM,,,
AURKA,,,
AURKB,,,
BIRC5,,,
BUB1,,,
BUB1B,,,
CCNA2,,,
CCNB1,,,
CCNB2,,,
CCND1,,,
CCND2,,,
CCND3,,,
CCNE1,,,
CDC20,,,
CDC25A,,,
CDC25C,,,
CDC6,,,
CDK1,,,
CDK2,,,
CDK4,,,
CDK6,,,
CDKN1A,,,
CDKN1B,,,
CDKN2A,,,
CDKN2B,,,
E2F1,,,
E2F3,,,
FOXM1,,,
KIF11,,,
KIF20A,,,
MCM2,,,
MCM3,,,
MCM4,,,
MCM5,,,
MCM6,,,
MCM7,,,
MKI67,,,
NUSAP1,,,
PCNA,,,
PLK1,,,
RB1,,,
STMN1,,,
TOP2A,,,
TPX2,,,
TYMS,,,
UBE2C,,,
