gene,category,rationale,single_gene_panel_note
CD4,,,
CD8A,,,
CD8B,,,
CIITA,,,
KIR2DL1,,,
KIR3DL1,,,
KLRC1,,,
KLRC2,,,
KLRK1,,,
LILRB1,,,
LILRB2,,,
MICA,,,
MICB,,,
NLRC5,,,
TAP1,,,
TAP2,,,
ULBP2,,,
