gene,exclude_recommended,detection_pct_0041323,detection_pct_0041326,n_cells_0041323,n_cells_0041326,log2_detection_ratio
TEKT3,no,0.042,0.04,484,463,-0.093
TEKT4,no,0.034,0.044,390,518,0.381
TELO2,no,2.245,3.046,25707,35587,0.44
TENT5B,no,0.137,0.15,1567,1758,0.137
TENT5C,no,13.15,16.11,150606,188244,0.293
TERF1,no,6.033,5.852,69101,68377,-0.044
TERF2,no,7.96,9.176,91165,107217,0.205
TERT,no,0.02,0.011,225,126,-0.865
TES,no,12.134,11.703,138972,136747,-0.052
TESK2,no,0.553,0.581,6332,6789,0.072
TET1,no,1.126,0.877,12895,10243,-0.361
TET2,no,3.489,2.825,39965,33005,-0.305
TEX11,no,0.092,0.018,1055,205,-2.392
TEX14,yes,0.104,0.062,1188,720,-0.751
TEX30,no,0.738,0.507,8451,5922,-0.542
TEX35,no,0.038,,430,0,
TFAM,no,8.332,7.134,95430,83354,-0.224
TFAP2A,no,0.119,0.187,1360,2185,0.655
TFAP2B,no,0.049,,560,0,
TFE3,no,9.781,9.606,112023,112249,-0.026
TFEB,no,2.806,3.08,32132,35987,0.135
TFPI,no,7.318,6.733,83816,78672,-0.12
TFPI2,no,10.26,8.219,117505,96041,-0.32
TFR2,no,0.07,0.05,805,590,-0.477
TFRC,no,6.869,4.179,78671,48832,-0.717
TG,no,0.031,0.029,354,334,-0.113
TGFA,no,3.537,2.516,40504,29396,-0.491
TGFB1,no,0.496,0.604,5679,7058,0.285
TGFB1I1,no,1.355,1.324,15519,15472,-0.033
TGFB2,no,2.892,3.27,33127,38214,0.177
TGFB3,no,9.565,4.734,109550,55314,-1.015
TGFBR1,no,7.479,7.001,85658,81804,-0.095
TGFBR2,no,19.206,21.814,219971,254896,0.184
TGFBR3,no,9.845,11.175,112756,130572,0.183
TGM1,no,0.443,0.452,5070,5277,0.029
TGM2,no,6.11,3.562,69980,41620,-0.779
TGM3,yes,0.021,,244,0,
TGM4,no,0.035,,398,0,
TGM6,no,0.013,,153,0,
TH,no,0.037,,424,0,
THAP11,no,6.375,7.733,73014,90359,0.279
THAP2,no,0.789,0.673,9034,7860,-0.23
THAP3,no,1.024,1.513,11724,17678,0.564
THBD,no,2.133,0.719,24429,8400,-1.569
THBS1,no,22.333,14.254,255784,166551,-0.648
THBS2,no,1.823,1.682,20881,19657,-0.116
THEM6,no,0.732,0.512,8384,5981,-0.516
THEMIS,no,0.073,0.156,840,1824,1.09
THEMIS2,no,1.668,2.645,19104,30903,0.665
THPO,no,0.153,0.196,1758,2290,0.353
THRA,no,5.465,5.319,62586,62151,-0.039
THRB,no,1.968,1.525,22544,17817,-0.368
THUMPD3,no,4.312,4.265,49383,49839,-0.016
THY1,no,4.527,3.897,51852,45532,-0.216
THYN1,no,3.917,4.327,44859,50564,0.144
TIAM1,no,0.741,0.564,8481,6590,-0.393
TIAM2,no,0.571,0.398,6544,4649,-0.522
TICAM1,no,2.159,2.533,24723,29600,0.231
TICAM2,no,1.386,1.558,15869,18209,0.17
TICRR,no,0.063,0.043,722,508,-0.536
TIE1,no,1.447,2.691,16573,31444,0.895
TIGD5,no,0.823,0.692,9428,8083,-0.251
TIGIT,no,0.037,0.053,425,623,0.523
TIMD4,no,0.03,0.015,343,179,-0.967
TIMM29,no,4.177,4.189,47841,48943,0.004
TIMM50,no,1.408,1.085,16125,12679,-0.376
TIMP2,no,16.32,11.934,186913,139447,-0.452
TIMP4,no,0.916,0.39,10492,4558,-1.232
TINAG,no,0.077,0.013,880,154,-2.543
TINAGL1,no,8.516,9.353,97530,109285,0.135
TIPARP,no,4.416,3.153,50578,36837,-0.486
TIRAP,no,2.07,2.147,23704,25082,0.053
TJP1,no,17.674,17.38,202414,203083,-0.024
TJP2,no,14.437,15.018,165345,175479,0.057
TK1,no,1.444,0.886,16540,10350,-0.705
TKT,no,44.914,42.653,514403,498383,-0.075
TKTL1,no,0.044,0.019,501,219,-1.223
TLE6,yes,0.454,0.326,5197,3812,-0.476
TLK1,no,10.107,9.392,115750,109741,-0.106
TLK2,no,5.412,5.774,61981,67463,0.093
TLR1,no,2.013,1.891,23056,22100,-0.09
TLR10,no,0.094,0.088,1071,1031,-0.084
TLR2,no,1.746,2.352,19995,27488,0.43
TLR3,no,2.802,2.782,32086,32510,-0.01
TLR4,no,1.988,1.885,22772,22030,-0.077
TLR5,no,1.08,1.436,12374,16783,0.411
TLR6,no,0.24,0.227,2743,2652,-0.078
TLR7,no,0.519,0.801,5946,9359,0.626
TLR8,no,0.419,0.639,4801,7468,0.608
TLR9,no,0.036,0.037,412,435,0.049
TM4SF5,no,0.011,0.014,127,164,0.34
TM6SF2,no,0.05,0.025,578,293,-1.009
TM9SF4,no,5.995,6.643,68666,77625,0.148
TMA16,no,5.425,4.375,62127,51122,-0.31
TMBIM4,no,16.231,13.463,185891,157317,-0.27
TMEFF2,no,0.051,0.029,581,335,-0.823
TMEM100,no,0.424,0.518,4851,6050,0.29
TMEM106B,no,8.282,5.501,94855,64276,-0.59
TMEM109,no,6.205,4.903,71063,57286,-0.34
TMEM119,no,1.872,0.926,21445,10818,-1.016
TMEM120B,no,1.577,2.403,18067,28082,0.607
TMEM123,no,12.449,9.036,142574,105581,-0.462
TMEM126A,no,3.499,2.822,40071,32978,-0.31
TMEM130,no,0.191,0.103,2186,1202,-0.892
TMEM14C,no,18.512,16.087,212018,187974,-0.203
TMEM164,no,7.069,8.745,80963,102185,0.307
TMEM173,no,3.023,5.149,34620,60170,0.769
TMEM185A,no,1.879,2.147,21517,25088,0.193
TMEM192,no,6.13,6.166,70201,72044,0.008
TMEM200A,no,0.721,0.553,8260,6459,-0.384
TMEM201,no,1.092,0.982,12504,11469,-0.154
TMEM209,no,3.457,3.679,39597,42987,0.09
TMEM237,no,1.942,2.016,22246,23561,0.054
TMEM33,no,6.039,5.022,69164,58680,-0.266
TMEM39A,no,6.716,7.906,76922,92385,0.235
TMEM43,no,2.149,1.76,24610,20561,-0.288
TMEM45A,no,6.708,5.149,76826,60169,-0.381
TMEM45B,no,1.26,0.483,14430,5642,-1.384
TMEM97,no,26.078,25.324,298668,295899,-0.042
TMEM98,no,11.608,11.974,132951,139918,0.045
TMEM9B,no,9.17,6.438,105023,75221,-0.51
TMIGD2,no,0.024,0.019,275,219,-0.357
TMPO,no,8.587,8.686,98350,101497,0.017
TMPRSS11E,no,0.295,0.055,3381,638,-2.435
TMPRSS13,no,0.657,0.452,7523,5279,-0.54
TMPRSS2,no,24.103,19.551,276048,228443,-0.302
TMPRSS6,no,0.119,0.106,1366,1234,-0.176
TMTC3,no,2.263,1.865,25922,21792,-0.279
TMTC4,no,4.174,3.942,47802,46060,-0.082
TMUB2,no,2.85,3.156,32644,36879,0.147
TMX1,no,15.219,11.667,174305,136329,-0.383
TMX2,no,12.774,10.445,146303,122046,-0.29
TNC,no,1.571,1.521,17995,17777,-0.046
TNF,no,0.21,0.071,2409,827,-1.571
TNFAIP8,no,4.386,2.143,50233,25037,-1.033
TNFRSF10A,no,1.418,1.189,16245,13898,-0.254
TNFRSF10B,no,8.196,8.887,93867,103842,0.117
TNFRSF10C,no,0.087,0.037,991,438,-1.207
TNFRSF10D,no,1.854,1.174,21234,13720,-0.659
TNFRSF11A,no,2.579,2.003,29539,23407,-0.365
TNFRSF11B,no,0.874,0.909,10005,10620,0.057
TNFRSF12A,no,10.928,7.394,125158,86399,-0.564
TNFRSF13B,no,0.015,0.03,177,350,0.955
TNFRSF13C,no,0.051,0.068,580,791,0.419
TNFRSF14,no,5.754,8.08,65895,94407,0.49
TNFRSF17,no,0.035,0.067,402,785,0.937
TNFRSF18,no,0.075,0.043,856,504,-0.793
TNFRSF1A,no,6.2,5.286,71006,61761,-0.23
TNFRSF1B,no,1.255,1.892,14372,22107,0.592
TNFRSF21,no,9.283,7.825,106315,91428,-0.247
TNFRSF6B,no,0.466,0.407,5334,4760,-0.193
TNFRSF8,no,0.058,0.113,662,1324,0.971
TNFRSF9,no,0.281,0.148,3223,1729,-0.927
TNFSF10,no,3.339,5.115,38244,59772,0.615
TNFSF11,no,0.195,0.162,2236,1895,-0.268
TNFSF12,no,4.857,4.96,55632,57961,0.03
TNFSF13,no,1.663,1.791,19051,20932,0.107
TNFSF13B,no,0.525,0.869,6013,10154,0.727
TNFSF14,no,0.595,1.029,6809,12021,0.791
TNFSF15,no,0.111,0.093,1269,1088,-0.251
TNFSF18,no,0.082,0.016,943,185,-2.379
TNFSF4,no,0.569,0.396,6517,4623,-0.524
TNFSF8,no,0.271,0.24,3105,2810,-0.173
TNFSF9,no,0.04,0.024,458,277,-0.754
TNIP1,no,17.956,20.892,205647,244117,0.218
TNK2,no,4.737,7.383,54253,86269,0.64
TNKS,no,3.056,2.912,34996,34024,-0.07
TNMD,no,0.032,0.01,368,117,-1.682
TNNI3,yes,0.072,0.068,820,789,-0.085
TNNT2,yes,0.072,0.082,819,958,0.197
TNPO3,no,6.815,7.5,78048,87640,0.138
TNR,no,0.087,0.03,1001,353,-1.533
TNS2,no,7.163,11.596,82041,135497,0.695
TNXB,no,1.069,1.959,12245,22891,0.874
TOLLIP,no,5.735,4.76,65677,55624,-0.269
TOM1L2,no,3.446,3.927,39462,45885,0.189
TOMM34,no,3.786,4.448,43357,51977,0.233
TOMM40,no,0.929,0.951,10645,11111,0.033
TONSL,no,0.633,0.814,7253,9508,0.362
TOP1,no,11.458,10.098,131232,117993,-0.182
TOP1MT,no,4.518,4.813,51742,56238,0.091
TOP2A,no,0.538,0.346,6160,4040,-0.637
TOP2B,no,13.445,13.264,153981,154988,-0.02
TOP3B,no,4.244,5.578,48601,65179,0.395
TOPBP1,no,5.412,5.353,61983,62546,-0.016
TOR1A,no,3.181,2.706,36429,31622,-0.233
TOR3A,no,2.247,1.514,25740,17686,-0.57
TOX,no,0.72,0.782,8247,9142,0.12
TOX2,no,0.3,0.329,3431,3844,0.135
TOX4,no,8.05,8.543,92195,99825,0.086
TP53,no,9.256,9.212,106013,107635,-0.007
TP53BP1,no,4.853,5.472,55577,63941,0.173
TP53BP2,no,10.406,9.408,119185,109926,-0.146
TP63,no,0.041,0.021,465,248,-0.936
TP73,no,0.036,0.038,414,440,0.059
TPBG,no,2.621,2.19,30018,25594,-0.259
TPCN1,no,7.817,9.016,89527,105349,0.206
TPH1,no,0.118,0.108,1352,1266,-0.124
TPH2,no,0.126,0.048,1438,556,-1.4
TPMT,no,5.542,4.07,63475,47553,-0.446
TPPP,no,0.679,0.683,7775,7982,0.009
TPPP3,no,2.754,3.096,31536,36177,0.169
TPTE,no,0.172,0.028,1974,329,-2.614
TPX2,no,0.412,0.244,4715,2852,-0.754
TRAF1,no,0.511,0.642,5854,7502,0.329
TRAF2,no,2.616,3.665,29966,42824,0.486
TRAF3,no,1.568,1.365,17953,15949,-0.2
TRAF3IP2,no,4.779,5.642,54737,65926,0.239
TRAF3IP3,no,0.25,0.531,2867,6209,1.086
TRAF4,no,6.23,4.589,71352,53625,-0.441
TRAF5,no,9.93,10.29,113726,120236,0.051
TRAF6,no,4.01,4.668,45931,54547,0.219
TRAFD1,no,3.458,4.118,39604,48122,0.252
TRAP1,no,10.855,11.512,124321,134512,0.085
TRDC,no,0.094,0.086,1078,1001,-0.136
TREM1,no,0.261,0.31,2990,3626,0.249
TREM2,no,1.437,1.8,16462,21034,0.325
TREML2,no,0.049,0.03,565,345,-0.741
TREX1,no,0.989,1.199,11332,14008,0.277
TREX2,no,0.854,0.772,9783,9018,-0.146
TRH,no,0.036,,410,0,
TRHR,no,0.037,,422,0,
TRIB1,no,1.729,0.733,19802,8561,-1.239
TRIB2,no,4.487,3.855,51394,45049,-0.219
TRIB3,no,2.332,1.542,26712,18017,-0.597
TRIM21,no,2.196,2.493,25152,29127,0.183
TRIM23,no,2.686,3.235,30761,37804,0.269
TRIM25,no,3.271,3.675,37459,42947,0.168
TRIM27,no,9.325,11.195,106804,130808,0.264
TRIM28,no,15.868,20.77,181738,242692,0.388
TRIM47,no,6.897,7.978,78988,93223,0.21
TRIM5,no,8.765,8.312,100385,97120,-0.077
TRIM55,no,0.402,0.196,4600,2288,-1.036
TRIM65,no,3.425,4.371,39223,51078,0.352
TRIM66,no,1.75,2.877,20041,33616,0.717
TRIM67,no,0.062,0.109,707,1271,0.817
TRIP13,no,0.504,0.329,5773,3845,-0.615
TRMT1L,no,2.793,3.395,31987,39667,0.282
TRMT2A,no,4.725,6.341,54116,74089,0.424
TRO,no,2.026,2.38,23198,27813,0.233
TRPA1,no,0.067,0.013,765,156,-2.323
TRPC1,no,0.539,0.535,6173,6251,-0.011
TRPC3,no,0.071,0.05,813,587,-0.499
TRPC4,no,0.536,0.65,6140,7595,0.278
TRPC5,no,0.045,0.021,511,248,-1.072
TRPC6,no,0.289,0.364,3313,4249,0.33
TRPC7,no,0.034,,393,0,
TRPM1,no,0.025,,287,0,
TRPM2,no,0.647,1.184,7407,13834,0.872
TRPM3,no,0.263,0.105,3010,1229,-1.321
TRPM4,no,4.431,5.79,50751,67658,0.386
TRPM6,no,0.376,0.326,4305,3812,-0.204
TRPM7,no,9.065,8.254,103826,96445,-0.135
TRPM8,no,0.109,0.059,1249,692,-0.881
TRPS1,no,1.053,1.279,12058,14943,0.281
TRPV1,no,1.559,2.388,17853,27906,0.616
TRPV4,no,0.738,1.477,8448,17260,1.002
TRPV6,no,10.835,9.779,124087,114264,-0.148
TRRAP,no,8.453,10.108,96816,118114,0.258
TRUB1,no,2.899,3.004,33202,35097,0.051
TSBP1,no,0.031,,357,0,
TSC1,no,2.57,3.604,29433,42117,0.488
TSC2,no,8.886,11.983,101769,140022,0.431
TSG101,no,6.957,6.653,79679,77735,-0.065
TSHR,no,0.082,0.027,935,320,-1.576
TSHZ1,no,1.036,1.102,11869,12879,0.089
TSLP,no,0.21,0.181,2404,2113,-0.215
TSNAXIP1,no,0.382,0.406,4370,4748,0.091
TSPAN10,no,0.08,0.069,913,812,-0.198
TSPAN12,no,2.572,2.094,29461,24465,-0.297
TSPAN13,no,20.488,15.56,234643,181809,-0.397
TSPAN14,no,9.043,8.915,103567,104166,-0.021
TSPAN18,no,0.431,0.399,4932,4665,-0.109
TSPAN3,no,25.473,23.679,291741,276682,-0.105
TSPAN31,no,0.886,0.767,10153,8961,-0.209
TSPAN4,no,1.547,2.024,17723,23648,0.387
TSPAN7,no,4.183,3.684,47907,43051,-0.183
TSPAN8,no,4.601,2.745,52691,32070,-0.745
TSPAN9,no,4.595,4.798,52625,56064,0.062
TSPO,no,0.322,0.195,3687,2277,-0.724
TSPOAP1,no,2.626,3.5,30071,40891,0.415
TSPY1,yes,,0.02,0,234,
TSPYL5,no,1.938,4.164,22197,48651,1.103
TSSC4,no,1.851,1.905,21199,22259,0.041
TSSK1B,no,0.131,0.065,1503,759,-1.015
TSSK3,no,0.061,0.081,693,943,0.415
TTC12,no,1.885,2.992,21590,34957,0.666
TTC23,no,2.163,1.964,24773,22952,-0.139
TTC23L,no,0.05,0.026,574,304,-0.946
TTC4,no,3.108,3.215,35597,37562,0.049
TTC9C,no,4.952,6.406,56717,74853,0.371
TTI1,no,3.845,4.429,44038,51750,0.204
TTK,no,0.276,0.184,3163,2148,-0.587
TTPA,no,0.192,0.214,2199,2500,0.156
TUBA4A,no,1.86,2.028,21302,23695,0.125
TUBB,no,44.86,44.064,513780,514881,-0.026
TUBB2A,no,6.877,4.954,78766,57890,-0.473
TUBB2B,no,4.159,3.571,47631,41731,-0.22
TUBB3,no,0.225,0.265,2580,3099,0.236
TUBB4A,no,0.26,0.334,2973,3897,0.362
TUBB6,no,2.157,2.464,24699,28788,0.192
TUBD1,no,0.82,0.935,9396,10929,0.189
TUBG1,no,6.539,4.339,74893,50705,-0.592
TUFM,no,22.304,19.889,255441,232397,-0.165
TUSC2,no,5.949,6.156,68129,71931,0.049
TWIST1,no,0.466,0.366,5332,4272,-0.349
TWIST2,no,0.958,0.629,10967,7349,-0.606
TWSG1,no,3.507,2.735,40168,31953,-0.359
TXK,no,0.394,0.281,4516,3282,-0.489
TXNDC16,no,2.461,2.285,28181,26703,-0.107
TXNDC9,no,6.184,5.287,70821,61776,-0.226
TXNRD1,no,5.585,5.658,63960,66111,0.019
TYK2,no,6.969,8.633,79812,100880,0.309
TYMP,no,1.724,2.568,19743,30007,0.575
TYMS,no,1.741,0.895,19943,10463,-0.959
TYRO3,no,2.67,3.189,30583,37264,0.256
U2AF1,no,1.515,1.015,17352,11857,-0.578
U2AF2,no,16.067,17.232,184020,201357,0.101
UBA1,no,9.103,10.067,104251,117632,0.145
UBAP2,no,4.147,4.339,47491,50696,0.065
UBAP2L,no,16.353,17.776,187289,207708,0.12
UBASH3A,no,0.103,0.234,1177,2738,1.189
UBASH3B,no,1.007,0.763,11535,8916,-0.4
UBD,no,5.531,5.671,63351,66269,0.036
UBE2C,no,0.192,0.104,2196,1215,-0.883
UBE2D1,no,2.926,1.883,33510,22002,-0.636
UBE2D2,no,10.002,7.365,114555,86057,-0.442
UBE2D3,no,30.029,23.141,343922,270395,-0.376
UBE2I,no,10.059,10.856,115206,126849,0.11
UBE2L3,no,5.08,3.526,58182,41196,-0.527
UBE2T,no,0.495,0.292,5668,3416,-0.759
UBE3A,no,10.264,8.59,117549,100371,-0.257
UBE4B,no,12.528,15.45,143480,180528,0.302
UBR3,no,6.48,6.593,74213,77038,0.025
UBR5,no,7.623,8.013,87306,93627,0.072
UBTF,no,10.502,12.75,120283,148980,0.28
UCA1,no,0.157,0.056,1796,652,-1.491
UCHL1,no,2.216,1.029,25375,12026,-1.106
UCN,no,0.035,0.024,405,275,-0.587
UCP2,no,1.737,1.662,19895,19420,-0.064
UEVLD,no,4.002,3.758,45833,43910,-0.091
UFC1,no,10.502,8.49,120283,99200,-0.307
UGDH,no,18.158,16.234,207963,189695,-0.162
UGT1A1,no,0.036,,410,0,
UGT1A4,no,0.026,,301,0,
UGT1A9,no,0.021,,242,0,
UGT2B17,no,0.04,0.036,459,415,-0.174
UGT2B7,no,0.519,0.133,5945,1556,-1.963
UHRF1,no,1.003,0.908,11493,10610,-0.144
ULBP2,no,0.144,0.074,1645,865,-0.956
ULK1,no,9.295,10.62,106456,124095,0.192
ULK2,no,2.437,2.356,27908,27526,-0.049
UMOD,yes,1.604,3.164,18374,36975,0.98
UMPS,no,6.232,5.797,71371,67737,-0.104
UNC119,no,3.339,4.222,38247,49330,0.338
UNC13A,no,0.703,0.401,8051,4683,-0.811
UNC45A,no,6.46,7.156,73989,83613,0.148
UNC5A,no,0.135,0.042,1545,495,-1.671
UNG,no,3.455,3.205,39571,37453,-0.108
UPF1,no,12.733,16.125,145825,188416,0.341
UPK1A,no,0.032,,363,0,
UPK2,no,0.015,,167,0,
UPK3A,no,0.031,0.013,352,151,-1.25
UPK3B,no,0.039,0.029,450,339,-0.438
UQCC1,no,5.544,5.363,63490,62667,-0.048
UQCC3,no,3.285,3.361,37626,39277,0.033
URB1,no,3.031,4.098,34714,47883,0.435
URGCP,no,5.854,7.757,67049,90636,0.406
USF1,no,2.918,3.776,33425,44123,0.372
USP10,no,8.368,9.543,95835,111510,0.19
USP11,no,6.56,8.005,75127,93541,0.287
USP27X,no,0.663,0.578,7591,6753,-0.198
USP29,no,0.028,,320,0,
USP32,no,7.616,7.852,87225,91748,0.044
USP36,no,8.262,9.43,94627,110190,0.191
USP38,no,5.591,5.876,64032,68665,0.072
USP5,no,8.024,7.878,91902,92052,-0.027
USP53,no,5.483,5.657,62794,66099,0.045
USP6,no,0.032,0.023,370,264,-0.516
USP7,no,14.616,13.897,167396,162383,-0.073
USP9Y,yes,,6.51,0,76072,
UTP23,no,5.556,3.951,63633,46167,-0.492
UTRN,no,8.675,9.736,99353,113768,0.167
UTS2,no,0.025,,281,0,
VAMP3,no,9.766,8.458,111846,98831,-0.207
VAMP5,no,1.253,1.089,14356,12727,-0.203
VAPB,no,8.595,7.186,98440,83966,-0.258
VASP,no,8.625,9.217,98786,107695,0.096
VAV1,no,0.915,1.87,10482,21856,1.031
VAV3,no,3.116,2.401,35690,28054,-0.376
VAX1,no,0.032,,363,0,
VCAM1,no,8.121,2.933,93007,34270,-1.469
VCL,no,7.061,6.303,80864,73645,-0.164
VDAC1,no,16.544,19.468,189477,227475,0.235
VDAC2,no,17.796,18.516,203812,216360,0.057
VDR,no,1.282,1.502,14678,17556,0.229
VEGFA,no,9.162,8.643,104935,100994,-0.084
VEGFB,no,17.446,23.079,199805,269673,0.404
VEGFC,no,0.562,0.883,6438,10317,0.651
VEGFD,no,0.231,0.159,2651,1859,-0.541
VGF,no,1.728,1.286,19793,15031,-0.426
VGLL3,no,3.825,3.62,43811,42293,-0.08
VHL,no,5.964,4.942,68307,57747,-0.271
VIP,no,0.117,0.136,1340,1588,0.216
VIPR1,no,0.532,0.561,6096,6550,0.075
VIPR2,no,3.238,2.607,37085,30460,-0.313
VLDLR,no,13.115,9.001,150204,105176,-0.543
VPS13A,no,3.453,2.528,39550,29540,-0.45
VPS13B,no,4.072,4.353,46639,50861,0.096
VPS35,no,11.867,12.432,135914,145269,0.067
VPS37B,no,5.893,5.12,67496,59823,-0.203
VPS4A,no,13.959,14.121,159870,165002,0.017
VPS50,no,2.303,2.273,26373,26563,-0.019
VSIG4,no,3.048,3.34,34912,39028,0.132
VSIR,no,0.51,0.94,5836,10981,0.883
VSNL1,no,0.108,0.085,1237,997,-0.34
VSTM1,no,0.012,,134,0,
VSTM2B,no,0.02,,234,0,
VSTM2L,no,0.585,0.669,6696,7818,0.195
VSX2,yes,0.029,,329,0,
VTCN1,no,5.141,5.264,58881,61508,0.034
VWA8,no,4.397,5.187,50357,60609,0.238
WAPL,no,11.84,10.11,135598,118137,-0.228
WARS,no,5.481,5.535,62773,64678,0.014
WAS,no,1.305,2.495,14943,29152,0.935
WASHC2A,no,2.124,2.035,24329,23782,-0.062
WASHC3,no,5.161,5.496,59103,64216,0.091
WASHC4,no,9.39,9.697,107540,113302,0.046
WASL,no,12.795,11.577,146537,135277,-0.144
WBP2,no,23.483,26.499,268951,309631,0.174
WDFY3,no,4.542,4.558,52020,53256,0.005
WDFY4,no,0.225,0.431,2577,5032,0.937
WDHD1,no,0.823,0.725,9426,8475,-0.182
WDR12,no,3.909,3.245,44764,37913,-0.269
WDR26,no,17.819,17.872,204076,208827,0.004
WDR37,no,4.249,5.127,48663,59904,0.271
WDR5,no,6.312,6.152,72295,71880,-0.037
WDR55,no,6.607,4.866,75668,56857,-0.441
WDR72,no,1.501,1.379,17190,16113,-0.122
WDR74,no,5.449,6.384,62409,74597,0.228
WDR77,no,6.565,5.354,75192,62559,-0.294
WDR81,no,1.05,1.376,12024,16075,0.39
WDR90,no,1.82,2.76,20847,32255,0.601
WEE1,no,2.58,2.299,29544,26858,-0.166
WEE2,no,0.067,0.024,766,281,-1.476
WFDC1,no,0.107,0.05,1221,583,-1.095
WFS1,no,1.101,1.336,12607,15608,0.279
WNT1,no,0.019,0.01,213,117,-0.893
WNT2,no,0.058,0.053,667,623,-0.127
WNT3,no,0.702,0.338,8038,3944,-1.056
WNT3A,no,0.118,0.06,1350,703,-0.97
WNT4,no,0.707,0.35,8100,4089,-1.015
WNT5A,no,2.36,0.884,27031,10327,-1.417
WNT5B,no,0.204,0.112,2332,1314,-0.857
WRAP73,no,2.886,3.769,33053,44036,0.385
WRN,no,3.412,3.11,39076,36342,-0.134
WT1,yes,0.052,0.015,590,179,-1.75
WWC1,no,13.026,11.003,149190,128572,-0.243
WWOX,no,0.794,0.592,9088,6917,-0.423
WWP1,no,14.901,13.979,170664,163345,-0.092
WWP2,no,7.15,8.448,81892,98707,0.241
WWTR1,no,6.897,6.605,78995,77183,-0.062
XBP1,no,72.745,63.583,833141,742953,-0.194
XCL2,no,0.046,0.043,532,499,-0.121
XCR1,no,0.018,0.01,203,116,-0.836
XDH,no,0.175,0.146,2007,1711,-0.259
XIAP,no,6.598,6.754,75572,78916,0.034
XIRP1,no,0.03,,339,0,
XPA,no,7.669,7.484,87836,87445,-0.035
XPC,no,6.544,8.849,74943,103401,0.435
XPNPEP1,no,17.882,19.1,204796,223173,0.095
XPNPEP3,no,4.343,4.594,49742,53682,0.081
XPO1,no,12.863,12.225,147324,142845,-0.073
XPO5,no,5.568,5.685,63773,66422,0.03
XPO6,no,5.443,5.942,62342,69429,0.126
XPO7,no,10.832,10.963,124058,128101,0.017
XPR1,no,11.424,11.198,130836,130845,-0.029
XRCC1,no,2.622,3.756,30027,43893,0.519
XRCC2,no,0.081,0.028,927,325,-1.541
XRCC3,no,0.449,0.487,5148,5690,0.116
XRCC4,no,0.65,0.724,7449,8460,0.155
XRCC5,no,16.544,20.229,189482,236372,0.29
XRCC6,no,26.396,26.411,302313,308607,0.001
YAP1,no,7.479,7.535,85658,88046,0.011
YES1,no,23.025,19.065,263706,222774,-0.272
YIF1B,no,2.41,2.431,27600,28411,0.013
YIPF1,no,3.254,3.062,37265,35775,-0.088
YIPF5,no,12.05,10.048,138011,117412,-0.262
YJEFN3,no,1.367,1.679,15651,19620,0.297
YLPM1,no,11.589,13.061,132731,152619,0.173
YTHDC2,no,5.269,5.509,60343,64375,0.064
YTHDF1,no,8.557,9.716,98005,113528,0.183
YTHDF3,no,10.621,10.39,121638,121399,-0.032
YWHAQ,no,46.074,42.169,527680,492733,-0.128
YWHAZ,no,38.124,34.43,436630,402308,-0.147
YY1,no,11.631,10.128,133214,118343,-0.2
YY1AP1,no,8.293,8.257,94985,96479,-0.006
ZAN,no,0.031,0.013,355,151,-1.262
ZAP70,no,0.145,0.338,1658,3946,1.222
ZBED9,no,0.533,0.43,6103,5030,-0.308
ZBP1,no,0.042,0.144,477,1685,1.792
ZBTB1,no,5.594,5.593,64066,65353,0
ZBTB10,no,3.33,2.621,38133,30627,-0.345
ZBTB16,no,3.79,3.964,43403,46314,0.065
ZBTB21,no,3.558,2.145,40753,25058,-0.731
ZBTB25,no,2.15,2.764,24623,32301,0.363
ZBTB3,no,1.676,2.275,19190,26583,0.441
ZBTB33,no,1.491,1.219,17076,14241,-0.291
ZBTB4,no,8.237,9.896,94338,115631,0.265
ZBTB40,no,3.702,4.231,42399,49437,0.193
ZBTB48,no,1.562,2.138,17894,24985,0.453
ZBTB49,no,0.849,1.166,9718,13622,0.458
ZC2HC1A,no,1.905,2.273,21818,26556,0.255
ZC3H12A,no,2.944,3.006,33718,35121,0.03
ZC3H12D,no,0.136,0.179,1552,2086,0.398
ZC3H18,no,6.472,7.609,74128,88906,0.233
ZC3H7A,no,5.87,5.631,67231,65795,-0.06
ZC3HAV1L,no,2.503,2.045,28667,23892,-0.292
ZC4H2,no,1.257,1.059,14393,12378,-0.246
ZCCHC10,no,3.838,3.611,43954,42197,-0.088
ZCCHC17,no,5.556,6.249,63635,73022,0.17
ZCCHC2,no,2.126,2.565,24347,29967,0.271
ZCCHC3,no,2.494,1.604,28564,18740,-0.637
ZCCHC8,no,3.596,4.315,41187,50415,0.263
ZDHHC17,no,2.74,2.8,31383,32715,0.031
ZDHHC22,no,0.039,0.019,451,226,-1.026
ZEB1,no,1.848,1.398,21166,16341,-0.402
ZEB2,no,3.072,3.871,35178,45236,0.334
ZER1,no,2.317,3.185,26535,37217,0.459
ZFAND5,no,19.089,18.138,218625,211933,-0.074
ZFAT,no,1.427,1.325,16343,15483,-0.107
ZFHX3,no,3.583,3.124,41033,36503,-0.198
ZFHX4,no,0.299,0.288,3428,3370,-0.054
ZFP57,no,0.109,0.009,1249,102,-3.643
ZFPL1,no,6.138,7.283,70300,85105,0.247
ZFX,no,6.589,4.826,75464,56387,-0.449
ZFYVE1,no,2.528,3.507,28949,40984,0.473
ZFYVE21,no,3.93,3.345,45012,39086,-0.233
ZFYVE26,no,2.327,3.849,26647,44970,0.726
