source,subpanel,gene,subtype_hint,evidence,detection_pct_r1,detection_pct_r2,det_max,specificity_flag
shared,03_immune_T_cell,CD40LG,,cellxgene,0.05,0.043,0.05,
shared,03_immune_T_cell,CD5,,both,0.15,0.165,0.165,
shared,03_immune_T_cell,CD6,,both,0.225,0.232,0.232,
shared,03_immune_T_cell,CD7,,both,0.109,0.249,0.249,
shared,03_immune_T_cell,CD70,,cellxgene,0.108,0.056,0.108,
shared,03_immune_T_cell,CD8A,CD8,both,0.553,0.847,0.847,
shared,03_immune_T_cell,CD8B,CD8,both,0.164,0.14,0.164,
shared,03_immune_T_cell,CORO1B,,cellxgene,4.351,5.86,5.86,
shared,03_immune_T_cell,CRTAM,,cellxgene,0.065,0.071,0.071,
shared,03_immune_T_cell,CTBP1,,cellxgene,26.8,26.39,26.8,
shared,03_immune_T_cell,CTLA4,Treg,both,0.115,0.066,0.115,
shared,03_immune_T_cell,CXCR3,,cellxgene,0.071,0.145,0.145,
shared,03_immune_T_cell,CXCR6,,cellxgene,0.067,0.103,0.103,
shared,03_immune_T_cell,DAZAP1,,cellxgene,14.777,14.572,14.777,
shared,03_immune_T_cell,EIF2AK2,,cellxgene,5.806,5.972,5.972,
shared,03_immune_T_cell,ETS1,,cellxgene,1.926,1.752,1.926,
shared,03_immune_T_cell,FANCI,,cellxgene,1.182,1.045,1.182,
shared,03_immune_T_cell,FASLG,,cellxgene,0.121,0.134,0.134,
shared,03_immune_T_cell,FGFBP2,,cellxgene,0.091,0.085,0.091,
shared,03_immune_T_cell,FLT3LG,,cellxgene,0.83,1.186,1.186,
shared,03_immune_T_cell,FOXP3,Treg,both,0.043,0.033,0.043,
shared,03_immune_T_cell,GBP5,,cellxgene,0.171,0.427,0.427,
shared,03_immune_T_cell,GIMAP5,,cellxgene,1.227,2.262,2.262,
shared,03_immune_T_cell,GZMA,,cellxgene,0.173,0.385,0.385,
shared,03_immune_T_cell,GZMH,,cellxgene,0.122,0.285,0.285,
shared,03_immune_T_cell,GZMK,,cellxgene,0.106,0.117,0.117,
shared,03_immune_T_cell,HBS1L,,cellxgene,6.166,5.469,6.166,
shared,03_immune_T_cell,HNRNPUL1,,cellxgene,25.009,27.217,27.217,
shared,03_immune_T_cell,ICOS,,cellxgene,0.041,0.036,0.041,
shared,03_immune_T_cell,IFITM1,,cellxgene,1.988,3.436,3.436,
shared,03_immune_T_cell,IFNG,,cellxgene,0.062,0.022,0.062,
shared,03_immune_T_cell,IKZF2,Treg,both,1.123,1.193,1.193,
shared,03_immune_T_cell,IL17F,,cellxgene,0.022,0.0,0.022,
shared,03_immune_T_cell,IL2,,cellxgene,0.039,0.0,0.039,
shared,03_immune_T_cell,IL21R,,cellxgene,0.041,0.11,0.11,
shared,03_immune_T_cell,IL22,,cellxgene,0.072,0.01,0.072,
shared,03_immune_T_cell,IL2RA,Treg,both,0.192,0.035,0.192,
shared,03_immune_T_cell,IL9,,cellxgene,0.026,0.0,0.026,
shared,03_immune_T_cell,ITGAL,,cellxgene,0.621,2.107,2.107,
shared,03_immune_T_cell,ITK,,both,0.08,0.154,0.154,
shared,03_immune_T_cell,JAK3,,cellxgene,0.946,1.802,1.802,
shared,03_immune_T_cell,KLRG1,,cellxgene,0.392,0.399,0.399,
shared,03_immune_T_cell,KLRK1,,cellxgene,0.252,0.379,0.379,
shared,03_immune_T_cell,LAG3,,cellxgene,0.118,0.177,0.177,
shared,03_immune_T_cell,LAIR2,,cellxgene,0.26,0.446,0.446,
shared,03_immune_T_cell,LAT,,both,0.562,0.816,0.816,
shared,03_immune_T_cell,LCK,,both,0.135,0.287,0.287,
shared,03_immune_T_cell,LEF1,,cellxgene,0.195,0.161,0.195,
shared,03_immune_T_cell,LEPROTL1,,cellxgene,2.609,2.501,2.609,
shared,03_immune_T_cell,LTA,,cellxgene,0.05,0.028,0.05,
shared,03_immune_T_cell,LTK,,cellxgene,0.062,0.056,0.062,
shared,03_immune_T_cell,NEIL3,,cellxgene,0.093,0.054,0.093,
shared,03_immune_T_cell,PDCD1,,cellxgene,0.033,0.051,0.051,
shared,03_immune_T_cell,PMCH,,cellxgene,0.066,0.011,0.066,
shared,03_immune_T_cell,PRF1,,cellxgene,0.049,0.12,0.12,
shared,03_immune_T_cell,PTGER2,,cellxgene,0.367,0.42,0.42,
