gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
CX3CR1,,,no,ENSG00000168329,CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Beta chemokine receptor-like 1) (CMK-BRL-1) (CMK-BRL1) (Fractalkine receptor) (G-protein coupled receptor 13) (V28),Cell membrane,"macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;leukocyte;monocyte;non-classical monocyte;mononuclear cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell, human;gamma-delta T cell;mature gamma-delta T cell;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human",CX3C,0.133,0.19,0.19,617,459,0.514,KEGG,Cytokine-cytokine receptor interaction,False
CXCL10,,,no,ENSG00000169245,C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10),Secreted,medullary thymic epithelial cell;early T lineage precursor,CXCL,0.492,0.691,0.691,2285,1669,0.488,KEGG,Cytokine-cytokine receptor interaction,False
CXCL11,,,no,ENSG00000169248,C-X-C motif chemokine 11 (Beta-R1) (H174) (Interferon gamma-inducible protein 9) (IP-9) (Interferon-inducible T-cell alpha chemoattractant) (I-TAC) (Small-inducible cytokine B11),Secreted,medullary thymic epithelial cell,CXCL,0.114,0.252,0.252,527,609,1.15,KEGG,Cytokine-cytokine receptor interaction,False
CXCL12,,,no,ENSG00000107562,Stromal cell-derived factor 1 (SDF-1) (hSDF-1) (C-X-C motif chemokine 12) (Intercrine reduced in hepatomas) (IRH) (hIRH) (Pre-B cell growth-stimulating factor) (PBSF),Secreted,mesenchymal stem cell;endothelial cell of artery;epithelial cell of thymus;cortical thymic epithelial cell;mesodermal cell;connective tissue cell;fibroblast;keratocyte;reticular cell;pulmonary interstitial fibroblast;fibroblast of lung;bronchus fibroblast of lung;fibroblast of mammary gland;skin fibroblast;mesenchymal cell;inflammatory cell,CXCL,6.174,5.534,6.174,28652,13374,-0.158,KEGG,Cytokine-cytokine receptor interaction,False
CXCL13,,,no,ENSG00000156234,C-X-C motif chemokine 13 (Angie) (B cell-attracting chemokine 1) (BCA-1) (B lymphocyte chemoattractant) (CXC chemokine BLC) (Small-inducible cytokine B13),Secreted,"duct epithelial cell;luminal epithelial cell of mammary gland;mammary gland epithelial cell;follicular dendritic cell;uterine smooth muscle cell;CD4-positive helper T cell;T follicular helper cell;CD4-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell;fibroblast of connective tissue of nonglandular part of prostate;stromal cell;stromal cell of ovary",CXCL,0.302,0.171,0.302,1400,414,-0.816,KEGG,Cytokine-cytokine receptor interaction,False
CXCL16,,,no,ENSG00000161921,C-X-C motif chemokine 16 (Scavenger receptor for phosphatidylserine and oxidized low density lipoprotein) (SR-PSOX) (Small-inducible cytokine B16) (Transmembrane chemokine CXCL16),Cell membrane,"macrophage;elicited macrophage;inflammatory macrophage;alveolar macrophage;colon macrophage;lung macrophage;CD141-positive myeloid dendritic cell;Langerhans cell;myeloid dendritic cell, human;liver dendritic cell;monocyte",CXCL,1.532,2.027,2.027,7110,4899,0.404,KEGG,Cytokine-cytokine receptor interaction,False
CXCL2,,,no,ENSG00000081041,C-X-C motif chemokine 2 (Growth-regulated protein beta) (Gro-beta) (Macrophage inflammatory protein 2-alpha) (MIP2-alpha),Secreted,endothelial cell of artery;prostate gland microvascular endothelial cell;duodenum glandular cell;epithelial cell of uterus;endothelial cell of lymphatic vessel;alternatively activated macrophage;reticular cell;fibroblast of mammary gland;inflammatory cell,CXCL,0.14,0.326,0.326,648,787,1.222,KEGG,Cytokine-cytokine receptor interaction,False
CXCL5,,,no,ENSG00000163735,C-X-C motif chemokine 5 (ENA-78(1-78)) (Epithelial-derived neutrophil-activating protein 78) (Neutrophil-activating peptide ENA-78) (Small-inducible cytokine B5),Secreted,,CXCL,0.069,0.112,0.112,322,271,0.692,KEGG,Cytokine-cytokine receptor interaction,True
CXCL6,,,no,ENSG00000124875,C-X-C motif chemokine 6 (Chemokine alpha 3) (CKA-3) (Granulocyte chemotactic protein 2) (GCP-2) (Small-inducible cytokine B6),Secreted,pancreatic ductal cell;intrahepatic cholangiocyte;epithelial cell of prostate;basal cell of prostate epithelium;club cell,CXCL,0.203,0.362,0.362,943,874,0.832,KEGG,Cytokine-cytokine receptor interaction,False
CXCL9,,,no,ENSG00000138755,C-X-C motif chemokine 9 (Gamma-interferon-induced monokine) (Monokine induced by interferon-gamma) (HuMIG) (MIG) (Small-inducible cytokine B9),Secreted,medullary thymic epithelial cell,CXCL,1.315,1.382,1.382,6102,3341,0.072,KEGG,Cytokine-cytokine receptor interaction,False
CXCR1,,,no,ENSG00000163464,C-X-C chemokine receptor type 1 (CXC-R1) (CXCR-1) (CDw128a) (High affinity interleukin-8 receptor A) (IL-8R A) (IL-8 receptor type 1) (CD antigen CD181),Cell membrane,,CXCL,0.087,0.133,0.133,405,322,0.61,KEGG,Cytokine-cytokine receptor interaction,True
CXCR2,,,no,ENSG00000180871,C-X-C chemokine receptor type 2 (CXC-R2) (CXCR-2) (CDw128b) (GRO/MGSA receptor) (High affinity interleukin-8 receptor B) (IL-8R B) (IL-8 receptor type 2) (CD antigen CD182),Cell membrane,blood cell;granulocyte;neutrophil,CXCL;MIF,0.05,0.072,0.072,231,175,0.541,KEGG,Cytokine-cytokine receptor interaction,True
CXCR3,,,no,ENSG00000186810,C-X-C chemokine receptor type 3 (CXC-R3) (CXCR-3) (CKR-L2) (G protein-coupled receptor 9) (Interferon-inducible protein 10 receptor) (IP-10 receptor) (CD antigen CD183),Cell membrane,"plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;T-helper 1 cell;activated CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature gamma-delta T cell;regulatory T cell;exhausted T cell",CXCL,1.154,0.571,1.154,5357,1380,-1.015,KEGG,Cytokine-cytokine receptor interaction,False
CXCR4,,,no,ENSG00000121966,C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184),Cell membrane,"mononuclear phagocyte;hematopoietic cell;leukocyte;mature conventional dendritic cell;liver dendritic cell;mature B cell;memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;follicular B cell;mononuclear cell;lymphocyte;CD4-positive helper T cell;T-helper 1 cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;type I NK T cell;DN3 thymocyte;B cell;immature B cell;precursor B cell;immature natural killer cell;DN1 thymic pro-T cell",CXCL;MIF,28.494,10.433,28.494,132239,25215,-1.45,KEGG,Cytokine-cytokine receptor interaction,False
CXCR5,,,no,ENSG00000160683,C-X-C chemokine receptor type 5 (CXC-R5) (CXCR-5) (Burkitt lymphoma receptor 1) (Monocyte-derived receptor 15) (MDR-15) (CD antigen CD185),Cell membrane,mature B cell;memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;germinal center B cell;mononuclear cell;lymphocyte;T follicular helper cell;B cell;transitional stage B cell,CXCL,0.269,0.306,0.306,1250,739,0.183,KEGG,Cytokine-cytokine receptor interaction,False
CXCR6,,,no,ENSG00000172215,C-X-C chemokine receptor type 6 (CXC-R6) (CXCR-6) (CDw186) (G-protein coupled receptor STRL33) (G-protein coupled receptor bonzo) (CD antigen CD186),Cell membrane,"T cell;CD4-positive helper T cell;T-helper 1 cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;CD4-positive, alpha-beta memory T cell;activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;mucosal invariant T cell;regulatory T cell",CXCL,0.299,0.212,0.299,1389,512,-0.499,KEGG,Cytokine-cytokine receptor interaction,False
EBI3,,,no,ENSG00000105246,Interleukin-27 subunit beta (IL-27 subunit beta) (IL-27B) (Epstein-Barr virus-induced gene 3 protein) (EBV-induced gene 3 protein),Secreted,trophoblast giant cell;extravillous trophoblast,IL12,0.609,0.275,0.609,2827,664,-1.149,KEGG,Cytokine-cytokine receptor interaction,False
EDA,,,no,ENSG00000158813,Ectodysplasin-A (Ectodermal dysplasia protein) (EDA protein),Cell membrane,endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;regular atrial cardiac myocyte,EDA,0.241,0.273,0.273,1120,659,0.176,KEGG,Cytokine-cytokine receptor interaction,False
EPO,,,no,ENSG00000130427,Erythropoietin (Epoetin),Secreted,,EPO,0.066,0.072,0.072,308,174,0.117,KEGG,Cytokine-cytokine receptor interaction,True
EPOR,,,no,ENSG00000187266,Erythropoietin receptor (EPO-R),Cell membrane,erythrocyte;erythroid lineage cell;erythroblast;primitive red blood cell,EPO,0.534,0.495,0.534,2477,1196,-0.109,KEGG,Cytokine-cytokine receptor interaction,True
FAS,,,no,ENSG00000026103,Tumor necrosis factor receptor superfamily member 6 (Apo-1 antigen) (Apoptosis-mediating surface antigen FAS) (FASLG receptor) (CD antigen CD95),Secreted,basal cell of prostate epithelium;medullary thymic epithelial cell,FASLG,2.323,1.828,2.323,10781,4418,-0.346,KEGG,Cytokine-cytokine receptor interaction,False
FASLG,,,no,ENSG00000117560,Tumor necrosis factor ligand superfamily member 6 (Apoptosis antigen ligand) (APTL) (CD95 ligand) (CD95-L) (Fas antigen ligand) (Fas ligand) (FasL) (CD antigen CD178),Cell membrane,"activated CD8-positive, alpha-beta T cell;gamma-delta T cell;intraepithelial lymphocyte;CD16-negative, CD56-bright natural killer cell, human",,0.073,0.132,0.132,340,319,0.849,KEGG,Cytokine-cytokine receptor interaction,False
GDF10,,,no,,,,,,0.159,0.206,0.206,739,498,0.372,KEGG,Cytokine-cytokine receptor interaction,True
GDF11,,,no,ENSG00000135414,Growth/differentiation factor 11 (GDF-11) (Bone morphogenetic protein 11) (BMP-11),Secreted,,GDF,0.84,1.037,1.037,3900,2506,0.303,KEGG,Cytokine-cytokine receptor interaction,True
GDF15,,,no,ENSG00000130513,Growth/differentiation factor 15 (GDF-15) (Macrophage inhibitory cytokine 1) (MIC-1) (NSAID-activated gene 1 protein) (NAG-1) (NSAID-regulated gene 1 protein) (NRG-1) (Placental TGF-beta) (Placental bone morphogenetic protein) (Prostate differentiation factor),Secreted,endothelial cell of umbilical vein;bronchial goblet cell;urothelial cell;bladder urothelial cell;club cell;epithelial cell of urethra;trophoblast giant cell;syncytiotrophoblast cell;bladder cell,GDF,0.078,0.083,0.083,362,201,0.092,KEGG,Cytokine-cytokine receptor interaction,False
GDF2,,,no,ENSG00000263761,Growth/differentiation factor 2 (GDF-2) (Bone morphogenetic protein 9) (BMP-9),Secreted,,BMP10,0.03,0.049,0.049,138,118,0.715,KEGG,Cytokine-cytokine receptor interaction,True
GDF3,,,no,ENSG00000184344,Growth/differentiation factor 3 (GDF-3),Secreted,,NODAL,0.025,,0.025,118,0,,KEGG,Cytokine-cytokine receptor interaction,True
GDF5,,,no,ENSG00000125965,Growth/differentiation factor 5 (GDF-5) (Bone morphogenetic protein 14) (BMP-14) (Cartilage-derived morphogenetic protein 1) (CDMP-1) (Lipopolysaccharide-associated protein 4) (LAP-4) (LPS-associated protein 4) (Radotermin),Secreted,,BMP,0.03,0.043,0.043,139,103,0.509,KEGG,Cytokine-cytokine receptor interaction,True
GDF6,,,no,ENSG00000156466,Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16),Secreted,,BMP,0.041,0.096,0.096,190,231,1.223,KEGG,Cytokine-cytokine receptor interaction,True
GDF7,,,no,ENSG00000143869,Growth/differentiation factor 7 (GDF-7),Secreted,uterine smooth muscle cell;stromal cell;stromal cell of ovary,BMP,0.103,0.125,0.125,476,302,0.285,KEGG,Cytokine-cytokine receptor interaction,False
GH1,,,no,ENSG00000259384,Somatotropin (Growth hormone) (GH) (GH-N) (Growth hormone 1) (Pituitary growth hormone),Secreted,,GH,0.1,0.126,0.126,463,304,0.334,KEGG,Cytokine-cytokine receptor interaction,True
GHR,,,no,ENSG00000112964,Growth hormone receptor (GH receptor) (Somatotropin receptor),Cell membrane,hepatocyte;periportal region hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;hepatic stellate cell;fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle;fibro/adipogenic progenitor cell,GH,0.663,0.626,0.663,3075,1513,-0.082,KEGG,Cytokine-cytokine receptor interaction,False
IFNA1,,,no,ENSG00000197919,Interferon-alpha1,,,IFN-I,0.09,0.142,0.142,416,342,0.659,KEGG,Cytokine-cytokine receptor interaction,True
IFNA17,,,no,ENSG00000234829,Interferon alpha-17 (IFN-alpha-17) (Interferon alpha-88) (Interferon alpha-I') (LeIF I) (Interferon alpha-T),Secreted,,IFN-I,0.128,0.227,0.227,595,549,0.825,KEGG,Cytokine-cytokine receptor interaction,True
IFNA2,,,no,ENSG00000188379,Interferon alpha-2 (IFN-alpha-2) (Interferon alpha-A) (LeIF A),Secreted,,IFN-I,0.14,0.211,0.211,648,509,0.593,KEGG,Cytokine-cytokine receptor interaction,True
IFNA5,,,no,,,,,,0.081,0.162,0.162,378,392,0.994,KEGG,Cytokine-cytokine receptor interaction,True
IFNA7,,,no,ENSG00000214042,Interferon alpha-7 (IFN-alpha-7) (Interferon alpha-J) (LeIF J) (Interferon alpha-J1) (IFN-alpha-J1),Secreted,,IFN-I,0.105,0.197,0.197,487,477,0.911,KEGG,Cytokine-cytokine receptor interaction,True
IFNA8,,,no,ENSG00000120242,Interferon alpha-8 (IFN-alpha-8) (Interferon alpha-B) (LeIF B) (Interferon alpha-B2),Secreted,,IFN-I,0.111,0.189,0.189,514,456,0.769,KEGG,Cytokine-cytokine receptor interaction,True
IFNAR1,,,no,ENSG00000142166,Interferon alpha/beta receptor 1 (IFN-R-1) (IFN-alpha/beta receptor 1) (Cytokine receptor class-II member 1) (Cytokine receptor family 2 member 1) (CRF2-1) (Type I interferon receptor 1),Cell membrane,,IFN-I,3.373,4.099,4.099,15656,9906,0.281,KEGG,Cytokine-cytokine receptor interaction,True
IFNAR2,,,no,ENSG00000159110,Interferon alpha/beta receptor 2 (IFN-R-2) (IFN-alpha binding protein) (IFN-alpha/beta receptor 2) (Interferon alpha binding protein) (Type I interferon receptor 2),Secreted,plasma cell;IgG plasma cell;IgM plasma cell,IFN-I,1.394,1.912,1.912,6468,4620,0.456,KEGG,Cytokine-cytokine receptor interaction,False
IFNB1,,,no,ENSG00000171855,Interferon beta (IFN-beta) (Fibroblast interferon),Secreted,,IFN-I,0.047,0.092,0.092,219,222,0.961,KEGG,Cytokine-cytokine receptor interaction,True
IFNG,,,no,ENSG00000111537,Interferon gamma (IFN-gamma) (Immune interferon),Secreted,"lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;T-helper 1 cell;activated CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;regulatory T cell;exhausted T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;ILC1, human;DN1 thymic pro-T cell",IFN-II,0.073,0.156,0.156,339,376,1.091,KEGG,Cytokine-cytokine receptor interaction,False
IFNGR1,,,no,ENSG00000027697,Interferon gamma receptor 1 (IFN-gamma receptor 1) (IFN-gamma-R1) (CDw119) (Interferon gamma receptor alpha-chain) (IFN-gamma-R-alpha) (CD antigen CD119),Cell membrane,myoepithelial cell;myoepithelial cell of mammary gland;microglial cell,IFN-II,8.737,6.208,8.737,40546,15004,-0.493,KEGG,Cytokine-cytokine receptor interaction,True
IFNGR2,,,no,ENSG00000159128,Interferon gamma receptor 2 (IFN-gamma receptor 2) (IFN-gamma-R2) (Interferon gamma receptor accessory factor 1) (AF-1) (Interferon gamma receptor beta-chain) (IFN-gamma-R-beta) (Interferon gamma transducer 1),Cell membrane,epithelial cell of urethra,IFN-II,3.376,2.574,3.376,15670,6221,-0.392,KEGG,Cytokine-cytokine receptor interaction,True
IFNL1,,,no,ENSG00000182393,Interferon lambda-1 (IFN-lambda-1) (Cytokine Zcyto21) (Interleukin-29) (IL-29),Secreted,,,0.023,,0.023,105,0,,KEGG,Cytokine-cytokine receptor interaction,True
IFNL2,,,no,ENSG00000183709,Interferon lambda-2 (IFN-lambda-2) (Cytokine Zcyto20) (Interleukin-28A) (IL-28A),Secreted,,,0.024,0.046,0.046,111,110,0.928,KEGG,Cytokine-cytokine receptor interaction,True
IFNL3,,,no,ENSG00000197110,Interferon lambda-3 (IFN-lambda-3) (Cytokine Zcyto22) (Interleukin-28B) (IL-28B) (Interleukin-28C) (IL-28C),Secreted,,,0.039,0.072,0.072,183,174,0.869,KEGG,Cytokine-cytokine receptor interaction,True
IFNW1,,,no,ENSG00000177047,Interferon omega-1 (Interferon alpha-II-1),Secreted,,IFN-I,0.108,0.195,0.195,501,471,0.852,KEGG,Cytokine-cytokine receptor interaction,True
IL10,,,no,ENSG00000136634,Interleukin-10 (IL-10) (Cytokine synthesis inhibitory factor) (CSIF),Secreted,"intermediate monocyte;CD4-positive, alpha-beta cytotoxic T cell",IL10,0.144,0.223,0.223,669,539,0.63,KEGG,Cytokine-cytokine receptor interaction,False
IL10RA,,,no,ENSG00000110324,Interleukin-10 receptor subunit alpha (IL-10 receptor subunit alpha) (IL-10R subunit alpha) (IL-10RA) (CDw210a) (Interleukin-10 receptor subunit 1) (IL-10R subunit 1) (IL-10R1) (CD antigen CD210),Cell membrane,"leukocyte;memory regulatory T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta cytotoxic T cell;regulatory T cell;group 2 innate lymphoid cell",IL10,4.249,3.605,4.249,19720,8713,-0.237,KEGG,Cytokine-cytokine receptor interaction,False
IL10RB,,,no,ENSG00000243646,Interleukin-10 receptor subunit beta (IL-10 receptor subunit beta) (IL-10R subunit beta) (IL-10RB) (Cytokine receptor class-II member 4) (Cytokine receptor family 2 member 4) (CRF2-4) (Interleukin-10 receptor subunit 2) (IL-10R subunit 2) (IL-10R2) (CD antigen CDw210b),Membrane,syncytiotrophoblast cell,IL10,1.326,1.657,1.657,6154,4004,0.321,KEGG,Cytokine-cytokine receptor interaction,True
IL11,,,no,ENSG00000095752,Interleukin-11 (IL-11) (Adipogenesis inhibitory factor) (AGIF) (Oprelvekin),Secreted,fibroblast of connective tissue of glandular part of prostate,IL6,0.103,0.103,0.103,479,249,-0.003,KEGG,Cytokine-cytokine receptor interaction,False
IL11RA,,,no,ENSG00000137070,Interleukin-11 receptor subunit alpha (IL-11 receptor subunit alpha) (IL-11R subunit alpha) (IL-11R-alpha) (IL-11RA),Secreted,Sertoli cell;interstitial cell of Cajal;mesothelial cell;granulosa cell;skin fibroblast;chondrocyte;mesenchymal cell;inflammatory cell,IL6,4.086,3.195,4.086,18964,7723,-0.355,KEGG,Cytokine-cytokine receptor interaction,False
IL12A,,,no,ENSG00000168811,Interleukin-12 subunit alpha (IL-12A) (Cytotoxic lymphocyte maturation factor 35 kDa subunit) (CLMF p35) (IL-12 subunit p35) (NK cell stimulatory factor chain 1) (NKSF1),Secreted,,,0.244,0.38,0.38,1133,918,0.638,KEGG,Cytokine-cytokine receptor interaction,True
IL12B,,,no,ENSG00000113302,Interleukin-12 subunit beta (IL-12B) (Cytotoxic lymphocyte maturation factor 40 kDa subunit) (CLMF p40) (IL-12 subunit p40) (NK cell stimulatory factor chain 2) (NKSF2),Secreted,,IL12,0.075,0.115,0.115,347,279,0.627,KEGG,Cytokine-cytokine receptor interaction,True
IL12RB1,,,no,ENSG00000096996,Interleukin-12 receptor subunit beta-1 (IL-12 receptor subunit beta-1) (IL-12R subunit beta-1) (IL-12R-beta-1) (IL-12RB1) (IL-12 receptor beta component) (CD antigen CD212),Membrane,,IL12,0.698,0.374,0.698,3240,905,-0.899,KEGG,Cytokine-cytokine receptor interaction,True
IL12RB2,,,no,ENSG00000081985,Interleukin-12 receptor subunit beta-2 (IL-12 receptor subunit beta-2) (IL-12R subunit beta-2) (IL-12R-beta-2) (IL-12RB2),Membrane,skeletal muscle fiber;cell of skeletal muscle,IL12,0.321,0.281,0.321,1492,679,-0.195,KEGG,Cytokine-cytokine receptor interaction,True
IL13,,,no,ENSG00000169194,Interleukin-13 (IL-13),Secreted,"mast cell;activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;group 2 innate lymphoid cell",IL4,0.142,0.186,0.186,660,450,0.389,KEGG,Cytokine-cytokine receptor interaction,False
IL13RA1,,,no,ENSG00000131724,Interleukin-13 receptor subunit alpha-1 (IL-13 receptor subunit alpha-1) (IL-13R subunit alpha-1) (IL-13R-alpha-1) (IL-13RA1) (Cancer/testis antigen 19) (CT19) (CD antigen CD213a1),Membrane,brush cell;intestinal tuft cell;tuft cell of colon,IL4,5.542,4.292,5.542,25721,10374,-0.369,KEGG,Cytokine-cytokine receptor interaction,False
IL13RA2,,,no,ENSG00000123496,Interleukin-13 receptor subunit alpha-2 (IL-13 receptor subunit alpha-2) (IL-13R subunit alpha-2) (IL-13R-alpha-2) (IL-13RA2) (Interleukin-13-binding protein) (CD antigen CD213a2),Membrane,glomerular capillary endothelial cell;fenestrated cell;glomerular endothelial cell,IL4,0.586,0.425,0.586,2720,1026,-0.465,KEGG,Cytokine-cytokine receptor interaction,False
IL15,,,no,ENSG00000164136,Interleukin-15 (IL-15),Cytoplasm;Nucleus,decidual cell;glutamatergic neuron;stromal cell,IL2,1.075,0.847,1.075,4991,2048,-0.344,KEGG,Cytokine-cytokine receptor interaction,False
IL15RA,,,no,ENSG00000134470,Interleukin-15 receptor subunit alpha (IL-15 receptor subunit alpha) (IL-15R-alpha) (IL-15RA) (CD antigen CD215),Membrane,,IL2,0.223,0.221,0.223,1036,534,-0.015,KEGG,Cytokine-cytokine receptor interaction,True
IL16,,,no,ENSG00000172349,Pro-interleukin-16,Cytoplasm;Nucleus,B-1a B cell;double negative T regulatory cell;group 2 innate lymphoid cell,IL16,10.09,11.939,11.939,46827,28856,0.243,KEGG,Cytokine-cytokine receptor interaction,False
IL17A,,,no,ENSG00000112115,Interleukin-17A (IL-17) (IL-17A) (Cytotoxic T-lymphocyte-associated antigen 8) (CTLA-8),Secreted,CD4-positive helper T cell;group 3 innate lymphoid cell,IL17,0.122,0.177,0.177,566,428,0.538,KEGG,Cytokine-cytokine receptor interaction,False
IL17B,,,no,ENSG00000127743,Interleukin-17B (IL-17B) (Cytokine Zcyto7) (Interleukin-20) (IL-20) (Neuronal interleukin-17-related factor),Secreted,stem cell;basal cell;muscle cell;smooth muscle cell;enteric smooth muscle cell,IL17,0.039,,0.039,182,0,,KEGG,Cytokine-cytokine receptor interaction,False
IL17D,,,no,ENSG00000172458,Interleukin-17D (IL-17D) (Interleukin-27) (IL-27),Secreted,,,0.058,0.125,0.125,269,303,1.113,KEGG,Cytokine-cytokine receptor interaction,True
IL17F,,,no,ENSG00000112116,Interleukin-17F (IL-17F) (Cytokine ML-1),Secreted,"CD4-positive helper T cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;regulatory T cell",IL17,0.029,0.055,0.055,136,134,0.92,KEGG,Cytokine-cytokine receptor interaction,False
IL17RA,,,no,ENSG00000177663,Interleukin-17 receptor A (IL-17 receptor A) (IL-17RA) (CDw217) (CD antigen CD217),Secreted,"classical monocyte;CD14-positive, CD16-negative classical monocyte;granulocyte;neutrophil;monocyte;CD14-positive monocyte;promonocyte;myeloid lineage restricted progenitor cell",IL17,4.789,3.637,4.789,22224,8790,-0.397,KEGG,Cytokine-cytokine receptor interaction,False
IL17RB,,,no,ENSG00000056736,Interleukin-17 receptor B (IL-17 receptor B) (IL-17RB) (Cytokine receptor-like 4) (IL-17 receptor homolog 1) (IL-17Rh1) (IL17Rh1) (Interleukin-17B receptor) (IL-17B receptor),Secreted,brush cell;intestinal tuft cell;tuft cell of colon,IL17,0.213,0.125,0.213,989,303,-0.765,KEGG,Cytokine-cytokine receptor interaction,False
IL18,,,no,ENSG00000150782,Interleukin-18 (IL-18) (Iboctadekin) (Interferon gamma-inducing factor) (IFN-gamma-inducing factor) (Interleukin-1 gamma) (IL-1 gamma),Cytoplasm,kidney collecting duct intercalated cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;corneal epithelial cell;conjunctival epithelial cell,IL1,1.559,1.307,1.559,7233,3158,-0.254,KEGG,Cytokine-cytokine receptor interaction,True
IL18R1,,,no,ENSG00000115604,Interleukin-18 receptor 1 (IL-18R-1) (IL-18R1),Membrane,granulocyte;neutrophil;mast cell;group 3 innate lymphoid cell,IL1,1.368,0.863,1.368,6350,2085,-0.665,KEGG,Cytokine-cytokine receptor interaction,False
IL18RAP,,,no,ENSG00000115607,Interleukin-18 receptor accessory protein (IL-18 receptor accessory protein) (IL-18RAcP),Cell membrane,"mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human",IL1,0.213,0.197,0.213,987,476,-0.111,KEGG,Cytokine-cytokine receptor interaction,False
IL19,,,no,ENSG00000142224,Interleukin-19 (IL-19) (Melanoma differentiation-associated protein-like protein) (NG.1),Secreted,,IL10,0.029,0.047,0.047,133,113,0.706,KEGG,Cytokine-cytokine receptor interaction,True
IL1A,,,no,ENSG00000115008,Interleukin-1 alpha (IL-1 alpha) (Hematopoietin-1),Nucleus,,IL1,0.074,0.112,0.112,343,271,0.601,KEGG,Cytokine-cytokine receptor interaction,True
IL1B,,,no,ENSG00000125538,Interleukin-1 beta (IL-1 beta) (Catabolin),Cytoplasm,"brush cell of bronchus;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;colon macrophage;mononuclear phagocyte;CD14-positive, CD16-negative classical monocyte;dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;myeloid leukocyte;monocyte;CD14-positive monocyte;intermediate monocyte;myeloid cell;hematopoietic multipotent progenitor cell",IL1,0.144,0.243,0.243,669,588,0.755,KEGG,Cytokine-cytokine receptor interaction,False
