gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
IL1F10,,,no,ENSG00000136697,Interleukin-1 family member 10 (IL-1F10) (Family of interleukin 1-theta) (FIL1 theta) (Interleukin-1 HY2) (IL-1HY2) (Interleukin-1 theta) (IL-1 theta) (Interleukin-38) (IL-38),Cytoplasm,,IL1,0.063,0.102,0.102,294,247,0.69,KEGG,Cytokine-cytokine receptor interaction,True
IL1R1,,,no,ENSG00000115594,Interleukin-1 receptor type 1 (IL-1R-1) (IL-1RT-1) (IL-1RT1),Membrane,retinal blood vessel endothelial cell;fibroblast;alveolar type 2 fibroblast cell;fibroblast of mammary gland;fibroblast of breast;mesothelial fibroblast,IL1,3.756,2.286,3.756,17432,5526,-0.716,KEGG,Cytokine-cytokine receptor interaction,False
IL1RAP,,,no,ENSG00000196083,Interleukin-1 receptor accessory protein (IL-1 receptor accessory protein) (IL-1RAcP),Secreted,cholangiocyte;hepatocyte,IL1,1.016,1.031,1.031,4713,2493,0.022,KEGG,Cytokine-cytokine receptor interaction,True
IL1RL1,,,no,ENSG00000115602,Interleukin-1 receptor-like 1,Secreted,vasa recta ascending limb cell;glomerular capillary endothelial cell;capillary endothelial cell;fenestrated cell;glomerular endothelial cell;basophil;eosinophil;mast cell;mucosal type mast cell;group 2 innate lymphoid cell;fibroblast of breast,IL1,0.16,0.106,0.16,744,256,-0.598,KEGG,Cytokine-cytokine receptor interaction,False
IL1RL2,,,no,ENSG00000115598,Interleukin-1 receptor-like 2,Membrane,,IL1,0.185,0.22,0.22,859,532,0.25,KEGG,Cytokine-cytokine receptor interaction,True
IL1RN,,,no,ENSG00000136689,Interleukin-1 receptor antagonist protein (IL-1RN) (IL-1ra) (IRAP) (ICIL-1RA) (IL1 inhibitor) (Anakinra),Cytoplasm,epithelial cell of stratum germinativum of esophagus;keratinocyte;stratified epithelial cell;epidermal cell;epithelial cell of urethra;conjunctival epithelial cell;hematopoietic cell;blood cell;granulocyte;leukocyte;myeloid leukocyte;myeloid cell,,0.461,0.46,0.461,2140,1112,-0.003,KEGG,Cytokine-cytokine receptor interaction,False
IL2,,,no,ENSG00000109471,Interleukin-2 (IL-2) (T-cell growth factor) (TCGF) (Aldesleukin),Secreted,"T cell;CD4-positive helper T cell;T-helper 1 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;type I NK T cell",IL2,0.08,0.113,0.113,371,274,0.504,KEGG,Cytokine-cytokine receptor interaction,False
IL20,,,no,ENSG00000162891,Interleukin-20 (IL-20) (Cytokine Zcyto10),Secreted,stem cell of epidermis;myoepithelial cell;myoepithelial cell of mammary gland,IL10,0.034,0.093,0.093,159,225,1.442,KEGG,Cytokine-cytokine receptor interaction,True
IL21,,,no,ENSG00000138684,Interleukin-21 (IL-21) (Za11),Secreted,"activated CD4-positive, alpha-beta T cell",IL2,0.089,0.144,0.144,411,349,0.705,KEGG,Cytokine-cytokine receptor interaction,False
IL21R,,,no,ENSG00000103522,Interleukin-21 receptor (IL-21 receptor) (IL-21R) (Novel interleukin receptor) (CD antigen CD360),Membrane,"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",IL2,4.774,3.125,4.774,22158,7552,-0.612,KEGG,Cytokine-cytokine receptor interaction,True
IL22,,,no,ENSG00000127318,Interleukin-22 (IL-22) (Cytokine Zcyto18) (IL-10-related T-cell-derived-inducible factor) (IL-TIF),Secreted,CD4-positive helper T cell;T-helper 1 cell;type I NK T cell,IL10,0.112,0.174,0.174,521,421,0.634,KEGG,Cytokine-cytokine receptor interaction,False
IL22RA1,,,no,ENSG00000142677,Interleukin-22 receptor subunit alpha-1 (IL-22 receptor subunit alpha-1) (IL-22R-alpha-1) (IL-22RA1) (Cytokine receptor class-II member 9) (Cytokine receptor family 2 member 9) (CRF2-9) (ZcytoR11),Cell membrane,,IL10,0.07,0.066,0.07,326,160,-0.086,KEGG,Cytokine-cytokine receptor interaction,True
IL23A,,,no,ENSG00000110944,Interleukin-23 subunit alpha (IL-23 subunit alpha) (IL-23-A) (Interleukin-23 subunit p19) (IL-23p19),Secreted,T-helper 1 cell,IL12,0.052,0.075,0.075,240,182,0.542,KEGG,Cytokine-cytokine receptor interaction,True
IL23R,,,no,ENSG00000162594,Interleukin-23 receptor (IL-23 receptor) (IL-23R),Cell membrane,mucosal invariant T cell;group 3 innate lymphoid cell,IL12,0.077,0.125,0.125,359,301,0.687,KEGG,Cytokine-cytokine receptor interaction,False
IL24,,,no,ENSG00000162892,Interleukin-24 (IL-24) (Melanoma differentiation-associated gene 7 protein) (MDA-7) (Suppression of tumorigenicity 16 protein),Secreted,myoepithelial cell;myoepithelial cell of mammary gland;vascular associated smooth muscle cell;mural cell,IL10,0.047,0.092,0.092,220,223,0.961,KEGG,Cytokine-cytokine receptor interaction,False
IL25,,,no,ENSG00000166090,Interleukin-25 (IL-25) (Interleukin-17E) (IL-17E),Secreted,,IL17,0.041,0.06,0.06,188,146,0.576,KEGG,Cytokine-cytokine receptor interaction,True
IL26,,,no,ENSG00000111536,Interleukin-26 (IL-26) (Protein AK155),Secreted,,IL10,0.142,0.252,0.252,658,610,0.832,KEGG,Cytokine-cytokine receptor interaction,True
IL27RA,,,no,,,,,,4.894,4.486,4.894,22712,10842,-0.126,KEGG,Cytokine-cytokine receptor interaction,True
IL2RA,,,no,ENSG00000134460,Interleukin-2 receptor subunit alpha (IL-2 receptor subunit alpha) (IL-2-RA) (IL-2R subunit alpha) (IL2-RA) (TAC antigen) (p55) (CD antigen CD25),Membrane,"T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T-helper 17 cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;mature T cell;regulatory T cell;exhausted T cell;group 2 innate lymphoid cell",IL2,1.198,0.508,1.198,5560,1228,-1.238,KEGG,Cytokine-cytokine receptor interaction,False
IL2RB,,,no,ENSG00000100385,Interleukin-2 receptor subunit beta (IL-2 receptor subunit beta) (IL-2R subunit beta) (IL-2RB) (High affinity IL-2 receptor subunit beta) (Interleukin-15 receptor subunit beta) (p70-75) (p75) (CD antigen CD122),Cell membrane,"leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;regulatory T cell;intraepithelial lymphocyte;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 3 innate lymphoid cell",IL2,1.707,1.65,1.707,7924,3989,-0.049,KEGG,Cytokine-cytokine receptor interaction,False
IL2RG,,,no,ENSG00000147168,Cytokine receptor common subunit gamma (Interleukin-2 receptor subunit gamma) (IL-2 receptor subunit gamma) (IL-2R subunit gamma) (IL-2RG) (gammaC) (p64) (CD antigen CD132),Cell membrane,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T-helper 17 cell;effector memory CD4-positive, alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta cytotoxic T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;effector CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mucosal invariant T cell;exhausted T cell;intraepithelial lymphocyte;double negative thymocyte;innate lymphoid cell;natural killer cell;immature natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell;hematopoietic multipotent progenitor cell;early T lineage precursor",IL2,6.388,5.975,6.388,29647,14441,-0.096,KEGG,Cytokine-cytokine receptor interaction,False
IL3,,,no,ENSG00000164399,Interleukin-3 (IL-3) (Hematopoietic growth factor) (Mast cell growth factor) (MCGF) (Multipotential colony-stimulating factor) (P-cell-stimulating factor),Secreted,,IL4,0.025,0.041,0.041,115,100,0.74,KEGG,Cytokine-cytokine receptor interaction,True
IL31,,,no,ENSG00000204671,Interleukin-31 (IL-31),Secreted,,IL6,0.05,0.095,0.095,231,230,0.935,KEGG,Cytokine-cytokine receptor interaction,True
IL32,,,no,,,,,,4.324,5.168,5.168,20066,12491,0.257,KEGG,Cytokine-cytokine receptor interaction,True
IL33,,,no,ENSG00000137033,Interleukin-33 (IL-33) (Interleukin-1 family member 11) (IL-1F11) (Nuclear factor from high endothelial venules) (NF-HEV),Nucleus,respiratory basal cell;basal cell of epithelium of trachea;retinal blood vessel endothelial cell;lung microvascular endothelial cell;lung endothelial cell;club cell;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of uterus;endocardial cell;follicular dendritic cell,IL1,0.129,0.218,0.218,597,527,0.761,KEGG,Cytokine-cytokine receptor interaction,False
IL34,,,no,ENSG00000157368,Interleukin-34 (IL-34),Secreted,,CSF,0.205,0.225,0.225,952,544,0.134,KEGG,Cytokine-cytokine receptor interaction,True
IL36G,,,no,ENSG00000136688,Interleukin-36 gamma (IL-1-related protein 2) (IL-1RP2) (Interleukin-1 epsilon) (IL-1 epsilon) (Interleukin-1 family member 9) (IL-1F9) (Interleukin-1 homolog 1) (IL-1H1),Cytoplasm,,,0.086,0.128,0.128,400,309,0.569,KEGG,Cytokine-cytokine receptor interaction,True
IL37,,,no,ENSG00000125571,Interleukin-37 (IL-37) (FIL1 zeta) (IL-1X) (Interleukin-1 family member 7) (IL-1F7) (Interleukin-1 homolog 4) (IL-1H) (IL-1H4) (Interleukin-1 zeta) (IL-1 zeta) (Interleukin-1-related protein) (IL-1RP1),Cytoplasm,brush cell of trachebronchial tree;brush cell of bronchus,IL1,0.051,0.053,0.053,235,127,0.053,KEGG,Cytokine-cytokine receptor interaction,True
IL3RA,,,no,ENSG00000185291,Interleukin-3 receptor subunit alpha (IL-3 receptor subunit alpha) (IL-3R subunit alpha) (IL-3R-alpha) (IL-3RA) (CD antigen CD123),Membrane,"prostate gland microvascular endothelial cell;gut endothelial cell;granulocyte;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;common dendritic progenitor",IL4,0.868,1.123,1.123,4027,2713,0.371,KEGG,Cytokine-cytokine receptor interaction,False
IL4,,,no,ENSG00000113520,Interleukin-4 (IL-4) (B-cell stimulatory factor 1) (BSF-1) (Binetrakin) (Lymphocyte stimulatory factor 1) (Pitrakinra),Secreted,basophil,IL2;IL4,0.034,0.055,0.055,160,134,0.685,KEGG,Cytokine-cytokine receptor interaction,True
IL4R,,,no,ENSG00000077238,Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124),Cell membrane,IgG-negative class switched memory B cell;naive B cell;T cell,IL2;IL4,2.499,2.514,2.514,11596,6075,0.009,KEGG,Cytokine-cytokine receptor interaction,False
IL5,,,no,ENSG00000113525,Interleukin-5 (IL-5) (B-cell differentiation factor I) (Eosinophil differentiation factor) (T-cell replacing factor) (TRF),Secreted,"activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell",IL4,0.055,0.116,0.116,257,281,1.07,KEGG,Cytokine-cytokine receptor interaction,False
IL5RA,,,no,ENSG00000091181,Interleukin-5 receptor subunit alpha (IL-5 receptor subunit alpha) (IL-5R subunit alpha) (IL-5R-alpha) (IL-5RA) (CDw125) (CD antigen CD125),Membrane,granulocyte;basophil;eosinophil;mast cell;promyelocyte;basophil mast progenitor cell;granulocytopoietic cell,IL4,0.157,0.269,0.269,727,650,0.78,KEGG,Cytokine-cytokine receptor interaction,True
IL6,,,no,ENSG00000136244,Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;endothelial cell;endothelial cell of vascular tree;vascular associated smooth muscle cell;smooth muscle cell of prostate;myeloid cell;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast;mural cell,IL6,0.115,0.168,0.168,535,406,0.543,KEGG,Cytokine-cytokine receptor interaction,False
IL6R,,,no,ENSG00000160712,Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126),Secreted,,IL6,3.461,2.518,3.461,16061,6085,-0.459,KEGG,Cytokine-cytokine receptor interaction,True
IL6ST,,,no,ENSG00000134352,Interleukin-6 receptor subunit beta (IL-6 receptor subunit beta) (IL-6R subunit beta) (IL-6R-beta) (IL-6RB) (CDw130) (Interleukin-6 signal transducer) (Membrane glycoprotein 130) (gp130) (Oncostatin-M receptor subunit alpha) (CD antigen CD130),Secreted,skeletal muscle satellite stem cell;intrahepatic cholangiocyte;vasa recta ascending limb cell;retinal blood vessel endothelial cell;glomerular capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;type B pancreatic cell;fenestrated cell;glomerular endothelial cell;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;surface ectodermal cell;skeletal muscle satellite cell;connective tissue cell;fibroblast;fibroblast of lung,IL6;IL12;LIFR;OSM,34.388,19.313,34.388,159593,46678,-0.832,KEGG,Cytokine-cytokine receptor interaction,False
IL7,,,no,ENSG00000104432,Interleukin-7 (IL-7),Secreted,neuroendocrine cell;chromaffin cell,IL2,0.337,0.393,0.393,1565,950,0.221,KEGG,Cytokine-cytokine receptor interaction,False
IL7R,,,no,,,,,,27.132,10.793,27.132,125919,26085,-1.33,KEGG,Cytokine-cytokine receptor interaction,False
IL9,,,no,ENSG00000145839,Interleukin-9 (IL-9) (Cytokine P40) (T-cell growth factor P40),Secreted,"activated CD8-positive, alpha-beta T cell;type I NK T cell",IL2,0.052,0.065,0.065,242,157,0.317,KEGG,Cytokine-cytokine receptor interaction,False
IL9R,,,no,ENSG00000124334,Interleukin-9 receptor (IL-9 receptor) (IL-9R) (CD antigen CD129),Cell membrane,"CD8-positive, alpha-beta memory T cell;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;group 2 innate lymphoid cell",IL2,0.148,0.233,0.233,685,564,0.661,KEGG,Cytokine-cytokine receptor interaction,False
INHA,,,no,ENSG00000123999,Inhibin alpha chain,Secreted,duct epithelial cell;Sertoli cell;squamous epithelial cell;mesothelial cell;cortical cell of adrenal gland;granulosa cell;Leydig cell;theca cell,,0.075,0.093,0.093,347,224,0.31,KEGG,Cytokine-cytokine receptor interaction,True
INHBA,,,no,ENSG00000122641,Inhibin beta A chain (Activin beta-A chain) (Erythroid differentiation protein) (EDF),Secreted,endocardial cell;alveolar macrophage;lung macrophage;myometrial cell;smooth muscle cell of prostate;trophoblast giant cell;fibroblast of connective tissue of glandular part of prostate,ACTIVIN,0.126,0.169,0.169,583,409,0.43,KEGG,Cytokine-cytokine receptor interaction,False
INHBB,,,no,ENSG00000163083,Inhibin beta B chain (Activin beta-B chain),Secreted,Sertoli cell;mesothelial cell,ACTIVIN,0.2,0.211,0.211,927,511,0.082,KEGG,Cytokine-cytokine receptor interaction,True
LEP,,,no,ENSG00000174697,Leptin (Obese protein) (Obesity factor),Secreted,fat cell;epicardial adipocyte,LEP,0.029,0.061,0.061,136,148,1.063,KEGG,Cytokine-cytokine receptor interaction,True
LEPR,,,no,ENSG00000116678,Leptin receptor (LEP-R) (HuB219) (OB receptor) (OB-R) (CD antigen CD295),Cell membrane,endothelial cell of uterus;endocardial cell;keratocyte;reticular cell,LEP,0.431,0.566,0.566,2002,1368,0.392,KEGG,Cytokine-cytokine receptor interaction,False
LIF,,,no,ENSG00000128342,Leukemia inhibitory factor (LIF) (Differentiation-stimulating factor) (D factor) (Melanoma-derived LPL inhibitor) (MLPLI) (Emfilermin),Secreted,smooth muscle cell of prostate;mast cell;mucosal type mast cell;group 2 innate lymphoid cell;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast,LIFR,0.065,0.14,0.14,301,338,1.109,KEGG,Cytokine-cytokine receptor interaction,False
LIFR,,,no,ENSG00000113594,Leukemia inhibitory factor receptor (LIF receptor) (LIF-R) (CD antigen CD118),Secreted,retinal blood vessel endothelial cell;kidney capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;endothelial cell of uterus;trophoblast giant cell;Bergmann glial cell;hepatic stellate cell,LIFR;OSM,2.913,1.509,2.913,13517,3646,-0.949,KEGG,Cytokine-cytokine receptor interaction,False
LTA,,,no,ENSG00000226979,Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1),Secreted;Membrane,"CD4-positive, alpha-beta T cell;CD4-positive helper T cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mature NK T cell;type I NK T cell;regulatory T cell;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",LT,0.482,0.656,0.656,2236,1586,0.446,KEGG,Cytokine-cytokine receptor interaction,False
LTB,,,no,,,,,,7.189,6.784,7.189,33364,16396,-0.084,KEGG,Cytokine-cytokine receptor interaction,False
LTBR,,,no,ENSG00000111321,Tumor necrosis factor receptor superfamily member 3 (Lymphotoxin-beta receptor) (Tumor necrosis factor C receptor) (Tumor necrosis factor receptor 2-related protein) (Tumor necrosis factor receptor type III) (TNF-RIII) (TNFR-III),Membrane,,LT;LIGHT,2.855,3.281,3.281,13250,7930,0.201,KEGG,Cytokine-cytokine receptor interaction,False
MPL,,,no,ENSG00000117400,Thrombopoietin receptor (TPO-R) (Myeloproliferative leukemia protein) (Proto-oncogene c-Mpl) (CD antigen CD110),Cell membrane,,THPO,0.076,0.069,0.076,353,166,-0.147,KEGG,Cytokine-cytokine receptor interaction,True
MSTN,,,no,ENSG00000138379,Growth/differentiation factor 8 (GDF-8) (Myostatin),Secreted,,MSTN,0.089,0.162,0.162,411,391,0.869,KEGG,Cytokine-cytokine receptor interaction,True
NGF,,,no,ENSG00000134259,Beta-nerve growth factor (Beta-NGF),Secreted,smooth muscle myoblast;pericyte;renal interstitial pericyte;mural cell,NGF;NT,0.022,,0.022,104,0,,KEGG,Cytokine-cytokine receptor interaction,False
NGFR,,,no,ENSG00000064300,Tumor necrosis factor receptor superfamily member 16 (Gp80-LNGFR) (Low affinity neurotrophin receptor p75NTR) (Low-affinity nerve growth factor receptor) (NGF receptor) (p75 ICD) (CD antigen CD271),Cell membrane,basal epithelial cell of tracheobronchial tree;radial glial cell;Mueller cell;visceromotor neuron,NGF;NT,0.417,1.089,1.089,1934,2631,1.385,KEGG,Cytokine-cytokine receptor interaction,True
NODAL,,,no,ENSG00000156574,Nodal homolog,Secreted,cerebral cortex endothelial cell,NODAL,0.038,0.063,0.063,177,153,0.731,KEGG,Cytokine-cytokine receptor interaction,False
OSM,,,no,ENSG00000099985,Oncostatin-M (OSM),Secreted,hematopoietic cell;blood cell;granulocyte;basophil;leukocyte;myeloid leukocyte;CD4-positive helper T cell;T-helper 17 cell;exhausted T cell;myeloid cell,OSM,0.086,0.138,0.138,399,333,0.68,KEGG,Cytokine-cytokine receptor interaction,False
PRL,,,no,ENSG00000172179,Prolactin (PRL),Secreted,enteric smooth muscle cell,PRL,0.191,0.321,0.321,886,777,0.752,KEGG,Cytokine-cytokine receptor interaction,False
PRLR,,,no,ENSG00000113494,Prolactin receptor (PRL-R),Membrane,choroid plexus epithelial cell;duct epithelial cell;luminal epithelial cell of mammary gland;kidney collecting duct intercalated cell;renal intercalated cell;renal alpha-intercalated cell;mammary gland epithelial cell;smooth muscle cell of sphincter of pupil;neuron;medium spiny neuron,GH;PRL,0.487,0.408,0.487,2260,987,-0.254,KEGG,Cytokine-cytokine receptor interaction,False
RELT,,,no,ENSG00000054967,Tumor necrosis factor receptor superfamily member 19L (Receptor expressed in lymphoid tissues),Cell membrane,,,1.653,1.806,1.806,7672,4364,0.127,KEGG,Cytokine-cytokine receptor interaction,True
TGFB1,,,no,ENSG00000105329,Transforming growth factor beta-1 proprotein,Secreted,"extravillous trophoblast;platelet;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta cytotoxic T cell;mucosal invariant T cell;CD16-positive, CD56-dim natural killer cell, human;megakaryocyte;osteoblast",TGFb,0.781,0.706,0.781,3623,1707,-0.144,KEGG,Cytokine-cytokine receptor interaction,False
TGFB2,,,no,ENSG00000092969,Transforming growth factor beta-2 proprotein (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF),Secreted,type I pneumocyte,TGFb,0.473,0.336,0.473,2194,811,-0.495,KEGG,Cytokine-cytokine receptor interaction,True
TGFB3,,,no,ENSG00000119699,Transforming growth factor beta-3 proprotein,Secreted,,TGFb,1.838,2.317,2.317,8529,5600,0.334,KEGG,Cytokine-cytokine receptor interaction,True
TGFBR1,,,no,ENSG00000106799,TGF-beta receptor type-1 (TGFR-1),Cell membrane,kidney collecting duct principal cell;renal principal cell;microglial cell;mature microglial cell,TGFb;GDF;MSTN,2.658,3.319,3.319,12335,8021,0.32,KEGG,Cytokine-cytokine receptor interaction,False
TGFBR2,,,no,ENSG00000163513,TGF-beta receptor type-2 (TGFR-2),Cell membrane,retinal blood vessel endothelial cell;kidney capillary endothelial cell;glomerular capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;surface ectodermal cell,TGFb;GDF,16.464,11.742,16.464,76406,28380,-0.488,KEGG,Cytokine-cytokine receptor interaction,False
THPO,,,no,ENSG00000090534,Thrombopoietin (C-mpl ligand) (ML) (Megakaryocyte colony-stimulating factor) (Megakaryocyte growth and development factor) (MGDF) (Myeloproliferative leukemia virus oncogene ligand),Secreted,,THPO,0.056,0.08,0.08,258,193,0.522,KEGG,Cytokine-cytokine receptor interaction,True
TNF,,,no,ENSG00000232810,Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a),Cell membrane,"T cell;CD4-positive helper T cell;T-helper 1 cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mucosal invariant T cell;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",TNF,0.223,0.218,0.223,1035,528,-0.03,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF10A,,,no,ENSG00000104689,Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1) (TRAIL receptor 1) (TRAIL-R1) (CD antigen CD261),Cell membrane,,,1.163,1.617,1.617,5399,3909,0.475,KEGG,Cytokine-cytokine receptor interaction,True
TNFRSF10B,,,no,ENSG00000120889,Tumor necrosis factor receptor superfamily member 10B (Death receptor 5) (TNF-related apoptosis-inducing ligand receptor 2) (TRAIL receptor 2) (TRAIL-R2) (CD antigen CD262),Membrane,,TRAIL,2.348,1.779,2.348,10899,4300,-0.401,KEGG,Cytokine-cytokine receptor interaction,True
TNFRSF10C,,,no,ENSG00000173535,Tumor necrosis factor receptor superfamily member 10C (Antagonist decoy receptor for TRAIL/Apo-2L) (Decoy TRAIL receptor without death domain) (Decoy receptor 1) (DcR1) (Lymphocyte inhibitor of TRAIL) (TNF-related apoptosis-inducing ligand receptor 3) (TRAIL receptor 3) (TRAIL-R3) (TRAIL receptor without an intracellular domain) (CD antigen CD263),Cell membrane,,,0.06,0.108,0.108,279,262,0.851,KEGG,Cytokine-cytokine receptor interaction,True
TNFRSF10D,,,no,ENSG00000173530,Tumor necrosis factor receptor superfamily member 10D (Decoy receptor 2) (DcR2) (TNF-related apoptosis-inducing ligand receptor 4) (TRAIL receptor 4) (TRAIL-R4) (TRAIL receptor with a truncated death domain) (CD antigen CD264),Membrane,vasa recta ascending limb cell;vasa recta descending limb cell;kidney capillary endothelial cell;glomerular capillary endothelial cell,,1.0,1.017,1.017,4641,2459,0.025,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF11A,,,no,ENSG00000141655,Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265),Cell membrane,,RANKL,1.294,0.871,1.294,6005,2106,-0.57,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF11B,,,no,ENSG00000164761,Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin),Secreted,kidney loop of Henle thin ascending limb epithelial cell;parietal epithelial cell;kidney loop of Henle thin descending limb epithelial cell,RANKL,0.313,0.216,0.313,1452,522,-0.535,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF12A,,,no,ENSG00000006327,Tumor necrosis factor receptor superfamily member 12A (Fibroblast growth factor-inducible immediate-early response protein 14) (FGF-inducible 14) (Tweak-receptor) (TweakR) (CD antigen CD266),Membrane,duct epithelial cell;pancreatic ductal cell;luminal epithelial cell of mammary gland;mesothelial cell of pleura;pancreatic D cell;epithelial cell of prostate;basal cell of prostate epithelium;mammary gland epithelial cell;epithelial cell of urethra;fibroblast of connective tissue of glandular part of prostate,TWEAK,0.085,0.132,0.132,395,318,0.628,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF13B,,,no,ENSG00000240505,Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267),Membrane,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;follicular B cell;plasmablast;B cell;transitional stage B cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell,APRIL;BAFF,0.534,0.347,0.534,2479,838,-0.623,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF13C,,,no,ENSG00000159958,Tumor necrosis factor receptor superfamily member 13C (B-cell-activating factor receptor) (BAFF receptor) (BAFF-R) (BLyS receptor 3) (CD antigen CD268),Membrane,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1b B cell;follicular B cell;B cell;immature B cell;transitional stage B cell,BAFF,4.205,1.897,4.205,19514,4584,-1.149,KEGG,Cytokine-cytokine receptor interaction,False
TNFRSF14,,,no,ENSG00000157873,Tumor necrosis factor receptor superfamily member 14 (Herpes virus entry mediator A) (Herpesvirus entry mediator A) (HveA) (Tumor necrosis factor receptor-like 2) (TR2) (CD antigen CD270),Cell membrane,,LT;LIGHT;BTLA;CD160,7.006,6.948,7.006,32516,16793,-0.012,KEGG,Cytokine-cytokine receptor interaction,False
