gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
PDCD4,,,no,ENSG00000150593,Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a),Nucleus,corneal epithelial cell;type I pneumocyte;epithelial cell of sweat gland;conjunctival epithelial cell;group 2 innate lymphoid cell;serous cell of epithelium of trachea,,15.197,10.641,15.197,70529,25718,-0.514,HALLMARK,Apoptosis,False
PDGFRB,,,no,ENSG00000113721,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta),Cell membrane,cerebral cortex endothelial cell;muscle cell;smooth muscle cell;vascular associated smooth muscle cell;bronchial smooth muscle cell;smooth muscle myoblast;connective tissue cell;fibroblast;keratocyte;hepatic stellate cell;preadipocyte;brown preadipocyte;pancreatic stellate cell;pericyte;renal interstitial pericyte;mural cell,PDGF,3.703,5.218,5.218,17187,12611,0.495,HALLMARK,Apoptosis,False
PEA15,,,no,ENSG00000162734,Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED),Cytoplasm,radial glial cell;forebrain radial glial cell;OFF-bipolar cell;glycinergic neuron,,3.302,3.324,3.324,15323,8034,0.01,HALLMARK,Apoptosis,True
PLAT,,,no,ENSG00000104368,Tissue-type plasminogen activator (t-PA) (t-plasminogen activator) (tPA),Secreted,interstitial cell of Cajal;vasa recta ascending limb cell;kidney capillary endothelial cell;glomerular capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;epithelial cell of urethra;fibroblast of connective tissue of glandular part of prostate,,0.26,0.256,0.26,1205,619,-0.02,HALLMARK,Apoptosis,False
PMAIP1,,,no,ENSG00000141682,Phorbol-12-myristate-13-acetate-induced protein 1 (PMA-induced protein 1) (Immediate-early-response protein APR) (Protein Noxa),Mitochondrion,stem cell of epidermis;epithelial cell of lacrimal sac;keratinocyte;urothelial cell;bladder urothelial cell;epithelial cell of uterus;cortical thymic epithelial cell;epidermal cell;conjunctival epithelial cell;naive regulatory T cell;bladder cell,,0.592,0.446,0.592,2746,1077,-0.409,HALLMARK,Apoptosis,False
PRF1,,,no,ENSG00000180644,Perforin-1 (P1) (Cytolysin) (Lymphocyte pore-forming protein) (PFP),Cytolytic granule,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;activated CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;CD8-positive, alpha-beta memory T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;CD8-positive, alpha-beta memory T cell, CD45RO-positive;effector memory CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mature NK T cell;type I NK T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;mature T cell;exhausted T cell;double negative T regulatory cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;decidual natural killer cell, human;ILC1, human",,0.389,0.446,0.446,1805,1077,0.196,HALLMARK,Apoptosis,False
PSEN1,,,no,ENSG00000080815,Presenilin-1 (PS-1),Endoplasmic reticulum,,,0.65,0.597,0.65,3018,1442,-0.124,HALLMARK,Apoptosis,False
PSEN2,,,no,ENSG00000143801,Presenilin-2 (PS-2),Endoplasmic reticulum membrane,,,0.326,0.304,0.326,1511,734,-0.1,HALLMARK,Apoptosis,False
PTK2,,,no,ENSG00000169398,Focal adhesion kinase 1 (FADK 1),Cell junction,papillary tips cell;neural progenitor cell,,3.178,2.739,3.178,14748,6620,-0.214,HALLMARK,Apoptosis,True
RARA,,,no,ENSG00000131759,Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1),Nucleus,,RA,4.378,4.186,4.378,20319,10117,-0.065,HALLMARK,Apoptosis,True
RELA,,,no,ENSG00000173039,Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3),Nucleus,,,4.99,4.096,4.99,23159,9900,-0.285,HALLMARK,Apoptosis,True
RNASEL,,,no,ENSG00000135828,2-5A-dependent ribonuclease (2-5A-dependent RNase),Cytoplasm,,,0.538,0.629,0.629,2497,1520,0.225,HALLMARK,Apoptosis,True
ROCK1,,,no,ENSG00000067900,Rho-associated protein kinase 1,Cytoplasm,,,4.182,4.172,4.182,19409,10084,-0.003,HALLMARK,Apoptosis,True
SATB1,,,no,ENSG00000182568,DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1),Nucleus matrix,"liver dendritic cell;T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;immature T cell;thymocyte;early T lineage precursor;common lymphoid progenitor",,12.443,11.726,12.443,57748,28341,-0.086,HALLMARK,Apoptosis,False
SMAD7,,,no,ENSG00000101665,Mothers against decapentaplegic homolog 7 (MAD homolog 7) (Mothers against DPP homolog 7) (Mothers against decapentaplegic homolog 8) (MAD homolog 8) (Mothers against DPP homolog 8) (SMAD family member 7) (SMAD 7) (Smad7) (hSMAD7),Nucleus,,,1.244,1.067,1.244,5775,2580,-0.221,HALLMARK,Apoptosis,True
SOD1,,,no,ENSG00000142168,Superoxide dismutase [Cu-Zn],Cytoplasm,,,11.25,8.444,11.25,52212,20409,-0.414,HALLMARK,Apoptosis,True
SQSTM1,,,no,ENSG00000161011,Sequestosome-1 (EBI3-associated protein of 60 kDa) (EBIAP) (p60) (Phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa) (Ubiquitin-binding protein p62),Cytoplasm,intestinal crypt stem cell of large intestine;pancreatic PP cell;PP cell;epithelial cell of urethra;mature conventional dendritic cell,,6.789,5.997,6.789,31508,14493,-0.179,HALLMARK,Apoptosis,False
TAP1,,,no,ENSG00000168394,Antigen peptide transporter 1 (APT1),Endoplasmic reticulum membrane,"leukocyte;CD141-positive myeloid dendritic cell;myeloid dendritic cell, human;plasmablast;mononuclear cell;alpha-beta T cell;mature alpha-beta T cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mucosal invariant T cell;mature T cell;exhausted T cell;pre-conventional dendritic cell",,8.411,4.719,8.411,39035,11405,-0.834,HALLMARK,Apoptosis,False
TGFB2,,,no,ENSG00000092969,Transforming growth factor beta-2 proprotein (Cetermin) (Glioblastoma-derived T-cell suppressor factor) (G-TSF),Secreted,type I pneumocyte,TGFb,0.473,0.336,0.473,2194,811,-0.495,HALLMARK,Apoptosis,True
TGFBR3,,,no,ENSG00000069702,Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III),Cell membrane,corneal endothelial cell;podocyte;muscle cell;smooth muscle cell;skeletal muscle fibroblast;preadipocyte;brown preadipocyte;fat cell;white fat cell;brown fat cell;adipocyte of breast,,3.487,2.294,3.487,16183,5544,-0.604,HALLMARK,Apoptosis,False
TIMP2,,,no,ENSG00000035862,Metalloproteinase inhibitor 2 (CSC-21K) (Tissue inhibitor of metalloproteinases 2) (TIMP-2),Secreted,mesenchymal stem cell;endosteal cell;surface ectodermal cell;trophoblast giant cell;connective tissue cell;fibroblast;keratocyte;reticular cell;skin fibroblast;tendon cell;adventitial cell,,4.397,7.139,7.139,20406,17254,0.699,HALLMARK,Apoptosis,False
TNF,,,no,ENSG00000232810,Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a),Cell membrane,"T cell;CD4-positive helper T cell;T-helper 1 cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mucosal invariant T cell;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",TNF,0.223,0.218,0.223,1035,528,-0.03,HALLMARK,Apoptosis,False
TNFRSF12A,,,no,ENSG00000006327,Tumor necrosis factor receptor superfamily member 12A (Fibroblast growth factor-inducible immediate-early response protein 14) (FGF-inducible 14) (Tweak-receptor) (TweakR) (CD antigen CD266),Membrane,duct epithelial cell;pancreatic ductal cell;luminal epithelial cell of mammary gland;mesothelial cell of pleura;pancreatic D cell;epithelial cell of prostate;basal cell of prostate epithelium;mammary gland epithelial cell;epithelial cell of urethra;fibroblast of connective tissue of glandular part of prostate,TWEAK,0.085,0.132,0.132,395,318,0.628,HALLMARK,Apoptosis,False
TNFSF10,,,no,ENSG00000121858,Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253),Cell membrane,epithelial cell;glomerular capillary endothelial cell;lung endothelial cell;goblet cell;respiratory goblet cell;bronchial goblet cell;tracheal goblet cell;club cell;endothelial cell;endothelial cell of vascular tree;mast cell,TRAIL,3.638,3.163,3.638,16884,7645,-0.202,HALLMARK,Apoptosis,False
TOP2A,,,no,ENSG00000131747,DNA topoisomerase 2-alpha,Cytoplasm,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;DN4 thymocyte;precursor B cell;large pre-B-II cell;promonocyte;erythroid lineage cell;pro-B cell;fraction A pre-pro B cell;salivary gland cell",,0.737,0.489,0.737,3421,1182,-0.592,HALLMARK,Apoptosis,False
TSPO,,,no,ENSG00000100300,Translocator protein (Mitochondrial benzodiazepine receptor) (PKBS) (Peripheral-type benzodiazepine receptor) (PBR),Mitochondrion membrane,"stratified epithelial cell;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;blood cell;granulocyte;immature neutrophil;leukocyte;myeloid leukocyte;monocyte;CD14-positive monocyte;myeloid cell;promonocyte;myelocyte;granulocytopoietic cell",,0.121,0.149,0.149,562,360,0.299,HALLMARK,Apoptosis,False
TXNIP,,,no,,,,,,63.041,31.57,63.041,292566,76300,-0.998,HALLMARK,Apoptosis,True
VDAC2,,,no,ENSG00000165637,Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2),Mitochondrion outer membrane,mast cell;mucosal type mast cell,,5.927,4.008,5.927,27506,9686,-0.565,HALLMARK,Apoptosis,True
WEE1,,,no,ENSG00000166483,Wee1-like protein kinase (WEE1hu),Nucleus,skeletal muscle satellite stem cell;duct epithelial cell;luminal epithelial cell of mammary gland;urothelial cell;bladder urothelial cell;epithelial cell of uterus;mammary gland epithelial cell;tongue muscle cell;skeletal muscle satellite cell;salivary gland cell;bladder cell,,1.55,0.86,1.55,7192,2078,-0.85,HALLMARK,Apoptosis,True
XIAP,,,no,ENSG00000101966,E3 ubiquitin-protein ligase XIAP,Cytoplasm,,,1.677,1.848,1.848,7785,4467,0.14,HALLMARK,Apoptosis,True
