gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
ERRFI1,,,no,ENSG00000116285,ERBB receptor feedback inhibitor 1 (Mitogen-inducible gene 6 protein) (MIG-6),Cytoplasm,stem cell of epidermis;cholangiocyte;intrahepatic cholangiocyte;basal epithelial cell of prostatic duct;epithelial cell of lacrimal sac;mesothelial cell of pleura;hepatocyte;centrilobular region hepatocyte;epithelial cell of prostate;basal cell of prostate epithelium;epithelial cell of sweat gland,,4.16,0.806,4.16,19308,1947,-2.369,HALLMARK,Hypoxia,True
ETS1,,,no,ENSG00000134954,Protein C-ets-1 (p54),Nucleus,"prostate gland microvascular endothelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree;surface ectodermal cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;activated CD4-positive, alpha-beta T cell, human;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell, human;CD8-positive, alpha-beta cytokine secreting effector T cell;effector memory CD8-positive, alpha-beta T cell, terminally differentiated;mature NK T cell;type I NK T cell;regulatory T cell;naive T cell;DN3 thymocyte;DN4 thymocyte;immature natural killer cell;DN1 thymic pro-T cell",,11.402,7.083,11.402,52917,17119,-0.687,HALLMARK,Hypoxia,False
FBP1,,,no,ENSG00000165140,"Fructose-1,6-bisphosphatase 1 (FBPase 1)",,enterocyte of epithelium of small intestine;type I pneumocyte;urothelial cell;bladder urothelial cell;microfold cell of epithelium of small intestine;epithelial cell of small intestine;alveolar macrophage;lung macrophage;bladder cell,,0.664,0.43,0.664,3082,1040,-0.626,HALLMARK,Hypoxia,False
FOXO3,,,no,ENSG00000118689,Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1),Cytoplasm,tongue muscle cell;skeletal muscle fibroblast;erythroid lineage cell,,3.615,1.334,3.615,16777,3224,-1.438,HALLMARK,Hypoxia,False
GAA,,,no,ENSG00000171298,Lysosomal alpha-glucosidase,Lysosome,epithelial cell of thymus;cortical thymic epithelial cell;alveolar macrophage;lung macrophage,,11.386,7.203,11.386,52843,17408,-0.661,HALLMARK,Hypoxia,False
GALK1,,,no,ENSG00000108479,Galactokinase,,,,0.874,0.627,0.874,4054,1515,-0.479,HALLMARK,Hypoxia,True
GBE1,,,no,ENSG00000114480,"1,4-alpha-glucan-branching enzyme",,skeletal muscle fiber;cell of skeletal muscle;preadipocyte;brown preadipocyte;fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,,2.037,1.685,2.037,9455,4073,-0.274,HALLMARK,Hypoxia,True
GCNT2,,,no,ENSG00000111846,"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase (N-acetylglucosaminyltransferase)",Golgi apparatus membrane,type I pneumocyte;melanocyte;melanocyte of skin,,0.204,0.292,0.292,947,705,0.516,HALLMARK,Hypoxia,True
GYS1,,,no,ENSG00000104812,"Glycogen [starch] synthase, muscle",,,,4.155,2.979,4.155,19284,7200,-0.48,HALLMARK,Hypoxia,True
HAS1,,,no,,,,,,0.034,0.058,0.058,159,141,0.768,HALLMARK,Hypoxia,True
HEXA,,,no,ENSG00000213614,Beta-hexosaminidase subunit alpha,Lysosome,pancreatic epsilon cell,,7.398,6.932,7.398,34332,16753,-0.094,HALLMARK,Hypoxia,True
HK1,,,no,ENSG00000156515,Hexokinase-1,Mitochondrion outer membrane,erythroid lineage cell;enucleated reticulocyte;retina horizontal cell,,5.809,3.873,5.809,26959,9360,-0.585,HALLMARK,Hypoxia,True
HK2,,,no,ENSG00000159399,Hexokinase-2,Mitochondrion outer membrane,white fat cell,,1.778,0.842,1.778,8253,2035,-1.079,HALLMARK,Hypoxia,True
HMOX1,,,no,ENSG00000100292,Heme oxygenase 1 (HO-1),Endoplasmic reticulum membrane,"epithelial cell of lacrimal sac;squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;type II pneumocyte;endothelial cell of vascular tree;elicited macrophage;alternatively activated macrophage;Hofbauer cell;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;lung secretory cell",,1.93,1.765,1.93,8958,4267,-0.129,HALLMARK,Hypoxia,False
HOXB9,,,no,ENSG00000170689,Homeobox protein Hox-B9 (Homeobox protein Hox-2.5) (Homeobox protein Hox-2E),Nucleus,intestinal crypt stem cell of colon;type EC enteroendocrine cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of colon;brush cell,,0.069,0.066,0.069,322,160,-0.068,HALLMARK,Hypoxia,True
IGFBP1,,,no,ENSG00000146678,Insulin-like growth factor-binding protein 1 (IBP-1) (IGF-binding protein 1) (IGFBP-1) (Placental protein 12) (PP12),Secreted,decidual cell;stromal cell,,0.052,,0.052,241,0,,HALLMARK,Hypoxia,False
IL6,,,no,ENSG00000136244,Interleukin-6 (IL-6) (B-cell stimulatory factor 2) (BSF-2) (CTL differentiation factor) (CDF) (Hybridoma growth factor) (Interferon beta-2) (IFN-beta-2),Secreted,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;endothelial cell;endothelial cell of vascular tree;vascular associated smooth muscle cell;smooth muscle cell of prostate;myeloid cell;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast;mural cell,IL6,0.115,0.168,0.168,535,406,0.543,HALLMARK,Hypoxia,False
INHA,,,no,ENSG00000123999,Inhibin alpha chain,Secreted,duct epithelial cell;Sertoli cell;squamous epithelial cell;mesothelial cell;cortical cell of adrenal gland;granulosa cell;Leydig cell;theca cell,,0.075,0.093,0.093,347,224,0.31,HALLMARK,Hypoxia,True
IRS2,,,no,ENSG00000185950,Insulin receptor substrate 2 (IRS-2),Cytoplasm,salivary gland cell,,6.019,2.331,6.019,27933,5634,-1.368,HALLMARK,Hypoxia,True
KDM3A,,,no,ENSG00000115548,Lysine-specific demethylase 3A,Cytoplasm,,,4.506,3.09,4.506,20913,7467,-0.545,HALLMARK,Hypoxia,True
KLHL24,,,no,ENSG00000114796,Kelch-like protein 24 (Kainate receptor-interacting protein for GluR6) (KRIP6) (Protein DRE1),Perikaryon;Cell projection,,,6.733,4.16,6.733,31246,10055,-0.694,HALLMARK,Hypoxia,True
LDHA,,,no,ENSG00000134333,L-lactate dehydrogenase A chain (LDH-A),Cytoplasm,"pancreatic D cell;myometrial cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;rod bipolar cell;glycinergic neuron",,11.311,7.6,11.311,52493,18368,-0.574,HALLMARK,Hypoxia,False
LOX,,,no,ENSG00000113083,Protein-lysine 6-oxidase,Secreted,endothelial cell of lymphatic vessel;preosteoblast;surface ectodermal cell;fibroblast;reticular cell;skin fibroblast;fibroblast of breast;mesothelial fibroblast;osteoblast,,0.585,0.389,0.585,2716,939,-0.591,HALLMARK,Hypoxia,False
MAFF,,,no,ENSG00000185022,Transcription factor MafF (U-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog F),Nucleus,skeletal muscle satellite stem cell;luminal epithelial cell of mammary gland;duodenum glandular cell;urothelial cell;bladder urothelial cell;epithelial cell of uterus;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;mammary gland epithelial cell;myometrial cell;skeletal muscle satellite cell;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;bladder cell,,0.365,0.423,0.423,1696,1023,0.212,HALLMARK,Hypoxia,False
MAP3K1,,,no,ENSG00000095015,Mitogen-activated protein kinase kinase kinase 1,,kidney loop of Henle thin descending limb epithelial cell,,3.843,3.254,3.843,17833,7865,-0.24,HALLMARK,Hypoxia,True
MT2A,,,no,,,,,,12.879,5.237,12.879,59772,12657,-1.298,HALLMARK,Hypoxia,True
MYH9,,,no,ENSG00000100345,"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)",Cytoplasm,myoepithelial cell;myoepithelial cell of mammary gland;retinal blood vessel endothelial cell,,41.267,28.753,41.267,191518,69492,-0.521,HALLMARK,Hypoxia,False
NDRG1,,,no,ENSG00000104419,Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42),Cytoplasm,retinal blood vessel endothelial cell;prostate gland microvascular endothelial cell;stratified epithelial cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;mesothelial fibroblast,,10.579,5.323,10.579,49098,12865,-0.991,HALLMARK,Hypoxia,False
NEDD4L,,,no,ENSG00000049759,E3 ubiquitin-protein ligase NEDD4-like,Cytoplasm,kidney collecting duct intercalated cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;type II pneumocyte;luminal cell of prostate epithelium;retinal pigment epithelial cell;papillary tips cell;lung secretory cell,,0.577,0.422,0.577,2679,1020,-0.452,HALLMARK,Hypoxia,True
