gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
IL4R,,,no,ENSG00000077238,Interleukin-4 receptor subunit alpha (IL-4 receptor subunit alpha) (IL-4R subunit alpha) (IL-4R-alpha) (IL-4RA) (CD antigen CD124),Cell membrane,IgG-negative class switched memory B cell;naive B cell;T cell,IL2;IL4,2.499,2.514,2.514,11596,6075,0.009,HALLMARK,IL-2/STAT5 Signaling,False
IRF4,,,no,ENSG00000137265,Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (Multiple myeloma oncogene 1) (NF-EM5),Nucleus,"plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;plasmablast;IgG plasmablast;IgA plasmablast;mononuclear cell;lymphocyte;B cell;precursor B cell;small pre-B-II cell;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell",,3.302,1.688,3.302,15325,4079,-0.968,HALLMARK,IL-2/STAT5 Signaling,False
IRF8,,,no,ENSG00000140968,Interferon regulatory factor 8 (IRF-8) (Interferon consensus sequence-binding protein) (H-ICSBP) (ICSBP),Nucleus,"bone marrow cell;granulocyte monocyte progenitor cell;leukocyte;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;CD141-positive myeloid dendritic cell;myeloid dendritic cell, human;dendritic cell, human;mature B cell;memory B cell;B-1b B cell;follicular B cell;germinal center B cell;monocyte;B cell;common dendritic progenitor;macrophage dendritic cell progenitor;pre-conventional dendritic cell;early T lineage precursor",,3.139,2.725,3.139,14568,6586,-0.204,HALLMARK,IL-2/STAT5 Signaling,False
ITGA6,,,no,ENSG00000091409,Integrin alpha-6 (CD49 antigen-like family member F) (VLA-6) (CD antigen CD49f),Cell membrane,intestinal crypt stem cell of small intestine;intestinal crypt stem cell of colon;epithelial cell;kidney collecting duct intercalated cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;retinal blood vessel endothelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree,NRG;IGF;MK;LAMININ,2.334,2.544,2.544,10834,6149,0.124,HALLMARK,IL-2/STAT5 Signaling,False
ITGAE,,,no,ENSG00000083457,Integrin alpha-E (HML-1 antigen) (Integrin alpha-IEL) (Mucosal lymphocyte 1 antigen) (CD antigen CD103),Membrane,,CDH1,0.25,0.293,0.293,1161,708,0.228,HALLMARK,IL-2/STAT5 Signaling,True
ITGAV,,,no,ENSG00000138448,Integrin alpha-V (Vitronectin receptor) (Vitronectin receptor subunit alpha) (CD antigen CD51),Cell membrane,pigmented ciliary epithelial cell;type B pancreatic cell;kidney glomerular epithelial cell;podocyte;retinal pigment epithelial cell,NRG;IGF;SPP1;ANGPTL;PTN;PERIOSTIN;COLLAGEN;FN1;LAMININ;THBS;VTN;TENASCIN;DSPP;VWF;BSP;DMP1;CD23;JAM;L1CAM;THY1;ADGRA;ADGRB;ADGRE;MMP,1.289,1.144,1.289,5982,2765,-0.172,HALLMARK,IL-2/STAT5 Signaling,True
ITIH5,,,no,ENSG00000123243,Inter-alpha-trypsin inhibitor heavy chain H5 (ITI heavy chain H5) (ITI-HC5) (Inter-alpha-inhibitor heavy chain 5),Secreted,pulmonary ionocyte;cerebral cortex endothelial cell;ionocyte;follicular dendritic cell;placental villous trophoblast;subcutaneous fat cell;adipocyte of breast,,0.234,0.225,0.234,1086,543,-0.059,HALLMARK,IL-2/STAT5 Signaling,False
LIF,,,no,ENSG00000128342,Leukemia inhibitory factor (LIF) (Differentiation-stimulating factor) (D factor) (Melanoma-derived LPL inhibitor) (MLPLI) (Emfilermin),Secreted,smooth muscle cell of prostate;mast cell;mucosal type mast cell;group 2 innate lymphoid cell;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;fibroblast of breast,LIFR,0.065,0.14,0.14,301,338,1.109,HALLMARK,IL-2/STAT5 Signaling,False
LTB,,,no,,,,,,7.189,6.784,7.189,33364,16396,-0.084,HALLMARK,IL-2/STAT5 Signaling,False
MAFF,,,no,ENSG00000185022,Transcription factor MafF (U-Maf) (V-maf musculoaponeurotic fibrosarcoma oncogene homolog F),Nucleus,skeletal muscle satellite stem cell;luminal epithelial cell of mammary gland;duodenum glandular cell;urothelial cell;bladder urothelial cell;epithelial cell of uterus;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;mammary gland epithelial cell;myometrial cell;skeletal muscle satellite cell;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;bladder cell,,0.365,0.423,0.423,1696,1023,0.212,HALLMARK,IL-2/STAT5 Signaling,False
MAPKAPK2,,,no,ENSG00000162889,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2),Cytoplasm,"type EC enteroendocrine cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;common dendritic progenitor",,9.876,6.611,9.876,45834,15977,-0.579,HALLMARK,IL-2/STAT5 Signaling,False
MUC1,,,no,ENSG00000185499,Mucin-1 (MUC-1) (Breast carcinoma-associated antigen DF3) (Cancer antigen 15-3) (CA 15-3) (Carcinoma-associated mucin) (Episialin) (H23AG) (Krebs von den Lungen-6) (KL-6) (PEMT) (Peanut-reactive urinary mucin) (PUM) (Polymorphic epithelial mucin) (PEM) (Tumor-associated epithelial membrane antigen) (EMA) (Tumor-associated mucin) (CD antigen CD227),Apical cell membrane,goblet cell;respiratory goblet cell;tracheal goblet cell;fallopian tube secretory epithelial cell;duodenum glandular cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;kidney loop of Henle thin ascending limb epithelial cell;serous cell of epithelium of trachea,,0.49,0.209,0.49,2274,505,-1.23,HALLMARK,IL-2/STAT5 Signaling,False
MXD1,,,no,ENSG00000059728,Max dimerization protein 1 (Max dimerizer 1) (Protein MAD),Nucleus,paneth cell of colon;paneth cell of epithelium of small intestine;inflammatory macrophage;blood cell;granulocyte;neutrophil;liver dendritic cell,,1.811,1.228,1.811,8403,2969,-0.56,HALLMARK,IL-2/STAT5 Signaling,False
MYC,,,no,ENSG00000136997,Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64),Nucleus,"mesenchymal stem cell;skeletal muscle satellite stem cell;basal cell of prostate epithelium;tongue muscle cell;skeletal muscle satellite cell;naive thymus-derived CD8-positive, alpha-beta T cell;erythroid lineage cell;erythroid progenitor cell;tendon cell",,1.858,1.706,1.858,8622,4122,-0.123,HALLMARK,IL-2/STAT5 Signaling,False
MYO1C,,,no,ENSG00000197879,Unconventional myosin-Ic (Myosin I beta) (MMI-beta) (MMIb),Cytoplasm,,,4.076,3.582,4.076,18916,8657,-0.186,HALLMARK,IL-2/STAT5 Signaling,True
MYO1E,,,no,ENSG00000157483,Unconventional myosin-Ie (Myosin-Ic) (Unconventional myosin 1E),Cytoplasm,kidney glomerular epithelial cell;podocyte;melanocyte of skin;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell,,3.748,2.306,3.748,17394,5573,-0.701,HALLMARK,IL-2/STAT5 Signaling,False
NCOA3,,,no,ENSG00000124151,Nuclear receptor coactivator 3 (NCoA-3),Cytoplasm;Nucleus,cardiac endothelial cell;IgA plasmablast;papillary tips cell,,3.623,2.864,3.623,16813,6923,-0.339,HALLMARK,IL-2/STAT5 Signaling,False
NCS1,,,no,ENSG00000107130,Neuronal calcium sensor 1 (NCS-1) (Frequenin homolog) (Frequenin-like protein) (Frequenin-like ubiquitous protein),Golgi apparatus,inflammatory macrophage,,0.991,0.761,0.991,4598,1839,-0.381,HALLMARK,IL-2/STAT5 Signaling,False
NDRG1,,,no,ENSG00000104419,Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42),Cytoplasm,retinal blood vessel endothelial cell;prostate gland microvascular endothelial cell;stratified epithelial cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;mesothelial fibroblast,,10.579,5.323,10.579,49098,12865,-0.991,HALLMARK,IL-2/STAT5 Signaling,False
NOP2,,,no,ENSG00000111641,Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase,Nucleus,"activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell",,3.375,2.614,3.375,15663,6318,-0.369,HALLMARK,IL-2/STAT5 Signaling,False
NRP1,,,no,ENSG00000099250,Neuropilin-1 (Vascular endothelial cell growth factor 165 receptor) (CD antigen CD304),Secreted,epithelial cell;endothelial tip cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree;endothelial cell of sinusoid;endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;cardiac endothelial cell;plasmacytoid dendritic cell;preadipocyte;brown preadipocyte;kidney interstitial fibroblast;kidney interstitial cell,SEMA3;SEMA4,3.601,2.919,3.601,16714,7056,-0.303,HALLMARK,IL-2/STAT5 Signaling,False
NT5E,,,no,ENSG00000135318,5'-nucleotidase (5'-NT),Cell membrane,endothelial cell of lymphatic vessel,,0.697,0.948,0.948,3233,2290,0.444,HALLMARK,IL-2/STAT5 Signaling,False
P2RX4,,,no,ENSG00000135124,P2X purinoceptor 4 (P2X4) (ATP receptor) (Purinergic receptor),Cell membrane,,,1.365,1.485,1.485,6334,3589,0.122,HALLMARK,IL-2/STAT5 Signaling,True
P4HA1,,,no,ENSG00000122884,Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1),Endoplasmic reticulum lumen,mesothelial fibroblast;osteoblast,,2.935,2.622,2.935,13619,6338,-0.162,HALLMARK,IL-2/STAT5 Signaling,False
PENK,,,no,ENSG00000181195,Proenkephalin-A,Cytoplasmic vesicle,pancreatic D cell;neuron;medium spiny neuron;sympathetic neuron;fibroblast of connective tissue of nonglandular part of prostate;myofibroblast cell;chondrocyte;theca cell,OPIOID,0.036,0.065,0.065,169,158,0.844,HALLMARK,IL-2/STAT5 Signaling,False
PIM1,,,no,ENSG00000137193,Serine/threonine-protein kinase pim-1,Cell membrane,"mesothelial cell of pleura;erythrocyte;enucleate erythrocyte;T-helper 17 cell;exhausted T cell;group 2 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;erythroid lineage cell;reticulocyte;enucleated reticulocyte",,2.545,2.28,2.545,11810,5511,-0.158,HALLMARK,IL-2/STAT5 Signaling,False
PLAGL1,,,no,ENSG00000118495,Zinc finger protein PLAGL1 (Lost on transformation 1) (LOT-1) (Pleiomorphic adenoma-like protein 1) (Tumor suppressor ZAC),Nucleus,cortical cell of adrenal gland;Leydig cell;chondrocyte;interstitial cell of ovary,,1.08,1.156,1.156,5014,2794,0.098,HALLMARK,IL-2/STAT5 Signaling,True
PLEC,,,no,ENSG00000178209,Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1),Cytoplasm,,,29.503,17.626,29.503,136920,42599,-0.743,HALLMARK,IL-2/STAT5 Signaling,True
PLIN2,,,no,ENSG00000147872,Perilipin-2 (Adipophilin) (Adipose differentiation-related protein) (ADRP),Membrane,elicited macrophage;alternatively activated macrophage;extravillous trophoblast;basophil;mast cell;mucosal type mast cell;fibroblast of breast;adventitial cell,,3.026,1.383,3.026,14043,3343,-1.129,HALLMARK,IL-2/STAT5 Signaling,False
PLSCR1,,,no,ENSG00000188313,Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (Mg(2+)-dependent nuclease),Cell membrane,liver dendritic cell,,2.116,2.472,2.472,9819,5975,0.225,HALLMARK,IL-2/STAT5 Signaling,False
PNP,,,no,ENSG00000198805,Purine nucleoside phosphorylase (PNP),Cytoplasm,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;placental villous trophoblast;reticulocyte;enucleated reticulocyte,,0.662,0.529,0.662,3071,1278,-0.324,HALLMARK,IL-2/STAT5 Signaling,False
POU2F1,,,no,ENSG00000143190,"POU domain, class 2, transcription factor 1 (NF-A1) (Octamer-binding protein 1) (Oct-1) (Octamer-binding transcription factor 1) (OTF-1)",Nucleus,,,2.093,1.684,2.093,9714,4071,-0.313,HALLMARK,IL-2/STAT5 Signaling,True
PRKCH,,,no,ENSG00000027075,Protein kinase C eta type,Cytoplasm,"kidney capillary endothelial cell;endothelial cell of pericentral hepatic sinusoid;cardiac endothelial cell;CD8-positive, alpha-beta cytotoxic T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;DN4 thymocyte;innate lymphoid cell;natural killer cell;CD16-positive, CD56-dim natural killer cell, human",,6.753,7.371,7.371,31339,17815,0.126,HALLMARK,IL-2/STAT5 Signaling,False
PRNP,,,no,ENSG00000171867,Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230),Cell membrane,pancreatic D cell,ADGRG,5.862,4.89,5.862,27203,11818,-0.262,HALLMARK,IL-2/STAT5 Signaling,True
PTCH1,,,no,ENSG00000185920,Protein patched homolog 1 (PTC) (PTC1),Cell membrane,mesodermal cell;enteric smooth muscle cell,HH,2.045,1.266,2.045,9492,3059,-0.692,HALLMARK,IL-2/STAT5 Signaling,False
PTGER2,,,no,ENSG00000125384,Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor),Cell membrane,"T-helper 1 cell;T-helper 22 cell;activated CD4-positive, alpha-beta T cell, human;effector memory CD4-positive, alpha-beta T cell;central memory CD8-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;group 2 innate lymphoid cell;DN1 thymic pro-T cell",Prostaglandin,0.191,0.199,0.199,886,481,0.06,HALLMARK,IL-2/STAT5 Signaling,False
PTH1R,,,no,ENSG00000160801,Parathyroid hormone/parathyroid hormone-related peptide receptor (PTH/PTHrP type I receptor) (PTH/PTHr receptor) (Parathyroid hormone 1 receptor) (PTH1 receptor),Cell membrane,epithelial cell of proximal tubule;type I pneumocyte;kidney distal convoluted tubule epithelial cell;kidney loop of Henle ascending limb epithelial cell;kidney loop of Henle thick ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;kidney epithelial cell;kidney glomerular epithelial cell;podocyte;kidney cortex tubule cell;epithelial cell of nephron;kidney loop of Henle epithelial cell;hepatic stellate cell;osteoblast;kidney cell,PTH,0.14,0.136,0.14,648,329,-0.037,HALLMARK,IL-2/STAT5 Signaling,False
RHOH,,,no,ENSG00000168421,Rho-related GTP-binding protein RhoH (GTP-binding protein TTF) (Translocation three four protein),Cytoplasm,hematopoietic cell;leukocyte;IgG memory B cell;IgG-negative class switched memory B cell;B-1a B cell;B-1b B cell;germinal center B cell;mast cell;mononuclear cell;lymphocyte;double negative thymocyte;DN4 thymocyte;pre-B-I cell;group 2 innate lymphoid cell;early T lineage precursor,,2.027,1.458,2.027,9407,3523,-0.476,HALLMARK,IL-2/STAT5 Signaling,False
S100A1,,,no,ENSG00000160678,Protein S100-A1 (S-100 protein alpha chain) (S-100 protein subunit alpha) (S100 calcium-binding protein A1),Cytoplasm,glandular epithelial cell;acinar cell;acinar cell of salivary gland;fallopian tube secretory epithelial cell;slow muscle cell;chondrocyte;tracheobronchial serous cell;serous cell of epithelium of bronchus,,0.42,0.331,0.42,1951,801,-0.343,HALLMARK,IL-2/STAT5 Signaling,True
SCN9A,,,no,ENSG00000169432,Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7),Cell membrane,neuroendocrine cell;chromaffin cell;Schwann cell;visceromotor neuron,,0.125,0.123,0.125,581,298,-0.022,HALLMARK,IL-2/STAT5 Signaling,False
SELL,,,no,ENSG00000188404,L-selectin (CD62 antigen-like family member L) (Leukocyte adhesion molecule 1) (LAM-1) (Leukocyte surface antigen Leu-8) (Leukocyte-endothelial cell adhesion molecule 1) (LECAM1) (Lymph node homing receptor) (TQ1) (gp90-MEL) (CD antigen CD62L),Cell membrane,"hematopoietic stem cell;CD34-positive, CD38-negative hematopoietic stem cell;hematopoietic cell;blood cell;granulocyte;neutrophil;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;naive B cell;T-helper 2 cell;naive regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;naive thymus-derived CD8-positive, alpha-beta T cell;gamma-delta T cell;double negative thymocyte;CD16-negative, CD56-bright natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;pro-T cell",SELL;SELPLG,2.405,1.794,2.405,11160,4336,-0.423,HALLMARK,IL-2/STAT5 Signaling,False
SELP,,,no,ENSG00000174175,P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P),Cell membrane,squamous epithelial cell;vein endothelial cell;retinal blood vessel endothelial cell;endothelial cell of artery;prostate gland microvascular endothelial cell;endothelial cell;endothelial cell of vascular tree;endocardial cell;platelet;megakaryocyte,CD34;SELPLG,0.527,0.808,0.808,2448,1952,0.615,HALLMARK,IL-2/STAT5 Signaling,False
SH3BGRL2,,,no,ENSG00000198478,SH3 domain-binding glutamic acid-rich-like protein 2 (Fovea-associated SH3 domain-binding protein),Nucleus,lung microvascular endothelial cell;lung endothelial cell;acinar cell of salivary gland,,2.863,1.81,2.863,13285,4375,-0.661,HALLMARK,IL-2/STAT5 Signaling,False
SLC1A5,,,no,ENSG00000105281,Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5),Cell membrane,myoepithelial cell;myoepithelial cell of mammary gland;erythroid lineage cell;reticulocyte,,3.465,2.623,3.465,16079,6340,-0.401,HALLMARK,IL-2/STAT5 Signaling,True
SLC2A3,,,no,ENSG00000059804,"Solute carrier family 2, facilitated glucose transporter member 3 (Glucose transporter type 3, brain) (GLUT-3)",Cell membrane,anterior lens cell;vasa recta ascending limb cell;retinal blood vessel endothelial cell;gut endothelial cell;granulocyte;neutrophil;liver dendritic cell;B-1b B cell;T follicular helper cell;group 2 innate lymphoid cell,,2.576,2.647,2.647,11953,6397,0.039,HALLMARK,IL-2/STAT5 Signaling,False
SLC39A8,,,no,ENSG00000138821,Metal cation symporter ZIP8 (BCG-induced integral membrane protein in monocyte clone 103 protein) (LIV-1 subfamily of ZIP zinc transporter 6) (LZT-Hs6) (Solute carrier family 39 member 8) (Zrt- and Irt-like protein 8) (ZIP-8),Cell membrane,epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;type II pneumocyte;acinar cell of salivary gland;mesothelial fibroblast;lung secretory cell,,1.586,1.343,1.586,7359,3245,-0.24,HALLMARK,IL-2/STAT5 Signaling,False
SOCS1,,,no,ENSG00000185338,Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3),Nucleus,"intestinal crypt stem cell of large intestine;epithelial cell of thymus;basophil;mast cell;mucosal type mast cell;T cell;effector CD4-positive, alpha-beta T cell;DN3 thymocyte;decidual natural killer cell, human;group 2 innate lymphoid cell;DN1 thymic pro-T cell",,4.789,2.159,4.789,22226,5219,-1.149,HALLMARK,IL-2/STAT5 Signaling,False
SOCS2,,,no,ENSG00000120833,Suppressor of cytokine signaling 2 (SOCS-2) (Cytokine-inducible SH2 protein 2) (CIS-2) (STAT-induced STAT inhibitor 2) (SSI-2),,"hematopoietic stem cell;CD34-positive, CD38-negative hematopoietic stem cell;late pro-B cell;hematopoietic multipotent progenitor cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell",,2.157,1.0,2.157,10012,2416,-1.11,HALLMARK,IL-2/STAT5 Signaling,False
TGM2,,,no,ENSG00000198959,Protein-glutamine gamma-glutamyltransferase 2,Cytoplasm,endocardial cell;bronchial smooth muscle cell;trophoblast giant cell;placental villous trophoblast;decidual cell;connective tissue cell;fibroblast;fibroblast of lung;myofibroblast cell;stromal cell;stromal cell of ovary,ADGRG,0.702,0.825,0.825,3257,1995,0.234,HALLMARK,IL-2/STAT5 Signaling,False
TIAM1,,,no,ENSG00000156299,Rho guanine nucleotide exchange factor TIAM1 (T-lymphoma invasion and metastasis-inducing protein 1) (TIAM-1),Cell junction;Cell membrane,corneal epithelial cell;retina horizontal cell;cerebellar granule cell,,2.313,2.627,2.627,10734,6349,0.184,HALLMARK,IL-2/STAT5 Signaling,True
TLR7,,,no,ENSG00000196664,Toll-like receptor 7,Endoplasmic reticulum membrane,,,0.499,0.676,0.676,2318,1634,0.437,HALLMARK,IL-2/STAT5 Signaling,False
TNFRSF18,,,no,ENSG00000186891,Tumor necrosis factor receptor superfamily member 18 (Activation-inducible TNFR family receptor) (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357),Secreted,"stem cell of epidermis;Langerhans cell;alpha-beta T cell;mature alpha-beta T cell;activated CD4-positive, alpha-beta T cell;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;mucosal invariant T cell;mature T cell;regulatory T cell;intraepithelial lymphocyte;IgA plasma cell;CD16-negative, CD56-bright natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;lymphoid lineage restricted progenitor cell;pro-T cell;early T lineage precursor",GITRL,0.858,0.461,0.858,3981,1113,-0.897,HALLMARK,IL-2/STAT5 Signaling,False
TNFRSF1B,,,no,ENSG00000028137,Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept),Secreted,"phagocyte;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;hematopoietic cell;leukocyte;myeloid leukocyte;monocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;peripheral blood mononuclear cell;myeloid cell",TNF;LT,3.059,2.532,3.059,14197,6119,-0.273,HALLMARK,IL-2/STAT5 Signaling,False
TNFRSF21,,,no,ENSG00000146072,Tumor necrosis factor receptor superfamily member 21 (Death receptor 6) (CD antigen CD358),Cell membrane,epithelial cell of urethra;papillary tips cell,APP,4.075,2.485,4.075,18910,6007,-0.713,HALLMARK,IL-2/STAT5 Signaling,True
TNFRSF8,,,no,ENSG00000120949,Tumor necrosis factor receptor superfamily member 8 (CD30L receptor) (Ki-1 antigen) (Lymphocyte activation antigen CD30) (CD antigen CD30),Cytoplasm,CD4-positive helper T cell,CD30,0.417,0.343,0.417,1936,830,-0.281,HALLMARK,IL-2/STAT5 Signaling,False
TNFRSF9,,,no,ENSG00000049249,Tumor necrosis factor receptor superfamily member 9 (4-1BB ligand receptor) (CDw137) (T-cell antigen 4-1BB homolog) (T-cell antigen ILA) (CD antigen CD137),Cell membrane,"mast cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;type I NK T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;regulatory T cell;intraepithelial lymphocyte",CD137,1.151,0.786,1.151,5343,1900,-0.55,HALLMARK,IL-2/STAT5 Signaling,False
TNFSF10,,,no,ENSG00000121858,Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253),Cell membrane,epithelial cell;glomerular capillary endothelial cell;lung endothelial cell;goblet cell;respiratory goblet cell;bronchial goblet cell;tracheal goblet cell;club cell;endothelial cell;endothelial cell of vascular tree;mast cell,TRAIL,3.638,3.163,3.638,16884,7645,-0.202,HALLMARK,IL-2/STAT5 Signaling,False
TNFSF11,,,no,ENSG00000120659,Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254),Secreted,group 3 innate lymphoid cell,RANKL,0.183,0.141,0.183,851,341,-0.378,HALLMARK,IL-2/STAT5 Signaling,False
TRAF1,,,no,ENSG00000056558,TNF receptor-associated factor 1 (Epstein-Barr virus-induced protein 6),,"Langerhans cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell",,1.024,0.844,1.024,4752,2040,-0.279,HALLMARK,IL-2/STAT5 Signaling,False
TWSG1,,,no,ENSG00000128791,Twisted gastrulation protein homolog 1,Secreted,kidney collecting duct principal cell;renal principal cell,,0.954,1.198,1.198,4427,2896,0.329,HALLMARK,IL-2/STAT5 Signaling,True
UMPS,,,no,ENSG00000114491,Uridine 5'-monophosphate synthase (UMP synthase),,,,2.074,1.739,2.074,9625,4202,-0.254,HALLMARK,IL-2/STAT5 Signaling,True
XBP1,,,no,ENSG00000100219,X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5),Endoplasmic reticulum,luminal epithelial cell of mammary gland;ileal goblet cell;IgG plasmablast;IgA plasmablast;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;tracheobronchial serous cell;serous cell of epithelium of trachea;serous cell of epithelium of bronchus,,5.446,4.462,5.446,25275,10785,-0.287,HALLMARK,IL-2/STAT5 Signaling,False
