gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
MYD88,,,no,ENSG00000172936,Myeloid differentiation primary response protein MyD88,Cytoplasm,dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;Langerhans cell;non-classical monocyte,,3.966,3.207,3.966,18406,7750,-0.307,HALLMARK,Interferon Gamma Response,False
NCOA3,,,no,ENSG00000124151,Nuclear receptor coactivator 3 (NCoA-3),Cytoplasm;Nucleus,cardiac endothelial cell;IgA plasmablast;papillary tips cell,,3.623,2.864,3.623,16813,6923,-0.339,HALLMARK,Interferon Gamma Response,False
NFKB1,,,no,ENSG00000109320,Nuclear factor NF-kappa-B p105 subunit (DNA-binding factor KBF1) (EBP-1) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1),Nucleus,"cortical thymic epithelial cell;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;mast cell;mucosal type mast cell;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;myeloid cell;fibroblast of connective tissue of nonglandular part of prostate",,4.059,3.775,4.059,18836,9124,-0.104,HALLMARK,Interferon Gamma Response,False
NLRC5,,,no,ENSG00000140853,Protein NLRC5 (Caterpiller protein 16.1) (CLR16.1) (Nucleotide-binding oligomerization domain protein 27) (Nucleotide-binding oligomerization domain protein 4),Cytoplasm,,,6.075,5.398,6.075,28195,13046,-0.171,HALLMARK,Interferon Gamma Response,True
NOD1,,,no,ENSG00000106100,Nucleotide-binding oligomerization domain-containing protein 1 (hNod1) (Caspase recruitment domain-containing protein 4),Cell membrane,,,1.075,1.042,1.075,4987,2519,-0.044,HALLMARK,Interferon Gamma Response,True
NUP93,,,no,ENSG00000102900,Nuclear pore complex protein Nup93 (93 kDa nucleoporin) (Nucleoporin Nup93),Nucleus membrane,,,2.861,2.202,2.861,13276,5322,-0.378,HALLMARK,Interferon Gamma Response,True
OAS3,,,no,ENSG00000111331,2'-5'-oligoadenylate synthase 3 ((2-5')oligo(A) synthase 3) (2-5A synthase 3),Cytoplasm;Nucleus,,,6.093,4.574,6.093,28276,11056,-0.413,HALLMARK,Interferon Gamma Response,True
OGFR,,,no,ENSG00000060491,Opioid growth factor receptor (OGFr) (Protein 7-60) (Zeta-type opioid receptor),Cytoplasm,,,7.84,3.358,7.84,36385,8115,-1.223,HALLMARK,Interferon Gamma Response,True
P2RY14,,,no,ENSG00000174944,P2Y purinoceptor 14 (P2Y14) (G-protein coupled receptor 105) (UDP-glucose receptor),Cell membrane,lens fiber cell;secondary lens fiber;decidual cell;mature astrocyte,,0.106,0.142,0.142,493,344,0.422,HALLMARK,Interferon Gamma Response,True
PDE4B,,,no,ENSG00000184588,"cAMP-specific 3',5'-cyclic phosphodiesterase 4B",Cytoplasm,lung endothelial cell;endothelial cell;endothelial cell of vascular tree;retinal pigment epithelial cell;inflammatory macrophage;neuron associated cell;neuron associated cell (sensu Vertebrata);oligodendrocyte precursor cell;glial cell;macroglial cell;astrocyte;Bergmann glial cell;oligodendrocyte;retina horizontal cell,,2.4,1.651,2.4,11136,3990,-0.54,HALLMARK,Interferon Gamma Response,False
PFKP,,,no,ENSG00000067057,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P)",Cytoplasm,corneal endothelial cell,,2.991,2.502,2.991,13883,6048,-0.258,HALLMARK,Interferon Gamma Response,False
PIM1,,,no,ENSG00000137193,Serine/threonine-protein kinase pim-1,Cell membrane,"mesothelial cell of pleura;erythrocyte;enucleate erythrocyte;T-helper 17 cell;exhausted T cell;group 2 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;erythroid lineage cell;reticulocyte;enucleated reticulocyte",,2.545,2.28,2.545,11810,5511,-0.158,HALLMARK,Interferon Gamma Response,False
PLA2G4A,,,no,ENSG00000116711,Cytosolic phospholipase A2 (cPLA2) (Phospholipase A2 group IVA),Cytoplasm,glutamatergic neuron;kidney interstitial fibroblast;kidney interstitial cell,,0.407,0.309,0.407,1887,748,-0.394,HALLMARK,Interferon Gamma Response,False
PLSCR1,,,no,ENSG00000188313,Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (Mg(2+)-dependent nuclease),Cell membrane,liver dendritic cell,,2.116,2.472,2.472,9819,5975,0.225,HALLMARK,Interferon Gamma Response,False
PML,,,no,ENSG00000140464,Protein PML (E3 SUMO-protein ligase PML),Nucleus;Nucleus,,,4.727,4.195,4.727,21939,10139,-0.172,HALLMARK,Interferon Gamma Response,True
PNP,,,no,ENSG00000198805,Purine nucleoside phosphorylase (PNP),Cytoplasm,squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;placental villous trophoblast;reticulocyte;enucleated reticulocyte,,0.662,0.529,0.662,3071,1278,-0.324,HALLMARK,Interferon Gamma Response,False
PNPT1,,,no,ENSG00000138035,"Polyribonucleotide nucleotidyltransferase 1, mitochondrial",Cytoplasm,,,0.909,1.029,1.029,4217,2486,0.179,HALLMARK,Interferon Gamma Response,True
PSMB10,,,no,,,,,,14.328,8.84,14.328,66497,21365,-0.697,HALLMARK,Interferon Gamma Response,False
PSMB8,,,no,,,,,,8.06,5.111,8.06,37404,12352,-0.657,HALLMARK,Interferon Gamma Response,False
PSMB9,,,no,,,,,,8.718,5.961,8.718,40459,14407,-0.548,HALLMARK,Interferon Gamma Response,False
PTGS2,,,no,ENSG00000073756,Prostaglandin G/H synthase 2,Microsome membrane,colon macrophage;blood cell;granulocyte;mast cell;myeloid cell;fibroblast of mammary gland;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate,,0.249,0.236,0.249,1155,570,-0.078,HALLMARK,Interferon Gamma Response,False
PTPN1,,,no,ENSG00000196396,Tyrosine-protein phosphatase non-receptor type 1,Endoplasmic reticulum membrane,type I pneumocyte;elicited macrophage;inflammatory macrophage,,8.32,5.064,8.32,38611,12240,-0.716,HALLMARK,Interferon Gamma Response,False
PTPN2,,,no,ENSG00000175354,Tyrosine-protein phosphatase non-receptor type 2,Nucleus;Cytoplasm;Cell membrane,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte",,5.979,5.823,5.979,27750,14073,-0.038,HALLMARK,Interferon Gamma Response,False
PTPN6,,,no,ENSG00000111679,Tyrosine-protein phosphatase non-receptor type 6,Cytoplasm;Nucleus,"eosinophil;leukocyte;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;B-1a B cell;B-1b B cell;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;B cell",,11.081,7.893,11.081,51425,19077,-0.489,HALLMARK,Interferon Gamma Response,False
RAPGEF6,,,no,ENSG00000158987,Rap guanine nucleotide exchange factor 6 (PDZ domain-containing guanine nucleotide exchange factor 2) (PDZ-GEF2) (RA-GEF-2),Cytoplasm,neuroendocrine cell;chromaffin cell,,2.344,2.466,2.466,10877,5961,0.074,HALLMARK,Interferon Gamma Response,False
RBCK1,,,no,ENSG00000125826,RanBP-type and C3HC4-type zinc finger-containing protein 1,,,,4.27,2.934,4.27,19815,7091,-0.541,HALLMARK,Interferon Gamma Response,True
RIPK1,,,no,ENSG00000137275,Receptor-interacting serine/threonine-protein kinase 1,Cytoplasm,,,2.993,2.101,2.993,13891,5077,-0.511,HALLMARK,Interferon Gamma Response,True
RIPK2,,,no,ENSG00000104312,Receptor-interacting serine/threonine-protein kinase 2,Cytoplasm,epithelial cell of uterus,,2.585,0.873,2.585,11996,2111,-1.565,HALLMARK,Interferon Gamma Response,True
RNF31,,,no,ENSG00000092098,E3 ubiquitin-protein ligase RNF31,Cytoplasm,,,2.565,2.137,2.565,11906,5165,-0.264,HALLMARK,Interferon Gamma Response,True
RSAD2,,,no,ENSG00000134321,S-adenosylmethionine-dependent nucleotide dehydratase RSAD2 (SAND),Endoplasmic reticulum membrane,"activated CD4-positive, alpha-beta T cell, human",,1.414,1.2,1.414,6563,2900,-0.237,HALLMARK,Interferon Gamma Response,False
SAMHD1,,,no,ENSG00000101347,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase),Nucleus,"CD14-positive, CD16-negative classical monocyte;dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;CD141-positive myeloid dendritic cell;conventional dendritic cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell;dendritic cell, human;liver dendritic cell;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;myeloid cell;promonocyte;Schwann cell",,5.733,5.741,5.741,26607,13875,0.002,HALLMARK,Interferon Gamma Response,False
SELP,,,no,ENSG00000174175,P-selectin (CD62 antigen-like family member P) (Granule membrane protein 140) (GMP-140) (Leukocyte-endothelial cell adhesion molecule 3) (LECAM3) (Platelet activation dependent granule-external membrane protein) (PADGEM) (CD antigen CD62P),Cell membrane,squamous epithelial cell;vein endothelial cell;retinal blood vessel endothelial cell;endothelial cell of artery;prostate gland microvascular endothelial cell;endothelial cell;endothelial cell of vascular tree;endocardial cell;platelet;megakaryocyte,CD34;SELPLG,0.527,0.808,0.808,2448,1952,0.615,HALLMARK,Interferon Gamma Response,False
SLAMF7,,,no,ENSG00000026751,SLAM family member 7 (CD2 subset 1) (CD2-like receptor-activating cytotoxic cells) (CRACC) (Membrane protein FOAP-12) (Novel Ly9) (Protein 19A) (CD antigen CD319),Membrane,"plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;myeloid dendritic cell, human;plasmablast;IgG plasmablast;IgA plasmablast;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell",,0.899,0.946,0.946,4170,2287,0.075,HALLMARK,Interferon Gamma Response,False
SOCS1,,,no,ENSG00000185338,Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3),Nucleus,"intestinal crypt stem cell of large intestine;epithelial cell of thymus;basophil;mast cell;mucosal type mast cell;T cell;effector CD4-positive, alpha-beta T cell;DN3 thymocyte;decidual natural killer cell, human;group 2 innate lymphoid cell;DN1 thymic pro-T cell",,4.789,2.159,4.789,22226,5219,-1.149,HALLMARK,Interferon Gamma Response,False
SOCS3,,,no,ENSG00000184557,Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (STAT-induced STAT inhibitor 3) (SSI-3),,mesenchymal stem cell;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;gut endothelial cell;endothelial cell of uterus;tongue muscle cell;decidual cell;myofibroblast cell;tendon cell,,2.437,4.266,4.266,11309,10311,0.808,HALLMARK,Interferon Gamma Response,False
SP110,,,no,ENSG00000135899,Sp110 nuclear body protein (Interferon-induced protein 41/75) (Speckled 110 kDa) (Transcriptional coactivator Sp110),Nucleus,"plasmacytoid dendritic cell, human;dendritic cell, human;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG memory B cell;IgG-negative class switched memory B cell;B-1a B cell;B-1b B cell;activated CD4-positive, alpha-beta T cell, human;activated CD8-positive, alpha-beta T cell, human;B cell",,8.884,7.585,8.884,41232,18333,-0.228,HALLMARK,Interferon Gamma Response,False
SPPL2A,,,no,ENSG00000138600,Signal peptide peptidase-like 2A (SPP-like 2A) (SPPL2a),Late endosome membrane,,,4.208,3.113,4.208,19529,7524,-0.435,HALLMARK,Interferon Gamma Response,True
SRI,,,no,ENSG00000075142,Sorcin (22 kDa protein) (CP-22) (CP22) (V19),Cytoplasm;Sarcoplasmic reticulum membrane,paneth cell of colon;microfold cell of epithelium of small intestine;extravillous trophoblast;professional antigen presenting cell;dendritic cell;transit amplifying cell of colon,,2.732,2.339,2.732,12677,5653,-0.224,HALLMARK,Interferon Gamma Response,False
STAT1,,,no,ENSG00000115415,Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84),Cytoplasm,"pancreatic A cell;lens fiber cell;secondary lens fiber;intermediate monocyte;T cell;activated CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human",,11.571,11.161,11.571,53702,26975,-0.052,HALLMARK,Interferon Gamma Response,False
STAT2,,,no,ENSG00000170581,Signal transducer and activator of transcription 2 (p113),Cytoplasm,,,8.025,4.894,8.025,37241,11829,-0.713,HALLMARK,Interferon Gamma Response,True
STAT3,,,no,ENSG00000168610,Signal transducer and activator of transcription 3 (Acute-phase response factor),Cytoplasm,,,7.541,6.842,7.541,34997,16537,-0.14,HALLMARK,Interferon Gamma Response,True
STAT4,,,no,ENSG00000138378,Signal transducer and activator of transcription 4,Cytoplasm;Nucleus,"T-helper 1 cell;activated CD8-positive, alpha-beta T cell",,0.626,0.673,0.673,2907,1626,0.103,HALLMARK,Interferon Gamma Response,False
TAP1,,,no,ENSG00000168394,Antigen peptide transporter 1 (APT1),Endoplasmic reticulum membrane,"leukocyte;CD141-positive myeloid dendritic cell;myeloid dendritic cell, human;plasmablast;mononuclear cell;alpha-beta T cell;mature alpha-beta T cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;mucosal invariant T cell;mature T cell;exhausted T cell;pre-conventional dendritic cell",,8.411,4.719,8.411,39035,11405,-0.834,HALLMARK,Interferon Gamma Response,False
TDRD7,,,no,ENSG00000196116,Tudor domain-containing protein 7 (PCTAIRE2-binding protein) (Tudor repeat associator with PCTAIRE-2) (Trap),Cytoplasm,secondary lens fiber,,1.411,1.322,1.411,6547,3196,-0.093,HALLMARK,Interferon Gamma Response,True
TNFAIP3,,,no,,,,,,8.128,3.275,8.128,37722,7915,-1.311,HALLMARK,Interferon Gamma Response,False
TNFSF10,,,no,ENSG00000121858,Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253),Cell membrane,epithelial cell;glomerular capillary endothelial cell;lung endothelial cell;goblet cell;respiratory goblet cell;bronchial goblet cell;tracheal goblet cell;club cell;endothelial cell;endothelial cell of vascular tree;mast cell,TRAIL,3.638,3.163,3.638,16884,7645,-0.202,HALLMARK,Interferon Gamma Response,False
TRAFD1,,,no,ENSG00000135148,TRAF-type zinc finger domain-containing protein 1 (Protein FLN29),,duct epithelial cell;luminal epithelial cell of mammary gland;mammary gland epithelial cell,,4.116,3.317,4.116,19104,8017,-0.311,HALLMARK,Interferon Gamma Response,True
TRIM21,,,no,ENSG00000132109,E3 ubiquitin-protein ligase TRIM21,Cytoplasm,,,2.831,2.867,2.867,13137,6929,0.018,HALLMARK,Interferon Gamma Response,True
TRIM25,,,no,ENSG00000121060,E3 ubiquitin/ISG15 ligase TRIM25,Cytoplasm,,,2.782,2.85,2.85,12911,6887,0.035,HALLMARK,Interferon Gamma Response,True
TXNIP,,,no,,,,,,63.041,31.57,63.041,292566,76300,-0.998,HALLMARK,Interferon Gamma Response,True
VAMP5,,,no,ENSG00000168899,Vesicle-associated membrane protein 5 (VAMP-5) (Myobrevin),Cell membrane,endothelial tip cell;endothelial cell of umbilical vein;vasa recta ascending limb cell;kidney capillary endothelial cell;glomerular capillary endothelial cell;capillary endothelial cell;lung microvascular endothelial cell;lung endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell of uterus;cerebral cortex endothelial cell;peripheral blood mononuclear cell,,1.036,0.742,1.036,4810,1794,-0.482,HALLMARK,Interferon Gamma Response,False
VCAM1,,,no,ENSG00000162692,Vascular cell adhesion protein 1 (V-CAM 1) (VCAM-1) (INCAM-100) (CD antigen CD106),Secreted,vasa recta ascending limb cell;prostate gland microvascular endothelial cell;medullary thymic epithelial cell;parietal epithelial cell;kidney loop of Henle thin descending limb epithelial cell;follicular dendritic cell;connective tissue cell;fibroblast;fibroblast of lung;mesothelial fibroblast,VCAM,3.646,1.896,3.646,16920,4582,-0.943,HALLMARK,Interferon Gamma Response,False
ZBP1,,,no,ENSG00000124256,Z-DNA-binding protein 1 (DNA-dependent activator of IFN-regulatory factors) (DAI) (Tumor stroma and activated macrophage protein DLM-1),Cytoplasm,"mature B cell;plasmablast;activated CD4-positive, alpha-beta T cell, human;activated CD8-positive, alpha-beta T cell, human;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;CD16-negative, CD56-bright natural killer cell, human",,0.615,0.504,0.615,2852,1219,-0.285,HALLMARK,Interferon Gamma Response,False
