gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio
ACHE,,,no,True,ENSG00000087085,Acetylcholinesterase (AChE),Synapse,medullary thymic epithelial cell;follicular dendritic cell,,1.114,1.099,1.114,5170,2655,-0.02
CHRNA1,,,no,False,,,,,,0.405,0.442,0.442,1879,1068,0.126
CHRNB1,,,no,True,ENSG00000170175,Acetylcholine receptor subunit beta,Postsynaptic cell membrane,,SLURP,1.142,0.88,1.142,5300,2128,-0.375
