gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
NCOA3,,,no,ENSG00000124151,Nuclear receptor coactivator 3 (NCoA-3),Cytoplasm;Nucleus,cardiac endothelial cell;IgA plasmablast;papillary tips cell,,3.623,2.864,3.623,16813,6923,-0.339,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
NEFL,,,no,ENSG00000277586,Neurofilament light polypeptide (NF-L) (68 kDa neurofilament protein) (Neurofilament triplet L protein),Cell projection,Mueller cell;neuron;enteric neuron;ON-bipolar cell;OFF-bipolar cell;retinal ganglion cell;glycinergic neuron,,0.654,0.129,0.654,3033,311,-2.344,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
NF1,,,no,ENSG00000196712,Neurofibromin (Neurofibromatosis-related protein NF-1),Nucleus,,,1.725,1.512,1.725,8006,3655,-0.19,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
NRAS,,,no,ENSG00000213281,GTPase NRas,Cell membrane,,,1.959,2.204,2.204,9092,5326,0.17,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PDGFA,,,no,ENSG00000197461,Platelet-derived growth factor subunit A (PDGF subunit A) (PDGF-1) (Platelet-derived growth factor A chain) (Platelet-derived growth factor alpha polypeptide),Secreted,"paneth cell of epithelium of small intestine;CD14-positive, CD16-negative classical monocyte;myometrial cell;CD14-positive, CD16-positive monocyte",PDGF,1.045,1.494,1.494,4848,3610,0.516,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PDGFB,,,no,ENSG00000100311,Platelet-derived growth factor subunit B (PDGF subunit B) (PDGF-2) (Platelet-derived growth factor B chain) (Platelet-derived growth factor beta polypeptide) (Proto-oncogene c-Sis) (Becaplermin),Secreted,squamous epithelial cell;blood vessel endothelial cell;endothelial cell;endothelial cell of vascular tree,PDGF,0.497,0.85,0.85,2306,2054,0.774,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PDGFRA,,,no,ENSG00000134853,Platelet-derived growth factor receptor alpha (PDGF-R-alpha) (PDGFR-alpha),Cell membrane,mesenchymal stem cell;interstitial cell of Cajal;mesodermal cell;muscle cell;smooth muscle cell;connective tissue cell;fibroblast;keratocyte;alveolar type 2 fibroblast cell;fibroblast of cardiac tissue;fibroblast of breast;mesothelial fibroblast;myofibroblast cell;stromal cell;stromal cell of ovary;interstitial cell of ovary;mesangial cell;mesenchymal cell;fibro/adipogenic progenitor cell,PDGF,3.315,2.469,3.315,15383,5967,-0.425,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PDGFRB,,,no,ENSG00000113721,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta),Cell membrane,cerebral cortex endothelial cell;muscle cell;smooth muscle cell;vascular associated smooth muscle cell;bronchial smooth muscle cell;smooth muscle myoblast;connective tissue cell;fibroblast;keratocyte;hepatic stellate cell;preadipocyte;brown preadipocyte;pancreatic stellate cell;pericyte;renal interstitial pericyte;mural cell,PDGF,3.703,5.218,5.218,17187,12611,0.495,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PEA15,,,no,ENSG00000162734,Astrocytic phosphoprotein PEA-15 (15 kDa phosphoprotein enriched in astrocytes) (Phosphoprotein enriched in diabetes) (PED),Cytoplasm,radial glial cell;forebrain radial glial cell;OFF-bipolar cell;glycinergic neuron,,3.302,3.324,3.324,15323,8034,0.01,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PIK3CA,,,no,ENSG00000121879,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha)",,,,5.659,3.807,5.659,26265,9201,-0.572,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PIK3CB,,,no,ENSG00000051382,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform (PI3-kinase subunit beta) (PI3K-beta) (PI3Kbeta) (PtdIns-3-kinase subunit beta)",Cytoplasm,,,3.047,2.449,3.047,14140,5919,-0.315,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PIK3R1,,,no,ENSG00000145675,Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha),,epithelial cell of thymus;cortical thymic epithelial cell;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;keratocyte,,3.459,3.316,3.459,16053,8015,-0.061,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PIK3R2,,,no,ENSG00000105647,Phosphatidylinositol 3-kinase regulatory subunit beta (PI3-kinase regulatory subunit beta) (PI3K regulatory subunit beta) (PtdIns-3-kinase regulatory subunit beta) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit beta) (PI3-kinase subunit p85-beta) (PtdIns-3-kinase regulatory subunit p85-beta),,,,3.027,2.142,3.027,14048,5178,-0.499,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PPP2CA,,,no,ENSG00000113575,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha),Cytoplasm,,,3.405,3.137,3.405,15803,7582,-0.118,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PPP2R1A,,,no,ENSG00000105568,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform (Medium tumor antigen-associated 61 kDa protein) (PP2A subunit A isoform PR65-alpha) (PP2A subunit A isoform R1-alpha),Cytoplasm,glioblast;Schwann cell precursor;ovarian surface epithelial cell,,9.001,6.494,9.001,41771,15695,-0.471,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PRKACB,,,no,ENSG00000142875,cAMP-dependent protein kinase catalytic subunit beta (PKA C-beta),Cytoplasm,,,6.9,5.932,6.9,32021,14336,-0.218,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PRKCA,,,no,ENSG00000154229,Protein kinase C alpha type (PKC-A) (PKC-alpha),Cytoplasm,endothelial cell of hepatic sinusoid;endothelial cell of pericentral hepatic sinusoid;Bergmann glial cell;Schwann cell;neuron;kidney interstitial fibroblast,,0.994,0.533,0.994,4615,1288,-0.9,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PRKCQ,,,no,ENSG00000065675,Protein kinase C theta type,Cytoplasm;Cell membrane,,,2.308,1.948,2.308,10713,4708,-0.245,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSMA6,,,no,ENSG00000100902,Proteasome subunit alpha type-6 (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain),Cytoplasm,"professional antigen presenting cell;dendritic cell;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;early lymphoid progenitor;common lymphoid progenitor",,5.023,3.125,5.023,23312,7552,-0.685,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PSMB10,,,no,,,,,,14.328,8.84,14.328,66497,21365,-0.697,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PSMB11,,,no,,,,,,0.17,0.109,0.17,787,264,-0.635,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PSMB5,,,no,ENSG00000100804,Proteasome subunit beta type-5,Cytoplasm,cortical thymic epithelial cell,,2.651,1.595,2.651,12301,3856,-0.732,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PSMB6,,,no,,,,,,7.317,4.869,7.317,33958,11768,-0.588,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSMB7,,,no,,,,,,10.271,5.831,10.271,47669,14094,-0.817,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSMB8,,,no,,,,,,8.06,5.111,8.06,37404,12352,-0.657,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PSMB9,,,no,,,,,,8.718,5.961,8.718,40459,14407,-0.548,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
PSMC2,,,no,ENSG00000161057,26S proteasome regulatory subunit 7 (26S proteasome AAA-ATPase subunit RPT1) (Proteasome 26S subunit ATPase 2),Cytoplasm,,,3.374,2.053,3.374,15658,4963,-0.716,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSMC5,,,no,ENSG00000087191,26S proteasome regulatory subunit 8 (26S proteasome AAA-ATPase subunit RPT6) (Proteasome 26S subunit ATPase 5) (Proteasome subunit p45) (Thyroid hormone receptor-interacting protein 1) (TRIP1) (p45/SUG),Cytoplasm,,,12.518,9.134,12.518,58096,22076,-0.455,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSMD10,,,no,ENSG00000101843,26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK)),Cytoplasm,,,0.903,0.888,0.903,4191,2146,-0.024,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSMD2,,,no,ENSG00000175166,26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97) (Protein 55.11) (Tumor necrosis factor type 1 receptor-associated protein 2),,fallopian tube secretory epithelial cell,,6.213,4.966,6.213,28836,12003,-0.323,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSMD3,,,no,ENSG00000108344,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),,,,7.473,5.093,7.473,34681,12310,-0.553,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSMD4,,,no,ENSG00000159352,26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Antisecretory factor 1) (AF) (ASF) (Multiubiquitin chain-binding protein),,placental villous trophoblast,,7.275,4.642,7.275,33761,11219,-0.648,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PSME3,,,no,ENSG00000131467,Proteasome activator complex subunit 3 (11S regulator complex subunit gamma) (REG-gamma) (Activator of multicatalytic protease subunit 3) (Ki nuclear autoantigen) (Proteasome activator 28 subunit gamma) (PA28g) (PA28gamma),Nucleus,,,5.832,5.017,5.832,27068,12126,-0.217,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PTK2,,,no,ENSG00000169398,Focal adhesion kinase 1 (FADK 1),Cell junction,papillary tips cell;neural progenitor cell,,3.178,2.739,3.178,14748,6620,-0.214,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
PTPN11,,,no,ENSG00000179295,Tyrosine-protein phosphatase non-receptor type 11,Cytoplasm,,,4.534,3.98,4.534,21043,9618,-0.188,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
RAG1,,,no,ENSG00000166349,V(D)J recombination-activating protein 1 (RAG-1) (RING finger protein 74),Nucleus,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;precursor B cell;small pre-B-II cell;pre-B-I cell;late pro-B cell;hematopoietic precursor cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-B cell;common lymphoid progenitor",,0.169,0.27,0.27,785,653,0.676,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
RAG2,,,no,,,,,,0.086,0.185,0.185,401,446,1.095,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
RANBP9,,,no,ENSG00000010017,Ran-binding protein 9 (RanBP9) (BPM-L) (BPM90) (Ran-binding protein M) (RanBPM) (RanBP7),Cytoplasm,,,8.525,6.094,8.525,39565,14729,-0.484,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
RAP1A,,,no,ENSG00000116473,Ras-related protein Rap-1A,Cell membrane,mast cell;mucosal type mast cell,,11.774,11.049,11.774,54640,26705,-0.092,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
RASGRP1,,,no,ENSG00000172575,RAS guanyl-releasing protein 1 (Calcium and DAG-regulated guanine nucleotide exchange factor II) (CalDAG-GEFII) (Ras guanyl-releasing protein),Cytoplasm,memory regulatory T cell;DN4 thymocyte,,4.085,4.28,4.28,18958,10345,0.067,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
RBX1,,,no,ENSG00000100387,E3 ubiquitin-protein ligase RBX1,Cytoplasm,erythroid lineage cell,,1.086,0.684,1.086,5040,1653,-0.667,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
RET,,,no,ENSG00000165731,Proto-oncogene tyrosine-protein kinase receptor Ret,Cell membrane,lung neuroendocrine cell,,0.188,0.413,0.413,871,998,1.138,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
RNASE3,,,no,ENSG00000169397,Eosinophil cationic protein (ECP),Secreted,bone marrow cell;granulocyte monocyte progenitor cell;immature neutrophil;promyelocyte;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell;common myeloid progenitor,,0.166,0.34,0.34,769,822,1.037,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
SHC1,,,no,ENSG00000160691,SHC-transforming protein 1 (SHC-transforming protein 3) (SHC-transforming protein A) (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1),Cytoplasm;Cell junction,endothelial tip cell;endothelial cell of lymphatic vessel;surface ectodermal cell,,5.189,3.817,5.189,24082,9226,-0.443,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
SOS1,,,no,ENSG00000115904,Son of sevenless homolog 1 (SOS-1),,mesothelial fibroblast;fat cell;white fat cell;brown fat cell;adipocyte of epicardial fat of left ventricle,,3.437,3.208,3.437,15951,7754,-0.099,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
SPTA1,,,no,ENSG00000163554,"Spectrin alpha chain, erythrocytic 1 (Erythroid alpha-spectrin)",Cytoplasm,blood cell;erythrocyte;enucleate erythrocyte;erythroid lineage cell;reticulocyte;enucleated reticulocyte;erythroblast;primitive red blood cell,,0.102,0.13,0.13,475,313,0.339,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
SPTBN1,,,no,ENSG00000115306,"Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)",Cytoplasm,epithelial cell;intrahepatic cholangiocyte;lung endothelial cell;endothelial cell;endothelial cell of vascular tree;surface ectodermal cell;fat cell;white fat cell;fibro/adipogenic progenitor cell,,8.17,8.406,8.406,37917,20316,0.041,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
SRC,,,no,ENSG00000197122,Proto-oncogene tyrosine-protein kinase Src,Cell membrane,,,0.789,0.825,0.825,3663,1993,0.063,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
TEK,,,no,ENSG00000120156,Angiopoietin-1 receptor,Cell membrane,blood vessel endothelial cell;vasa recta ascending limb cell;vasa recta descending limb cell;kidney capillary endothelial cell;glomerular capillary endothelial cell;fenestrated cell;glomerular endothelial cell;endothelial cell;endothelial cell of sinusoid;endothelial cell of uterus;cardiac endothelial cell;endocardial cell,ANGPT,0.657,0.705,0.705,3051,1705,0.102,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
TGFA,,,no,ENSG00000163235,Protransforming growth factor alpha,Cell membrane,,EGF,0.593,0.408,0.593,2753,987,-0.539,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
TYK2,,,no,ENSG00000105397,Non-receptor tyrosine-protein kinase TYK2,,,,8.772,6.668,8.772,40708,16116,-0.396,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
VCL,,,no,ENSG00000035403,Vinculin (Metavinculin) (MV),Cell membrane,enteric smooth muscle cell;platelet;megakaryocyte-erythroid progenitor cell;megakaryocyte,,1.354,1.326,1.354,6285,3204,-0.031,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,False
XPO1,,,no,ENSG00000082898,Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog),Cytoplasm;Nucleus,,,5.032,5.07,5.07,23352,12254,0.011,REACTOME,MAPK Family Signaling Cascades R-HSA-5683057,True
