gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
TFRC,,,no,ENSG00000072274,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (T9) (p90) (CD antigen CD71),Cell membrane,inflammatory macrophage;alveolar macrophage;lung macrophage;erythrocyte;enucleate erythrocyte;immature innate lymphoid cell;myeloid cell;erythroid lineage cell;proerythroblast;erythroblast;primitive red blood cell;transit amplifying cell of small intestine,,2.811,2.112,2.811,13047,5104,-0.413,HALLMARK,mTORC1 Signaling,False
TMEM97,,,no,ENSG00000109084,Sigma intracellular receptor 2 (Sigma-2 receptor) (Sigma2 receptor) (Meningioma-associated protein 30) (Transmembrane protein 97),Nucleus membrane,Sertoli cell;mesothelial cell;pancreatic acinar cell;Leydig cell,,0.665,0.562,0.665,3088,1358,-0.244,HALLMARK,mTORC1 Signaling,True
TOMM40,,,no,ENSG00000130204,Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5),Mitochondrion outer membrane,,,0.788,0.697,0.788,3656,1684,-0.177,HALLMARK,mTORC1 Signaling,True
TRIB3,,,no,ENSG00000101255,Tribbles homolog 3 (TRB-3) (Neuronal cell death-inducible putative kinase) (SINK) (p65-interacting inhibitor of NF-kappa-B),Nucleus,myoepithelial cell;myoepithelial cell of mammary gland,,0.399,0.477,0.477,1851,1152,0.257,HALLMARK,mTORC1 Signaling,True
TUBA4A,,,no,ENSG00000127824,Tubulin alpha-4A chain,Cytoplasm,pancreatic D cell;platelet;T-helper 17 cell;megakaryocyte;erythroid lineage cell,,4.739,2.032,4.739,21995,4910,-1.222,HALLMARK,mTORC1 Signaling,True
TUBG1,,,no,ENSG00000131462,Tubulin gamma-1 chain (Gamma-1-tubulin) (Gamma-tubulin complex component 1) (GCP-1),Cytoplasm,erythroid lineage cell;enucleated reticulocyte;erythroblast,,1.05,0.664,1.05,4871,1606,-0.659,HALLMARK,mTORC1 Signaling,True
TXNRD1,,,no,ENSG00000198431,"Thioredoxin reductase 1, cytoplasmic (TR)",Cytoplasm,epithelial cell of lacrimal sac;myoepithelial cell;myoepithelial cell of mammary gland;basal cell of prostate epithelium;conjunctival epithelial cell;preadipocyte;brown preadipocyte;brown fat cell,,2.851,2.575,2.851,13231,6224,-0.147,HALLMARK,mTORC1 Signaling,True
UBE2D3,,,no,ENSG00000109332,Ubiquitin-conjugating enzyme E2 D3,Cell membrane,myeloid leukocyte,,9.511,9.854,9.854,44140,23815,0.051,HALLMARK,mTORC1 Signaling,False
UNG,,,no,ENSG00000076248,Uracil-DNA glycosylase (UDG),Nucleus,,,1.5,1.234,1.5,6962,2983,-0.281,HALLMARK,mTORC1 Signaling,True
VLDLR,,,no,ENSG00000147852,Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R),Cell membrane,,RELN,0.402,0.621,0.621,1866,1501,0.627,HALLMARK,mTORC1 Signaling,True
XBP1,,,no,ENSG00000100219,X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5),Endoplasmic reticulum,luminal epithelial cell of mammary gland;ileal goblet cell;IgG plasmablast;IgA plasmablast;plasma cell;IgG plasma cell;IgM plasma cell;IgA plasma cell;tracheobronchial serous cell;serous cell of epithelium of trachea;serous cell of epithelium of bronchus,,5.446,4.462,5.446,25275,10785,-0.287,HALLMARK,mTORC1 Signaling,False
