gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio,pathway_source,pathway_term,was_uncategorized
CDKN1A,,,no,ENSG00000124762,Cyclin-dependent kinase inhibitor 1 (CDK-interacting protein 1) (Melanoma differentiation-associated protein 6) (MDA-6) (p21),Cytoplasm,skeletal muscle satellite stem cell;epithelial cell of lacrimal sac;prostate gland microvascular endothelial cell;medullary thymic epithelial cell;vascular associated smooth muscle cell;myometrial cell;skeletal muscle satellite cell;mature conventional dendritic cell;tendon cell,,5.455,6.248,6.248,25314,15101,0.196,REACTOME,Signaling By Interleukins R-HSA-449147,False
CHUK,,,no,ENSG00000213341,Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase),Cytoplasm,,,1.238,1.36,1.36,5747,3288,0.136,REACTOME,Signaling By Interleukins R-HSA-449147,True
CLSTN1,,,no,ENSG00000171603,Calsyntenin-1 (Alcadein-alpha) (Alc-alpha) (Alzheimer-related cadherin-like protein) (Non-classical cadherin XB31alpha),Postsynaptic cell membrane,Cajal-Retzius cell,NRXN,5.381,3.426,5.381,24974,8281,-0.651,REACTOME,Signaling By Interleukins R-HSA-449147,True
CNTF,,,no,ENSG00000242689,Ciliary neurotrophic factor (CNTF),Cytoplasm,,LIFR,0.347,0.39,0.39,1611,943,0.169,REACTOME,Signaling By Interleukins R-HSA-449147,True
CREB1,,,no,ENSG00000118260,Cyclic AMP-responsive element-binding protein 1 (CREB-1) (cAMP-responsive element-binding protein 1),Nucleus,,,4.021,3.999,4.021,18661,9664,-0.008,REACTOME,Signaling By Interleukins R-HSA-449147,True
CRK,,,no,ENSG00000167193,Adapter molecule crk (Proto-oncogene c-Crk) (p38),Cytoplasm,,,3.041,3.081,3.081,14111,7446,0.019,REACTOME,Signaling By Interleukins R-HSA-449147,True
CRKL,,,no,ENSG00000099942,Crk-like protein,,,,2.044,1.758,2.044,9488,4249,-0.218,REACTOME,Signaling By Interleukins R-HSA-449147,True
CSF1,,,no,ENSG00000184371,Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) (Proteoglycan macrophage colony-stimulating factor) (PG-M-CSF),Cell membrane,blood cell;granulocyte;mast cell,CSF,1.916,1.908,1.916,8891,4611,-0.006,REACTOME,Signaling By Interleukins R-HSA-449147,True
CSF1R,,,no,ENSG00000182578,Macrophage colony-stimulating factor 1 receptor (CSF-1 receptor) (CSF-1-R) (CSF-1R) (M-CSF-R),Cell membrane,"phagocyte;macrophage;elicited macrophage;alternatively activated macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;colon macrophage;Hofbauer cell;osteoclast;professional antigen presenting cell;myeloid leukocyte;non-classical monocyte;CD14-low, CD16-positive monocyte;CD14-positive, CD16-positive monocyte;myeloid cell;macrophage dendritic cell progenitor",CSF,1.777,1.562,1.777,8245,3774,-0.186,REACTOME,Signaling By Interleukins R-HSA-449147,False
CSF2,,,no,ENSG00000164400,Granulocyte-macrophage colony-stimulating factor (GM-CSF) (Colony-stimulating factor) (CSF) (Molgramostin) (Sargramostim),Secreted,"endothelial cell of umbilical vein;T-helper 1 cell;activated CD4-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;type I NK T cell;group 3 innate lymphoid cell",IL4,0.041,0.053,0.053,189,127,0.368,REACTOME,Signaling By Interleukins R-HSA-449147,False
CSF2RA,,,no,ENSG00000198223,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha (GM-CSF-R-alpha) (GMCSFR-alpha) (GMR-alpha) (CDw116) (CD antigen CD116),Cell membrane,"elicited macrophage;inflammatory macrophage;microglial cell;colon macrophage;mononuclear phagocyte;placental villous trophoblast;syncytiotrophoblast cell;professional antigen presenting cell;dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell, human",IL4,1.319,1.046,1.319,6123,2527,-0.336,REACTOME,Signaling By Interleukins R-HSA-449147,False
CSF2RB,,,no,ENSG00000100368,Cytokine receptor common subunit beta (CDw131) (GM-CSF/IL-3/IL-5 receptor common beta subunit) (CD antigen CD131),Membrane,follicular dendritic cell;granulocyte;basophil;eosinophil;plasmacytoid dendritic cell;basophil mast progenitor cell,IL4,1.762,2.063,2.063,8178,4987,0.228,REACTOME,Signaling By Interleukins R-HSA-449147,False
CSF3,,,no,ENSG00000108342,Granulocyte colony-stimulating factor (G-CSF) (Pluripoietin) (Filgrastim) (Lenograstim),Secreted,epithelial cell;squamous epithelial cell;blood vessel endothelial cell;vein endothelial cell;prostate gland microvascular endothelial cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;endothelial cell;endothelial cell of vascular tree;myometrial cell;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate,CSF3,0.027,,0.027,123,0,,REACTOME,Signaling By Interleukins R-HSA-449147,False
CSF3R,,,no,ENSG00000119535,Granulocyte colony-stimulating factor receptor (G-CSF receptor) (G-CSF-R) (CD antigen CD114),Secreted,"classical monocyte;CD14-positive, CD16-negative classical monocyte;bone marrow cell;granulocyte monocyte progenitor cell;placental villous trophoblast;syncytiotrophoblast cell;blood cell;granulocyte;neutrophil;myeloid leukocyte;monocyte;CD14-positive monocyte;myeloid cell;promyelocyte",CSF3,0.808,1.361,1.361,3750,3290,0.752,REACTOME,Signaling By Interleukins R-HSA-449147,False
CTSG,,,no,ENSG00000100448,Cathepsin G (CG),Cell membrane,bone marrow cell;granulocyte monocyte progenitor cell;basophil;eosinophil;neutrophil;immature neutrophil;mast cell;double negative thymocyte;promonocyte;promyelocyte;myelocyte;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell;common myeloid progenitor,PARs;CTSG,0.126,0.216,0.216,584,521,0.777,REACTOME,Signaling By Interleukins R-HSA-449147,False
CUL1,,,no,ENSG00000055130,Cullin-1 (CUL-1),,,,6.355,4.883,6.355,29495,11802,-0.38,REACTOME,Signaling By Interleukins R-HSA-449147,True
CXCL10,,,no,ENSG00000169245,C-X-C motif chemokine 10 (10 kDa interferon gamma-induced protein) (Gamma-IP10) (IP-10) (Small-inducible cytokine B10),Secreted,medullary thymic epithelial cell;early T lineage precursor,CXCL,0.492,0.691,0.691,2285,1669,0.488,REACTOME,Signaling By Interleukins R-HSA-449147,False
CXCL2,,,no,ENSG00000081041,C-X-C motif chemokine 2 (Growth-regulated protein beta) (Gro-beta) (Macrophage inflammatory protein 2-alpha) (MIP2-alpha),Secreted,endothelial cell of artery;prostate gland microvascular endothelial cell;duodenum glandular cell;epithelial cell of uterus;endothelial cell of lymphatic vessel;alternatively activated macrophage;reticular cell;fibroblast of mammary gland;inflammatory cell,CXCL,0.14,0.326,0.326,648,787,1.222,REACTOME,Signaling By Interleukins R-HSA-449147,False
DUSP6,,,no,ENSG00000139318,Dual specificity protein phosphatase 6,Cytoplasm,classical monocyte;monocyte;group 2 innate lymphoid cell,,0.721,1.708,1.708,3344,4128,1.245,REACTOME,Signaling By Interleukins R-HSA-449147,False
EBI3,,,no,ENSG00000105246,Interleukin-27 subunit beta (IL-27 subunit beta) (IL-27B) (Epstein-Barr virus-induced gene 3 protein) (EBV-induced gene 3 protein),Secreted,trophoblast giant cell;extravillous trophoblast,IL12,0.609,0.275,0.609,2827,664,-1.149,REACTOME,Signaling By Interleukins R-HSA-449147,False
FASLG,,,no,ENSG00000117560,Tumor necrosis factor ligand superfamily member 6 (Apoptosis antigen ligand) (APTL) (CD95 ligand) (CD95-L) (Fas antigen ligand) (Fas ligand) (FasL) (CD antigen CD178),Cell membrane,"activated CD8-positive, alpha-beta T cell;gamma-delta T cell;intraepithelial lymphocyte;CD16-negative, CD56-bright natural killer cell, human",,0.073,0.132,0.132,340,319,0.849,REACTOME,Signaling By Interleukins R-HSA-449147,False
FBXW11,,,no,ENSG00000072803,F-box/WD repeat-containing protein 11 (F-box and WD repeats protein beta-TrCP2) (F-box/WD repeat-containing protein 1B) (Homologous to Slimb protein) (HOS),Cytoplasm,,,2.039,1.707,2.039,9461,4126,-0.256,REACTOME,Signaling By Interleukins R-HSA-449147,True
FCER2,,,no,ENSG00000104921,Low affinity immunoglobulin epsilon Fc receptor (BLAST-2) (C-type lectin domain family 4 member J) (Fc-epsilon-RII) (Immunoglobulin E-binding factor) (Lymphocyte IgE receptor) (CD antigen CD23),Cell membrane,professional antigen presenting cell;mature B cell;memory B cell;unswitched memory B cell;class switched memory B cell;IgG-negative class switched memory B cell;naive B cell;B-1a B cell;B-1b B cell;follicular B cell;mononuclear cell;lymphocyte;B cell;immature B cell;transitional stage B cell;IgM plasma cell,,1.547,1.239,1.547,7178,2995,-0.32,REACTOME,Signaling By Interleukins R-HSA-449147,False
FGF13,,,no,ENSG00000129682,Fibroblast growth factor 13 (FGF-13) (Fibroblast growth factor homologous factor 2) (FHF-2),Cytoplasm,chromaffin cell;epithelial cell of sweat gland;kidney distal convoluted tubule epithelial cell;ciliary muscle cell;neuronal brush cell;visceromotor neuron,,0.098,0.119,0.119,456,288,0.278,REACTOME,Signaling By Interleukins R-HSA-449147,True
FOXO1,,,no,ENSG00000150907,Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma),Cytoplasm,renal beta-intercalated cell;endothelial cell of pericentral hepatic sinusoid;skeletal muscle fiber;cell of skeletal muscle;fat cell;white fat cell;brown fat cell;subcutaneous fat cell;adipocyte of breast;epicardial adipocyte;adipocyte of epicardial fat of left ventricle,,4.399,3.376,4.399,20416,8159,-0.382,REACTOME,Signaling By Interleukins R-HSA-449147,False
FOXO3,,,no,ENSG00000118689,Forkhead box protein O3 (AF6q21 protein) (Forkhead in rhabdomyosarcoma-like 1),Cytoplasm,tongue muscle cell;skeletal muscle fibroblast;erythroid lineage cell,,3.615,1.334,3.615,16777,3224,-1.438,REACTOME,Signaling By Interleukins R-HSA-449147,False
FPR1,,,no,ENSG00000171051,fMet-Leu-Phe receptor (fMLP receptor) (N-formyl peptide receptor) (FPR) (N-formylpeptide chemoattractant receptor),Cell membrane,"phagocyte;macrophage;alveolar macrophage;microglial cell;lung macrophage;classical monocyte;CD14-positive, CD16-negative classical monocyte;blood cell;granulocyte;neutrophil;immature neutrophil;leukocyte;professional antigen presenting cell;myeloid leukocyte;monocyte;CD14-positive monocyte;CD14-positive, CD16-positive monocyte;intermediate monocyte;myeloid cell",ANNEXIN;TAFA;CTSG,0.242,0.472,0.472,1125,1140,0.96,REACTOME,Signaling By Interleukins R-HSA-449147,False
FSCN1,,,no,ENSG00000075618,Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55),Cytoplasm,glioblast;Schwann cell precursor;neural crest cell;Sertoli cell;endothelial tip cell;mesothelial cell;lung endothelial cell;granulosa cell;gut endothelial cell;ovarian surface epithelial cell;Hofbauer cell;immature Schwann cell;enteric neuron;peripheral nervous system neuron,,3.583,2.614,3.583,16628,6318,-0.455,REACTOME,Signaling By Interleukins R-HSA-449147,False
FYN,,,no,ENSG00000010810,Tyrosine-protein kinase Fyn,Cytoplasm,alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;immature natural killer cell;DN1 thymic pro-T cell;brown preadipocyte;fibro/adipogenic progenitor cell,,5.017,3.562,5.017,23282,8609,-0.494,REACTOME,Signaling By Interleukins R-HSA-449147,False
GAB2,,,no,ENSG00000033327,GRB2-associated-binding protein 2 (GRB2-associated binder 2) (Growth factor receptor bound protein 2-associated protein 2) (pp100),Cytoplasm,tissue-resident macrophage;Kupffer cell;central nervous system macrophage;immature innate lymphoid cell;brown fat cell,,0.831,0.663,0.831,3855,1603,-0.325,REACTOME,Signaling By Interleukins R-HSA-449147,False
GATA3,,,no,ENSG00000107485,Trans-acting T-cell-specific transcription factor GATA-3 (GATA-binding factor 3),Nucleus,basal cell of epidermis;kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;taste receptor cell;kidney connecting tubule epithelial cell;extravillous trophoblast;placental villous trophoblast;syncytiotrophoblast cell;T-helper 2 cell;group 2 innate lymphoid cell;group 3 innate lymphoid cell;early T lineage precursor;neuron;papillary tips cell;kidney collecting duct cell,,1.326,1.086,1.326,6156,2625,-0.288,REACTOME,Signaling By Interleukins R-HSA-449147,False
GDNF,,,no,ENSG00000168621,Glial cell line-derived neurotrophic factor (hGDNF) (Astrocyte-derived trophic factor) (ATF),Secreted,mesangial cell,GDNF,0.046,0.102,0.102,213,246,1.149,REACTOME,Signaling By Interleukins R-HSA-449147,True
GRB2,,,no,ENSG00000177885,Growth factor receptor-bound protein 2 (Adapter protein GRB2) (Protein Ash) (SH2/SH3 adapter GRB2),Nucleus,inflammatory macrophage;hematopoietic cell;leukocyte;conventional dendritic cell;intermediate monocyte,,11.697,11.184,11.697,54287,27030,-0.065,REACTOME,Signaling By Interleukins R-HSA-449147,False
GSTO1,,,no,ENSG00000148834,Glutathione S-transferase omega-1 (GSTO-1),Cytoplasm,microfold cell of epithelium of small intestine;pancreatic stellate cell;fibroblast of breast,,15.49,10.238,15.49,71890,24744,-0.597,REACTOME,Signaling By Interleukins R-HSA-449147,False
HAVCR2,,,no,ENSG00000135077,Hepatitis A virus cellular receptor 2 (HAVcr-2) (T-cell immunoglobulin and mucin domain-containing protein 3) (TIMD-3) (T-cell immunoglobulin mucin receptor 3) (TIM-3) (T-cell membrane protein 3) (CD antigen CD366),Membrane,"macrophage;elicited macrophage;inflammatory macrophage;microglial cell;mononuclear phagocyte;professional antigen presenting cell;decidual natural killer cell, human",GALECTIN,1.267,0.971,1.267,5882,2347,-0.384,REACTOME,Signaling By Interleukins R-HSA-449147,False
