gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435
LINGO2,,,no,True,ENSG00000174482,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 (Leucine-rich repeat neuronal protein 3) (Leucine-rich repeat neuronal protein 6C),Membrane,neuroendocrine cell;chromaffin cell;neural cell;neuron;interneuron;ganglion interneuron;inhibitory interneuron;stellate neuron;granule cell;Purkinje cell;neuronal brush cell;visceromotor neuron;GABAergic neuron,,0.064,0.064,0.064,298,154,-0.011
LIPG,,,no,True,ENSG00000101670,Endothelial lipase,Secreted,brush cell;intestinal tuft cell,,0.197,0.175,0.197,912,422,-0.171
LTBP2,,,no,True,ENSG00000119681,Latent-transforming growth factor beta-binding protein 2 (LTBP-2),Secreted,stem cell;mesenchymal stem cell;pulmonary ionocyte;ionocyte;skeletal muscle fibroblast;fibroblast;keratocyte;alveolar type 2 fibroblast cell;fibroblast of cardiac tissue;tendon cell;adventitial cell,,1.518,1.721,1.721,7045,4160,0.181
MAOB,,,no,True,ENSG00000069535,Amine oxidase [flavin-containing] B,Mitochondrion outer membrane,lung neuroendocrine cell;pancreatic A cell;decidual cell;basophil;mast cell,,0.241,0.377,0.377,1118,911,0.646
MAP7,,,no,True,ENSG00000135525,Ensconsin (Epithelial microtubule-associated protein of 115 kDa) (E-MAP-115) (Microtubule-associated protein 7) (MAP-7),Cytoplasm,tuft cell of colon;glial cell;macroglial cell;oligodendrocyte;bipolar neuron;retinal bipolar neuron,,3.097,1.574,3.097,14374,3804,-0.977
MELTF,,,no,True,ENSG00000163975,Melanotransferrin (Melanoma-associated antigen p97) (CD antigen CD228),Cell membrane,paneth cell;brush cell;intestinal tuft cell,,0.262,0.345,0.345,1218,835,0.397
MIAT,,,no,True,ENSG00000225783,,,neuroendocrine cell;lung neuroendocrine cell;enteric neuron;ganglion interneuron;cortical interneuron;cerebral cortex GABAergic interneuron;retinal ganglion cell;GABAergic neuron;peripheral nervous system neuron;sympathetic neuron,,0.763,0.911,0.911,3541,2201,0.255
MUC16,,,no,True,ENSG00000181143,Mucin-16 (MUC-16) (Ovarian cancer-related tumor marker CA125) (CA-125) (Ovarian carcinoma antigen CA125),Cell membrane,basal cell of epithelium of trachea;epithelial cell;multi-ciliated epithelial cell;ciliated columnar cell of tracheobronchial tree;ciliated cell of the bronchus;corneal epithelial cell;pulmonary ionocyte;lung goblet cell;glandular epithelial cell;goblet cell;respiratory goblet cell;tracheal goblet cell;fallopian tube secretory epithelial cell;epithelial cell of uterus;brush cell of trachebronchial tree;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;bronchial epithelial cell;ionocyte,,0.552,0.679,0.679,2561,1641,0.299
MUC5AC,,,no,True,ENSG00000215182,"Mucin-5AC (MUC-5AC) (Gastric mucin) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM)",Secreted,respiratory basal cell;basal cell of epithelium of trachea;epithelial cell;pulmonary ionocyte;lung goblet cell;glandular epithelial cell;goblet cell;respiratory goblet cell;tracheal goblet cell;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;ionocyte,,0.027,0.054,0.054,126,131,0.997
MYO1B,,,no,True,ENSG00000128641,Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa),,intrahepatic cholangiocyte;type I pneumocyte;hepatocyte;midzonal region hepatocyte;centrilobular region hepatocyte;intestinal tuft cell;tuft cell of colon,,2.608,2.033,2.608,12103,4913,-0.359
NEUROD1,,,no,True,ENSG00000162992,Neurogenic differentiation factor 1 (NeuroD) (NeuroD1) (Class A basic helix-loop-helix protein 3) (bHLHa3),Cytoplasm,type EC enteroendocrine cell;lung neuroendocrine cell;pancreatic endocrine cell;type B pancreatic cell;pancreatic A cell;pancreatic D cell;pancreatic PP cell;pancreatic epsilon cell;enteroendocrine cell;PP cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of small intestine;enteroendocrine cell of colon;endocrine cell,,0.046,0.065,0.065,212,158,0.517
NIPSNAP1,,,no,True,ENSG00000184117,Protein NipSnap homolog 1 (NipSnap1),,lung neuroendocrine cell,,2.417,2.17,2.417,11218,5245,-0.156
NKX2-1,,,no,True,ENSG00000136352,Homeobox protein Nkx-2.1 (Homeobox protein NK-2 homolog A) (Thyroid nuclear factor 1) (Thyroid transcription factor 1) (TTF-1) (Thyroid-specific enhancer-binding protein) (T/EBP),Nucleus,neuroendocrine cell;lung neuroendocrine cell;epithelial cell of lung;epithelial cell of alveolus of lung;pneumocyte;type I pneumocyte;type II pneumocyte;cortical interneuron;cerebral cortex GABAergic interneuron;lung secretory cell,,0.061,0.1,0.1,283,241,0.709
NNAT,,,no,True,ENSG00000053438,Neuronatin,,glioblast;Schwann cell precursor;neural crest cell;lung neuroendocrine cell;mesodermal cell;radial glial cell;forebrain radial glial cell;enteric neuron;cortical interneuron;cerebral cortex GABAergic interneuron;inhibitory interneuron;neuronal brush cell;Cajal-Retzius cell;GABAergic neuron;peripheral nervous system neuron,,0.871,0.848,0.871,4042,2050,-0.038
NUDT16L1,,,no,True,ENSG00000168101,Tudor-interacting repair regulator protein (NUDT16-like protein 1) (Protein syndesmos),Nucleus,lung neuroendocrine cell,,2.596,2.283,2.596,12050,5518,-0.186
PBXIP1,,,no,True,ENSG00000163346,Pre-B-cell leukemia transcription factor-interacting protein 1 (Hematopoietic PBX-interacting protein),Cytoplasm,"hematopoietic stem cell;CD34-positive, CD38-negative hematopoietic stem cell;brush cell;intestinal tuft cell;tuft cell of colon;T-helper 1 cell;memory regulatory T cell;regulatory T cell;late pro-B cell;group 2 innate lymphoid cell",,6.949,5.409,6.949,32248,13072,-0.361
PCBD1,,,no,True,ENSG00000166228,Pterin-4-alpha-carbinolamine dehydratase (PHS),Cytoplasm,lung neuroendocrine cell;type B pancreatic cell;pancreatic A cell,,1.028,0.822,1.028,4770,1986,-0.323
PCSK1,,,no,True,ENSG00000175426,Neuroendocrine convertase 1 (NEC 1),Cytoplasmic vesicle,neuroendocrine cell;chromaffin cell;type EC enteroendocrine cell;pancreatic endocrine cell;type B pancreatic cell;pancreatic D cell;pancreatic PP cell;pancreatic epsilon cell;enteroendocrine cell;PP cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of small intestine;enteroendocrine cell of colon;paneth cell;endocrine cell,,0.08,0.089,0.089,372,216,0.157
PEG10,,,no,True,ENSG00000242265,Retrotransposon-derived protein PEG10 (Embryonal carcinoma differentiation-regulated protein) (Mammalian retrotransposon-derived protein 2) (Myelin expression factor 3-like protein 1) (MEF3-like protein 1) (Paternally expressed gene 10 protein) (Retrotransposon gag domain-containing protein 3) (Retrotransposon-derived gag-like polyprotein) (Ty3/Gypsy-like protein),Extracellular vesicle membrane,"lung neuroendocrine cell;pancreatic PP cell;pancreatic epsilon cell;PP cell;cortical cell of adrenal gland;epithelial cell of thymus;cortical thymic epithelial cell;trophoblast giant cell;placental villous trophoblast;syncytiotrophoblast cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;neuron",,3.956,2.155,3.956,18359,5209,-0.876
PHOX2B,,,no,True,ENSG00000109132,Paired mesoderm homeobox protein 2B (Neuroblastoma Phox) (NBPhox) (PHOX2B homeodomain protein) (Paired-like homeobox 2B),Nucleus,glioblast;Schwann cell precursor;neural crest cell;neuroendocrine cell;chromaffin cell;neuron;enteric neuron;visceromotor neuron;peripheral nervous system neuron,,0.054,0.096,0.096,249,231,0.833
PIK3CG,,,no,True,ENSG00000105851,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform (PI3-kinase subunit gamma) (PI3K-gamma) (PI3Kgamma) (PtdIns-3-kinase subunit gamma)",Cytoplasm,brush cell;intestinal tuft cell;tuft cell of colon,,3.109,2.823,3.109,14428,6824,-0.139
PLCG2,,,no,True,ENSG00000197943,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",Membrane raft,kidney collecting duct intercalated cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;pulmonary ionocyte;brush cell;intestinal tuft cell;tuft cell of colon;endothelial cell of lymphatic vessel;ionocyte;melanocyte of skin,,1.317,1.066,1.317,6110,2577,-0.304
POU2F3,,,no,True,ENSG00000137709,"POU domain, class 2, transcription factor 3 (Octamer-binding protein 11) (Oct-11) (Octamer-binding transcription factor 11) (OTF-11) (Transcription factor PLA-1) (Transcription factor Skn-1)",Nucleus,basal cell of epidermis;stem cell of epidermis;brush cell;brush cell of trachebronchial tree;brush cell of bronchus;intestinal tuft cell;tuft cell of colon,,0.149,0.149,0.149,691,360,0.001
PPP1R1B,,,no,True,ENSG00000131771,Protein phosphatase 1 regulatory subunit 1B (DARPP-32) (Dopamine- and cAMP-regulated neuronal phosphoprotein),Cytoplasm,intestinal crypt stem cell;intestinal crypt stem cell of small intestine;intestinal crypt stem cell of colon;large intestine goblet cell;colon goblet cell;enteroendocrine cell of colon;intestinal tuft cell;tuft cell of colon;transit amplifying cell of colon;transit amplifying cell of small intestine;tracheobronchial serous cell,,0.24,0.165,0.24,1115,399,-0.541
PROX1,,,no,True,ENSG00000117707,Prospero homeobox protein 1 (Homeobox prospero-like protein PROX1) (PROX-1),Nucleus,lung neuroendocrine cell;endothelial cell of lymphatic vessel;dermis microvascular lymphatic vessel endothelial cell;kidney loop of Henle medullary thick ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;lens fiber cell;secondary lens fiber;surface ectodermal cell;neuron;rod bipolar cell,,0.216,0.131,0.216,1001,316,-0.722
PRPH,,,no,True,ENSG00000135406,Peripherin (Neurofilament 4),Cytoplasm,neuroendocrine cell;chromaffin cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of colon;vascular associated smooth muscle cell;enteric neuron;visceromotor neuron;peripheral nervous system neuron,,0.12,0.108,0.12,556,261,-0.15
PSTPIP2,,,no,True,ENSG00000152229,Proline-serine-threonine phosphatase-interacting protein 2 (PEST phosphatase-interacting protein 2),Cytoplasm,brush cell;intestinal tuft cell;tuft cell of colon;hematopoietic cell;granulocyte;megakaryocyte-erythroid progenitor cell;megakaryocyte,,0.341,0.336,0.341,1581,812,-0.02
PTGS1,,,no,True,ENSG00000095303,Prostaglandin G/H synthase 1,Microsome membrane,brush cell;intestinal tuft cell;tuft cell of colon;basophil;platelet;mast cell;megakaryocyte-erythroid progenitor cell;megakaryocyte,,0.462,0.437,0.462,2146,1055,-0.083
PTOV1,,,no,True,ENSG00000104960,Prostate tumor-overexpressed gene 1 protein (PTOV-1) (Activator interaction domain-containing protein 2),Cytoplasm,glioblast;Schwann cell precursor;lung neuroendocrine cell;mesothelial cell;granulosa cell;ovarian surface epithelial cell;Leydig cell;enteric neuron;peripheral nervous system neuron;fibroblast of lung;interstitial cell of ovary,,4.493,2.384,4.493,20850,5761,-0.914
PYGB,,,no,True,ENSG00000100994,"Glycogen phosphorylase, brain form",,pulmonary ionocyte;epithelial cell of sweat gland;ionocyte,,8.252,7.617,8.252,38297,18410,-0.115
RAPGEF6,,,no,True,ENSG00000158987,Rap guanine nucleotide exchange factor 6 (PDZ domain-containing guanine nucleotide exchange factor 2) (PDZ-GEF2) (RA-GEF-2),Cytoplasm,neuroendocrine cell;chromaffin cell,,2.344,2.466,2.466,10877,5961,0.074
RBMS3,,,no,True,ENSG00000144642,"RNA-binding motif, single-stranded-interacting protein 3",Cytoplasm,basal epithelial cell of prostatic duct;neuroendocrine cell;chromaffin cell;skeletal muscle fibroblast;smooth muscle myoblast;visceromotor neuron;alveolar type 2 fibroblast cell;fibroblast of cardiac tissue;mesothelial fibroblast;subcutaneous fat cell;adipocyte of epicardial fat of left ventricle;fibro/adipogenic progenitor cell,,3.061,2.521,3.061,14206,6092,-0.28
RET,,,no,True,ENSG00000165731,Proto-oncogene tyrosine-protein kinase receptor Ret,Cell membrane,lung neuroendocrine cell,,0.188,0.413,0.413,871,998,1.138
RGS4,,,no,True,ENSG00000117152,Regulator of G-protein signaling 4 (RGP4) (RGS4),,lung neuroendocrine cell;mesothelial cell of pleura;pancreatic A cell;pancreatic D cell;PP cell;type L enteroendocrine cell;endocrine cell;visceromotor neuron;sympathetic neuron,,0.081,0.137,0.137,375,330,0.757
RGS5,,,no,True,ENSG00000143248,Regulator of G-protein signaling 5 (RGS5),Cytoplasm,neuroendocrine cell;chromaffin cell;vein endothelial cell;endothelial cell of umbilical vein;cerebral cortex endothelial cell;smooth muscle cell;vascular associated smooth muscle cell;enteric smooth muscle cell;smooth muscle cell of prostate;visceromotor neuron;sympathetic neuron;myofibroblast cell;pericyte;renal interstitial pericyte;mural cell,,0.957,0.492,0.957,4440,1189,-0.96
RPRM,,,no,True,ENSG00000177519,Protein reprimo,Cytoplasm,neuroendocrine cell;lung neuroendocrine cell;mesothelial cell;granulosa cell;ovarian surface epithelial cell;stromal cell;stromal cell of ovary,,0.198,0.14,0.198,921,339,-0.501
SCG2,,,no,True,ENSG00000171951,Secretogranin-2 (Chromogranin-C) (Secretogranin II) (SgII),Secreted,type EC enteroendocrine cell;lung neuroendocrine cell;pancreatic endocrine cell;type B pancreatic cell;pancreatic A cell;pancreatic D cell;pancreatic PP cell;pancreatic epsilon cell;enteroendocrine cell;PP cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of small intestine;enteroendocrine cell of colon;endocrine cell;OFF-bipolar cell;sympathetic neuron,,0.047,0.052,0.052,217,126,0.157
SCG5,,,no,True,ENSG00000166922,Neuroendocrine protein 7B2 (Pituitary polypeptide) (Secretogranin V) (Secretogranin-5) (Secretory granule endocrine protein I),Secreted,type EC enteroendocrine cell;lung neuroendocrine cell;pancreatic endocrine cell;type B pancreatic cell;pancreatic A cell;pancreatic D cell;pancreatic PP cell;pancreatic epsilon cell;glandular epithelial cell;enteroendocrine cell;PP cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of small intestine;enteroendocrine cell of colon;duodenum glandular cell;endocrine cell;Cajal-Retzius cell,,0.066,0.083,0.083,307,200,0.323
SCGN,,,no,True,ENSG00000079689,Secretagogin,Cytoplasm;Secreted,neuroendocrine cell;type EC enteroendocrine cell;lung neuroendocrine cell;pancreatic endocrine cell;type B pancreatic cell;pancreatic A cell;pancreatic D cell;pancreatic PP cell;pancreatic epsilon cell;glandular epithelial cell;enteroendocrine cell;PP cell;type L enteroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of small intestine;enteroendocrine cell of colon;endocrine cell;cortical interneuron;cerebral cortex GABAergic interneuron,,0.131,0.097,0.131,608,234,-0.436
SCN9A,,,no,True,ENSG00000169432,Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7),Cell membrane,neuroendocrine cell;chromaffin cell;Schwann cell;visceromotor neuron,,0.125,0.123,0.125,581,298,-0.022
SCNN1A,,,no,True,ENSG00000111319,Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (ENaCA) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA),Apical cell membrane,pulmonary ionocyte;small intestine goblet cell;ionocyte;serous cell of epithelium of trachea,,2.689,1.317,2.689,12480,3182,-1.03
SCNN1G,,,no,True,ENSG00000166828,Amiloride-sensitive sodium channel subunit gamma (Epithelial Na(+) channel subunit gamma) (ENaCG) (Gamma-ENaC) (Gamma-NaCH) (Nonvoltage-gated sodium channel 1 subunit gamma) (SCNEG),Apical cell membrane,duct epithelial cell;kidney collecting duct epithelial cell;kidney collecting duct principal cell;basal epithelial cell of prostatic duct;renal principal cell;pulmonary ionocyte;lung goblet cell;taste receptor cell;epithelial cell of prostate;luminal cell of prostate epithelium;kidney connecting tubule epithelial cell;ionocyte;kidney collecting duct cell,,0.662,0.573,0.662,3070,1385,-0.207
SEMA3C,,,no,True,ENSG00000075223,Semaphorin-3C (Semaphorin-E) (Sema E),Secreted,renal beta-intercalated cell;renal alpha-intercalated cell;pulmonary ionocyte;ionocyte;melanocyte of skin;tracheobronchial smooth muscle cell;Schwann cell;medium spiny neuron;fibro/adipogenic progenitor cell,SEMA3,0.308,0.593,0.593,1431,1434,0.944
SEZ6L,,,no,True,ENSG00000100095,Seizure 6-like protein,Endoplasmic reticulum membrane,neuroendocrine cell;chromaffin cell;neuron associated cell (sensu Vertebrata);oligodendrocyte precursor cell;stellate neuron;Cajal-Retzius cell;visceromotor neuron;sympathetic neuron;neural progenitor cell,,0.101,0.11,0.11,470,266,0.12
SIRT2,,,no,True,ENSG00000068903,NAD-dependent protein deacetylase sirtuin-2,Nucleus,pulmonary ionocyte;ionocyte,,2.728,2.281,2.728,12661,5514,-0.258
SLC43A2,,,no,True,ENSG00000167703,Large neutral amino acids transporter small subunit 4 (L-type amino acid transporter 4) (Solute carrier family 43 member 2),Cell membrane,kidney collecting duct intercalated cell;renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell;pulmonary ionocyte;ionocyte;inflammatory macrophage;trophoblast giant cell;placental villous trophoblast;syncytiotrophoblast cell,,1.705,1.886,1.886,7915,4558,0.145
SLC6A2,,,no,True,ENSG00000103546,Sodium-dependent noradrenaline transporter (Norepinephrine transporter) (NET) (Solute carrier family 6 member 2),Cell membrane,neuroendocrine cell;chromaffin cell,Noradrenaline,0.033,,0.033,151,0,
SOSTDC1,,,no,True,ENSG00000171243,Sclerostin domain-containing protein 1 (Ectodermal BMP inhibitor) (Ectodin) (Uterine sensitization-associated gene 1 protein) (USAG-1),Secreted,interstitial cell of Cajal;pulmonary ionocyte;ionocyte;muscle cell;smooth muscle cell;smooth muscle fiber of ileum;neural progenitor cell,,0.045,0.079,0.079,209,192,0.819
SOX2,,,no,True,ENSG00000181449,Transcription factor SOX-2,Nucleus speckle,glioblast;Schwann cell precursor;neural crest cell;respiratory basal cell;basal cell of epithelium of trachea;lung neuroendocrine cell;brush cell of bronchus;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell;radial glial cell;Mueller cell;forebrain radial glial cell;cortical interneuron;cerebral cortex GABAergic interneuron;tracheobronchial serous cell,,0.331,0.374,0.374,1537,904,0.176
SOX9,,,no,True,ENSG00000125398,Transcription factor SOX-9,Nucleus,intestinal crypt stem cell of large intestine;intrahepatic cholangiocyte;Sertoli cell;duodenum glandular cell;brush cell;intestinal tuft cell;tuft cell of colon;forebrain radial glial cell;chondrocyte;serous cell of epithelium of trachea,,0.629,0.626,0.629,2919,1512,-0.008
SPIB,,,no,True,ENSG00000269404,Transcription factor Spi-B,Cytoplasm,"paneth cell;paneth cell of colon;brush cell;intestinal tuft cell;tuft cell of colon;M cell of gut;microfold cell of epithelium of small intestine;follicular dendritic cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;IgG memory B cell;germinal center B cell;small pre-B-II cell;common dendritic progenitor",,1.097,0.7,1.097,5089,1693,-0.647
ST14,,,no,True,ENSG00000149418,Suppressor of tumorigenicity 14 protein,Membrane,pulmonary ionocyte;paneth cell of epithelium of small intestine;ionocyte,,8.183,5.501,8.183,37975,13296,-0.573
STAP1,,,no,True,ENSG00000035720,Signal-transducing adaptor protein 1 (STAP-1) (BCR downstream-signaling protein 1) (Docking protein BRDG1) (Stem cell adaptor protein 1),Nucleus,kidney collecting duct intercalated cell;renal intercalated cell;renal alpha-intercalated cell;pulmonary ionocyte;ionocyte;germinal center B cell,,0.509,0.348,0.509,2360,842,-0.546
STAR,,,no,True,ENSG00000147465,"Steroidogenic acute regulatory protein, mitochondrial (StAR) (START domain-containing protein 1) (StARD1)",Mitochondrion,Sertoli cell;neuroendocrine cell;chromaffin cell;mesothelial cell;glandular epithelial cell;cortical cell of adrenal gland;granulosa cell;Leydig cell;sympathetic neuron;stromal cell;stromal cell of ovary;theca cell;interstitial cell of ovary,,0.15,0.157,0.157,697,379,0.062
STMN2,,,no,True,ENSG00000104435,Stathmin-2 (Superior cervical ganglion-10 protein) (Protein SCG10),Cytoplasm,neuroendocrine cell;chromaffin cell;pancreatic PP cell;enteric neuron;cortical interneuron;cerebral cortex GABAergic interneuron;inhibitory interneuron;Cajal-Retzius cell;retinal ganglion cell;visceromotor neuron;GABAergic neuron;glutamatergic neuron;glycinergic neuron;peripheral nervous system neuron,,0.064,0.099,0.099,297,239,0.628
SYP,,,no,True,ENSG00000102003,Synaptophysin (Major synaptic vesicle protein p38),Cytoplasmic vesicle,ON-bipolar cell;rod bipolar cell;OFF-bipolar cell;retinal cone cell,,0.584,0.63,0.63,2710,1523,0.11
TFAP2B,,,no,True,ENSG00000008196,Transcription factor AP-2-beta (AP2-beta) (Activating enhancer-binding protein 2-beta),Nucleus,corneal endothelial cell;neuroendocrine cell;chromaffin cell;kidney loop of Henle thin ascending limb epithelial cell;neuron;interneuron;amacrine cell;retina horizontal cell;glycinergic neuron,,0.101,0.13,0.13,467,315,0.373
THBS1,,,no,True,ENSG00000137801,Thrombospondin-1 (Glycoprotein G),Secreted,basal cell;myoepithelial cell;myoepithelial cell of mammary gland;pulmonary ionocyte;ionocyte;alternatively activated macrophage;myometrial cell;smooth muscle cell of prostate;intermediate monocyte;reticular cell;fibroblast of connective tissue of nonglandular part of prostate;fibroblast of connective tissue of glandular part of prostate;tendon cell;salivary gland cell,THBS,1.051,1.091,1.091,4877,2636,0.054
TMPRSS11E,,,no,True,ENSG00000087128,Transmembrane protease serine 11E,Cell membrane,pulmonary ionocyte;bronchial goblet cell;brush cell of trachebronchial tree;brush cell of bronchus;ionocyte,,0.131,0.115,0.131,607,279,-0.18
TMPRSS13,,,no,True,ENSG00000137747,Transmembrane protease serine 13,Cell membrane,pulmonary ionocyte;ionocyte,,0.543,0.369,0.543,2520,893,-0.555
TMTC3,,,no,True,ENSG00000139324,Protein O-mannosyl-transferase TMTC3,Membrane,pulmonary ionocyte;ionocyte,,0.557,0.492,0.557,2586,1188,-0.181
TOX,,,no,True,ENSG00000198846,Thymocyte selection-associated high mobility group box protein TOX (Thymus high mobility group box protein TOX),Nucleus,neuroendocrine cell;chromaffin cell,,3.005,2.711,3.005,13944,6551,-0.149
TPH1,,,no,True,ENSG00000129167,Tryptophan 5-hydroxylase 1,,neuroendocrine cell;chromaffin cell;type EC enteroendocrine cell;lung neuroendocrine cell;intestinal enteroendocrine cell;enteroendocrine cell of small intestine;enteroendocrine cell of colon,,0.153,0.182,0.182,712,439,0.244
TSPAN13,,,no,True,ENSG00000106537,Tetraspanin-13 (Tspan-13) (Tetraspan NET-6) (Transmembrane 4 superfamily member 13),Membrane,"lung neuroendocrine cell;type I pneumocyte;goblet cell;respiratory goblet cell;tracheal goblet cell;intestine goblet cell;ileal goblet cell;duodenum glandular cell;plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;tracheobronchial serous cell;serous cell of epithelium of trachea",,1.331,1.007,1.331,6179,2435,-0.402
TUBB2B,,,no,True,ENSG00000137285,Tubulin beta-2B chain,Cytoplasm,glioblast;Schwann cell precursor;neural crest cell;myoepithelial cell;myoepithelial cell of mammary gland;lung neuroendocrine cell;pancreatic D cell;T cell;alpha-beta T cell;mature alpha-beta T cell;mucosal invariant T cell;mature T cell;radial glial cell;Mueller cell;forebrain radial glial cell;enteric neuron;interneuron;cortical interneuron;cerebral cortex GABAergic interneuron;inhibitory interneuron;Cajal-Retzius cell;visceromotor neuron;GABAergic neuron;glutamatergic neuron;peripheral nervous system neuron,,0.629,0.453,0.629,2918,1096,-0.471
TUBB3,,,no,True,ENSG00000258947,Tubulin beta-3 chain (Tubulin beta-4 chain) (Tubulin beta-III),Cytoplasm,lung neuroendocrine cell;small pre-B-II cell;sympathetic neuron,,0.116,0.142,0.142,537,344,0.299
TUBB4A,,,no,True,ENSG00000104833,Tubulin beta-4A chain (Tubulin 5 beta) (Tubulin beta-4 chain),Cytoplasm,neuroendocrine cell;chromaffin cell;cortical cell of adrenal gland;visceromotor neuron,,0.195,0.087,0.195,906,210,-1.168
WASL,,,no,True,ENSG00000106299,Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein) (N-WASP),Cytoplasm,tuft cell of colon;respiratory epithelial cell;epithelial cell of lower respiratory tract;club cell,,3.424,2.8,3.424,15890,6768,-0.29
ZFHX3,,,no,True,ENSG00000140836,Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3),Nucleus,corneal endothelial cell;brush cell;intestinal tuft cell;tuft cell of colon;smooth muscle cell of sphincter of pupil;ciliary muscle cell;smooth muscle myoblast;neuron;renal interstitial pericyte;papillary tips cell,,0.988,0.644,0.988,4585,1556,-0.618
ZNF804A,,,no,True,ENSG00000170396,Zinc finger protein 804A,,neuroendocrine cell;chromaffin cell;interneuron;ganglion interneuron;amacrine cell;granule cell;neuronal brush cell;sympathetic neuron,,0.062,0.109,0.109,288,263,0.81
