gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio
AIRE,,,no,True,ENSG00000160224,Autoimmune regulator (Autoimmune polyendocrinopathy candidiasis ectodermal dystrophy protein) (APECED protein),Nucleus,medullary thymic epithelial cell,,1.029,0.641,1.029,4777,1549,-0.684
CHRNA1,,,no,False,,,,,,0.405,0.442,0.442,1879,1068,0.126
CIITA,,,no,True,ENSG00000179583,MHC class II transactivator (CIITA),Nucleus,professional antigen presenting cell;dendritic cell;CD141-positive myeloid dendritic cell;conventional dendritic cell;Langerhans cell;myeloid dendritic cell;CD1c-positive myeloid dendritic cell,,8.247,9.514,9.514,38273,22993,0.206
FEZF2,,,no,True,ENSG00000153266,Fez family zinc finger protein 2 (Forebrain embryonic zinc finger-like protein 2) (Zinc finger protein 312) (Zinc finger protein Fez-like),Nucleus,,,0.707,0.539,0.707,3280,1303,-0.391
GAD1,,,no,True,ENSG00000128683,Glutamate decarboxylase 1,,neuron;interneuron;cortical interneuron;cerebral cortex GABAergic interneuron;inhibitory interneuron,,0.305,0.26,0.305,1417,628,-0.233
MOG,,,no,True,ENSG00000204655,Myelin-oligodendrocyte glycoprotein,Cell membrane,neuron associated cell;glial cell;macroglial cell;oligodendrocyte,,0.031,0.045,0.045,144,108,0.526
TG,,,no,True,ENSG00000042832,Thyroglobulin (Tg),Secreted,basal epithelial cell of prostatic duct;sebaceous gland cell,,0.434,0.114,0.434,2016,276,-1.927
