gene,category,rationale,exclude_recommended,in_5K_reference,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435
RRM2,,,no,True,ENSG00000171848,Ribonucleoside-diphosphate reductase subunit M2,Cytoplasm,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;T-helper 17 cell;activated CD4-positive, alpha-beta T cell;precursor B cell;pro-B cell;fraction A pre-pro B cell",,0.498,0.413,0.498,2310,998,-0.27
SATB1,,,no,True,ENSG00000182568,DNA-binding protein SATB1 (Special AT-rich sequence-binding protein 1),Nucleus matrix,"liver dendritic cell;T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;intraepithelial lymphocyte;immature T cell;thymocyte;early T lineage precursor;common lymphoid progenitor",,12.443,11.726,12.443,57748,28341,-0.086
SEPTIN6,,,no,True,ENSG00000125354,Septin-6,Cytoplasm,"hematopoietic stem cell;T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;immature T cell;thymocyte;double negative thymocyte;DN4 thymocyte;large pre-B-II cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-T cell;early T lineage precursor",,14.35,13.401,14.35,66596,32389,-0.099
SH2D1A,,,no,True,ENSG00000183918,SH2 domain-containing protein 1A (Duncan disease SH2-protein) (Signaling lymphocytic activation molecule-associated protein) (SLAM-associated protein) (T-cell signal transduction molecule SAP),Cytoplasm,"mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;T follicular helper cell;activated CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;type I NK T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;exhausted T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;double negative T regulatory cell;CD16-negative, CD56-bright natural killer cell, human;pro-T cell;DN1 thymic pro-T cell",,4.341,5.498,5.498,20146,13289,0.341
SLC29A1,,,no,True,ENSG00000112759,"Equilibrative nucleoside transporter 1 (hENT1) (Equilibrative nitrobenzylmercaptopurine riboside-sensitive nucleoside transporter) (Equilibrative NBMPR-sensitive nucleoside transporter) (es nucleoside transporter) (Nucleoside transporter, es-type) (Solute carrier family 29 member 1)",Basolateral cell membrane,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;primitive red blood cell",Adenosine,3.226,2.599,3.226,14970,6282,-0.312
SMC4,,,no,True,ENSG00000113810,Structural maintenance of chromosomes protein 4 (SMC protein 4) (SMC-4) (Chromosome-associated polypeptide C) (hCAP-C) (XCAP-C homolog),Nucleus,"double-positive, alpha-beta thymocyte;precursor B cell;large pre-B-II cell;erythroid lineage cell;pro-B cell;fraction A pre-pro B cell",,6.472,3.248,6.472,30036,7851,-0.994
SMPD3,,,no,True,ENSG00000103056,Sphingomyelin phosphodiesterase 3,Golgi apparatus membrane,"plasmacytoid dendritic cell;plasmacytoid dendritic cell, human;dendritic cell, human;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;gamma-delta T cell;immature T cell;thymocyte;osteoblast",,0.356,0.311,0.356,1654,752,-0.196
STMN1,,,no,True,ENSG00000117632,Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17),Cytoplasm,"glioblast;Schwann cell precursor;pancreatic D cell;mast cell;mucosal type mast cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;large pre-B-II cell;fraction A pre-pro B cell;immature Schwann cell;enteric neuron;cortical interneuron;cerebral cortex GABAergic interneuron;Cajal-Retzius cell;peripheral nervous system neuron",,3.965,3.627,3.965,18402,8766,-0.129
TCF7,,,no,True,ENSG00000081059,Transcription factor 7 (TCF-7) (T-cell-specific transcription factor 1) (T-cell factor 1) (TCF-1),Nucleus,"hematopoietic cell;leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD4-positive helper T cell;T follicular helper cell;CD4-positive, CD25-positive, alpha-beta regulatory T cell;naive regulatory T cell;memory regulatory T cell;naive thymus-derived CD4-positive, alpha-beta T cell;activated CD4-positive, alpha-beta T cell, human;CD4-positive, alpha-beta memory T cell;CD4-positive, alpha-beta memory T cell, CD45RO-positive;central memory CD4-positive, alpha-beta T cell;effector memory CD4-positive, alpha-beta T cell;effector CD4-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;central memory CD8-positive, alpha-beta T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature T cell;memory T cell;naive T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;DN3 thymocyte;double negative T regulatory cell;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,8.886,10.967,10.967,41239,26506,0.304
THEMIS,,,no,True,ENSG00000172673,Protein THEMIS (Thymocyte-expressed molecule involved in selection),Cytoplasm,"T cell;alpha-beta T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;mature alpha-beta T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;naive thymus-derived CD8-positive, alpha-beta T cell;activated CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta memory T cell;mature T cell;immature T cell;thymocyte;lymphoid lineage restricted progenitor cell",,2.223,1.777,2.223,10318,4294,-0.324
TMPO,,,no,True,ENSG00000120802,"Lamina-associated polypeptide 2, isoform alpha (Thymopoietin isoform alpha) (TP alpha) (Thymopoietin-related peptide isoform alpha) (TPRP isoform alpha)",Nucleus;Chromosome,"double-positive, alpha-beta thymocyte;DN4 thymocyte;precursor B cell;large pre-B-II cell;common dendritic progenitor;fraction A pre-pro B cell;myeloid lineage restricted progenitor cell",,4.285,2.926,4.285,19887,7071,-0.551
TOP2A,,,no,True,ENSG00000131747,DNA topoisomerase 2-alpha,Cytoplasm,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;DN4 thymocyte;precursor B cell;large pre-B-II cell;promonocyte;erythroid lineage cell;pro-B cell;fraction A pre-pro B cell;salivary gland cell",,0.737,0.489,0.737,3421,1182,-0.592
TOX,,,no,True,ENSG00000198846,Thymocyte selection-associated high mobility group box protein TOX (Thymus high mobility group box protein TOX),Nucleus,neuroendocrine cell;chromaffin cell,,3.005,2.711,3.005,13944,6551,-0.149
TPX2,,,no,True,ENSG00000088325,Targeting protein for Xklp2 (Differentially expressed in cancerous and non-cancerous lung cells 2) (DIL-2) (Hepatocellular carcinoma-associated antigen 519) (Hepatocellular carcinoma-associated antigen 90) (Protein fls353) (Restricted expression proliferation-associated protein 100) (p100),Nucleus,"double-positive, alpha-beta thymocyte;DN4 thymocyte;fraction A pre-pro B cell",,0.696,0.541,0.696,3230,1307,-0.364
TRDC,,,no,True,ENSG00000211829,T cell receptor delta constant,Cell membrane,"mononuclear cell;lymphocyte;T cell;immature alpha-beta T cell;double-positive, alpha-beta thymocyte;CD8-alpha-beta-positive, alpha-beta intraepithelial T cell;CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell;mature NK T cell;gamma-delta T cell;mature gamma-delta T cell;CD8-alpha alpha positive, gamma-delta intraepithelial T cell;intraepithelial lymphocyte;immature T cell;thymocyte;double negative thymocyte;innate lymphoid cell;natural killer cell;immature natural killer cell;CD16-negative, CD56-bright natural killer cell, human;decidual natural killer cell, human;ILC1, human;group 2 innate lymphoid cell;group 2 innate lymphoid cell, human;group 3 innate lymphoid cell;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human;lymphoid lineage restricted progenitor cell;pro-T cell",,0.545,0.69,0.69,2530,1668,0.34
TUBB,,,no,True,ENSG00000196230,Tubulin beta chain (Tubulin beta-5 chain),Cytoplasm,"glioblast;Schwann cell precursor;neural crest cell;ovarian surface epithelial cell;mesodermal cell;mast cell;mucosal type mast cell;double-positive, alpha-beta thymocyte;large pre-B-II cell;primitive red blood cell;fraction A pre-pro B cell;immature Schwann cell;enteric neuron;peripheral nervous system neuron",,18.66,13.303,18.66,86598,32151,-0.488
TYMS,,,no,True,ENSG00000176890,Thymidylate synthase (TS) (TSase),Nucleus,"double-positive, alpha-beta thymocyte;T-helper 17 cell;large pre-B-II cell;primitive red blood cell;macrophage dendritic cell progenitor;hematopoietic precursor cell;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell",,0.718,0.426,0.718,3330,1030,-0.752
UBE2C,,,no,True,ENSG00000175063,Ubiquitin-conjugating enzyme E2 C,,"double-positive, alpha-beta thymocyte;DN4 thymocyte;large pre-B-II cell;promonocyte;fraction A pre-pro B cell",,0.161,0.188,0.188,749,455,0.222
UHRF1,,,no,True,ENSG00000276043,E3 ubiquitin-protein ligase UHRF1,Nucleus,"immature alpha-beta T cell;double-positive, alpha-beta thymocyte;immature T cell;thymocyte;double negative thymocyte;precursor B cell;large pre-B-II cell;common dendritic progenitor;macrophage dendritic cell progenitor;hematopoietic precursor cell;early lymphoid progenitor;lymphoid lineage restricted progenitor cell;pro-B cell;fraction A pre-pro B cell;early T lineage precursor;common lymphoid progenitor",,0.753,0.52,0.753,3494,1256,-0.535
ZAP70,,,no,True,ENSG00000115085,Tyrosine-protein kinase ZAP-70,Cytoplasm,"leukocyte;mononuclear cell;lymphocyte;T cell;alpha-beta T cell;mature alpha-beta T cell;naive regulatory T cell;CD4-positive, alpha-beta cytotoxic T cell;CD8-positive, alpha-beta T cell;CD8-positive, alpha-beta cytotoxic T cell;naive thymus-derived CD8-positive, alpha-beta T cell;mucosal invariant T cell;gamma-delta T cell;mature gamma-delta T cell;mature T cell;double negative thymocyte;DN4 thymocyte;double negative T regulatory cell;innate lymphoid cell;natural killer cell;CD16-negative, CD56-bright natural killer cell, human;CD16-positive, CD56-dim natural killer cell, human;ILC1, human;CD34-positive, CD56-positive, CD117-positive common innate lymphoid precursor, human",,6.348,7.71,7.71,29461,18634,0.28
