gene,category,rationale,exclude_recommended,gene_id,full_name,location,cell_type,cellchat_pathway,detection_pct_0041435,detection_pct_0041534,det_max,n_cells_0041435,n_cells_0041534,log2_detection_ratio_0041534_over_0041435,pathway_source,pathway_term,was_uncategorized
SMURF2,,,no,ENSG00000108854,E3 ubiquitin-protein ligase SMURF2 (hSMURF2),Nucleus,,,2.986,3.82,3.82,13856,9232,0.355,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
SNAP23,,,no,ENSG00000092531,Synaptosomal-associated protein 23 (SNAP-23) (Vesicle-membrane fusion protein SNAP-23),Cell membrane,platelet;megakaryocyte-erythroid progenitor cell;megakaryocyte,,1.659,1.454,1.659,7700,3514,-0.19,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
SOCS1,,,no,ENSG00000185338,Suppressor of cytokine signaling 1 (SOCS-1) (JAK-binding protein) (JAB) (STAT-induced STAT inhibitor 1) (SSI-1) (Tec-interacting protein 3) (TIP-3),Nucleus,"intestinal crypt stem cell of large intestine;epithelial cell of thymus;basophil;mast cell;mucosal type mast cell;T cell;effector CD4-positive, alpha-beta T cell;DN3 thymocyte;decidual natural killer cell, human;group 2 innate lymphoid cell;DN1 thymic pro-T cell",,4.789,2.159,4.789,22226,5219,-1.149,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,False
SOCS3,,,no,ENSG00000184557,Suppressor of cytokine signaling 3 (SOCS-3) (Cytokine-inducible SH2 protein 3) (CIS-3) (STAT-induced STAT inhibitor 3) (SSI-3),,mesenchymal stem cell;vasa recta ascending limb cell;vasa recta descending limb cell;retinal blood vessel endothelial cell;lung microvascular endothelial cell;prostate gland microvascular endothelial cell;lung endothelial cell;gut endothelial cell;endothelial cell of uterus;tongue muscle cell;decidual cell;myofibroblast cell;tendon cell,,2.437,4.266,4.266,11309,10311,0.808,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,False
STUB1,,,no,ENSG00000103266,E3 ubiquitin-protein ligase CHIP,Cytoplasm,,,7.582,4.279,7.582,35187,10343,-0.825,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
TIRAP,,,no,ENSG00000150455,Toll/interleukin-1 receptor domain-containing adapter protein (TIR domain-containing adapter protein) (Adaptor protein Wyatt) (MyD88 adapter-like protein) (MyD88-2),Cytoplasm,,,0.365,0.65,0.65,1692,1571,0.834,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
TLR1,,,no,ENSG00000174125,Toll-like receptor 1 (Toll/interleukin-1 receptor-like protein) (TIL) (CD antigen CD281),Cell membrane,,,0.795,0.875,0.875,3688,2114,0.138,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
TLR2,,,no,ENSG00000137462,Toll-like receptor 2 (Toll/interleukin-1 receptor-like protein 4) (CD antigen CD282),Membrane,phagocyte;macrophage;elicited macrophage;inflammatory macrophage;alternatively activated macrophage;granulocyte;neutrophil;myeloid leukocyte;myeloid cell,,0.895,0.928,0.928,4152,2244,0.054,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,False
TLR4,,,no,ENSG00000136869,Toll-like receptor 4 (hToll) (CD antigen CD284),Cell membrane,,RESISTIN;ANGPTL,1.806,1.716,1.806,8383,4147,-0.074,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
TLR6,,,no,ENSG00000174130,Toll-like receptor 6 (CD antigen CD286),Cell membrane,,,0.24,0.324,0.324,1116,783,0.43,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
TRIM21,,,no,ENSG00000132109,E3 ubiquitin-protein ligase TRIM21,Cytoplasm,,,2.831,2.867,2.867,13137,6929,0.018,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
UBA1,,,no,ENSG00000130985,Ubiquitin-like modifier-activating enzyme 1,Cytoplasm,pancreatic PP cell,,6.233,3.776,6.233,28926,9126,-0.723,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
UBE2C,,,no,ENSG00000175063,Ubiquitin-conjugating enzyme E2 C,,"double-positive, alpha-beta thymocyte;DN4 thymocyte;large pre-B-II cell;promonocyte;fraction A pre-pro B cell",,0.161,0.188,0.188,749,455,0.222,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,False
UBE2D1,,,no,ENSG00000072401,Ubiquitin-conjugating enzyme E2 D1,Cytoplasm,,,0.696,1.017,1.017,3230,2458,0.547,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
UBE2D2,,,no,ENSG00000131508,Ubiquitin-conjugating enzyme E2 D2,,chorionic trophoblast cell;mononuclear cell;T cell,,2.629,2.693,2.693,12202,6508,0.034,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
UBE2D3,,,no,ENSG00000109332,Ubiquitin-conjugating enzyme E2 D3,Cell membrane,myeloid leukocyte,,9.511,9.854,9.854,44140,23815,0.051,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,False
UBE2L3,,,no,ENSG00000185651,Ubiquitin-conjugating enzyme E2 L3,Nucleus,,,1.249,1.383,1.383,5795,3343,0.148,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
UBE3A,,,no,ENSG00000114062,Ubiquitin-protein ligase E3A,Cytoplasm,,,4.842,4.393,4.842,22471,10617,-0.14,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
VAMP3,,,no,ENSG00000049245,Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3),Early endosome membrane,epithelial cell;lung endothelial cell;endothelial cell;endothelial cell of vascular tree,,2.478,2.264,2.478,11502,5471,-0.131,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,False
VHL,,,no,ENSG00000134086,von Hippel-Lindau disease tumor suppressor (Protein G7) (pVHL),Cytoplasm,,,4.047,3.713,4.047,18782,8974,-0.124,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
WWP1,,,no,ENSG00000123124,NEDD4-like E3 ubiquitin-protein ligase WWP1,Cytoplasm,,,3.249,3.001,3.249,15077,7254,-0.114,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,True
ZBTB16,,,no,ENSG00000109906,Zinc finger and BTB domain-containing protein 16 (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145) (Zinc finger protein PLZF),Nucleus,skeletal muscle fiber;skeletal muscle fibroblast;T-helper 17 cell;alveolar type 2 fibroblast cell,,3.349,0.123,3.349,15543,298,-4.764,REACTOME,Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,False
